health_region_code,name,uf,capacity,legacy_suicide_asmr,corrected_suicide_asmr,delta_suicide_asmr,legacy_suicide_percentile,corrected_suicide_percentile,delta_suicide_percentile,legacy_need,corrected_need,delta_need,legacy_mismatch,corrected_mismatch,delta_mismatch,legacy_lisa,corrected_lisa,legacy_radar_families,corrected_radar_families,flags
25005,5ª Região,PB,0.6788432267884322,8.066329853027637,8.121935868137081,0.05560601510944352,0.4223744292237443,0.4178082191780822,-0.0045662100456621,0.4931506849315068,0.4908675799086758,-0.0022831050228310223,-0.1856925418569254,-0.18797564687975643,-0.0022831050228310223,low-low,low-low,,,ZERO_REGISTERED_BEDS
25006,6ª Região,PB,0.6834094368340944,9.142054523557285,9.210863234527089,0.06880871096980457,0.5616438356164384,0.5547945205479452,-0.006849315068493178,0.5114155251141552,0.5079908675799086,-0.003424657534246589,-0.1719939117199391,-0.17541856925418575,-0.0034246575342466445,not_significant,not_significant,,,ZERO_REGISTERED_BEDS
25007,7ª Região,PB,0.7610350076103499,14.307037008044386,14.616191759768835,0.3091547517244493,0.958904109589041,0.9611872146118722,0.0022831050228311334,0.730593607305936,0.7317351598173516,0.0011415525114155667,-0.0304414003044138,-0.029299847792998324,0.0011415525114154765,low-low,low-low,,,ZERO_REGISTERED_BEDS
25008,8ª Região,PB,0.669710806697108,13.280636742925116,13.351585598486194,0.07094885556107755,0.9246575342465754,0.9155251141552512,-0.0091324200913242,0.5513698630136986,0.5468036529680366,-0.004566210045662045,-0.1183409436834094,-0.12290715372907146,-0.004566210045662059,not_significant,not_significant,,,ZERO_REGISTERED_BEDS
25009,9ª Região,PB,0.6636225266362253,11.4850529225904,11.527596369821019,0.04254344723061898,0.821917808219178,0.8127853881278538,-0.0091324200913242,0.4668949771689497,0.46232876712328763,-0.004566210045662045,-0.1967275494672756,-0.2012937595129377,-0.0045662100456621,not_significant,not_significant,,,ZERO_REGISTERED_BEDS
25010,10ª Região,PB,0.6415525114155252,9.017087269031297,9.210485468542595,0.19339819951129833,0.5502283105022832,0.5525114155251142,0.0022831050228310223,0.3675799086757991,0.3687214611872146,0.0011415525114155112,-0.273972602739726,-0.27283105022831056,0.0011415525114154557,not_significant,not_significant,,,ZERO_REGISTERED_BEDS
25011,11ª Região,PB,0.6308980213089802,11.51697121560189,11.616787349652576,0.09981613405068579,0.8264840182648402,0.819634703196347,-0.006849315068493178,0.6061643835616438,0.6027397260273972,-0.003424657534246589,-0.0247336377473363,-0.02815829528158298,-0.0034246575342466792,not_significant,not_significant,,,ZERO_REGISTERED_BEDS
25012,12ª Região,PB,0.5266362252663622,3.0219217813099624,3.0229790838775217,0.001057302567559315,0.0068493150684931,0.00684931506849315,5.0306980803327406e-17,0.2979452054794521,0.2979452054794521,0.0,-0.2286910197869101,-0.22869101978691014,-5.551115123125783e-17,not_significant,not_significant,,,ZERO_REGISTERED_BEDS
25013,13ª Região,PB,0.5487062404870624,7.207893553166527,7.318315794931568,0.11042224176504067,0.317351598173516,0.3242009132420091,0.0068493150684931225,0.2773972602739726,0.2808219178082192,0.003424657534246589,-0.2713089802130898,-0.2678843226788432,0.003424657534246589,not_significant,not_significant,,,ZERO_REGISTERED_BEDS
25014,14ª Região,PB,0.5220700152207002,7.004568464559441,7.007019205762615,0.0024507412031740117,0.2968036529680365,0.2922374429223744,-0.0045662100456621,0.4246575342465754,0.4223744292237443,-0.002283105022831078,-0.0974124809741248,-0.09969558599695588,-0.002283105022831078,not_significant,not_significant,,,ZERO_REGISTERED_BEDS
