origin_region,destination_region,admissions
35132,35143,
35132,35132,113.0
35132,35132,97.0
35074,35074,78.0
35074,35072,5.0
35074,35141,20.0
35074,35074,20.0
35131,35151,
35131,35132,442.0
35131,35132,49.0
35131,52018,
35121,35121,
35121,35121,25.0
35121,35163,13.0
35051,35051,14.0
35051,35155,
35172,35172,
35172,35141,18.0
35172,35172,8.0
35172,35174,
35071,35072,
35071,35074,84.0
35071,35031,
35071,35071,
35071,35072,9.0
35071,35072,
35071,35141,23.0
35071,35073,
35071,35016,
35071,35071,
35163,31016,
35163,35014,
35163,35161,
35163,35061,
35163,35023,
35163,35163,
35163,35016,61.0
35163,35163,705.0
35163,35163,
35163,42007,
35022,35022,
35022,35023,12.0
35072,35072,46.0
35072,35074,327.0
35072,35072,137.0
35072,35012,5.0
35072,35072,98.0
35072,35141,55.0
35072,35073,
35072,35072,16.0
35072,35041,
35072,35016,
35072,35072,
35072,35095,14.0
35072,52016,
35011,23024,
35011,35015,
35011,35011,193.0
35011,35011,25.0
35011,35011,172.0
35011,35015,9.0
35011,35011,51.0
35011,35015,
35011,35015,
35011,35016,69.0
35011,35011,
35011,41009,
35022,35022,10.0
35022,35023,9.0
35151,35151,45.0
35151,35155,
35033,35031,
35033,35031,10.0
35033,35033,24.0
35033,35033,
35033,35032,
35013,35014,35.0
35013,35013,13.0
35013,35013,8.0
35013,35011,
35013,35013,
35013,35014,19.0
35013,35064,
35013,35014,
35013,35041,
35013,35016,205.0
35013,35163,
35013,35013,589.0
35013,35173,
35013,53001,
35112,35112,56.0
35112,35112,
35061,35063,10.0
35061,35064,17.0
35061,35065,
35061,35061,49.0
35052,35051,
35052,35052,
35052,35151,
35052,35051,21.0
35052,35052,
35052,35016,5.0
35142,35142,44.0
35142,35141,6.0
35142,35016,
35142,35142,
35155,35155,118.0
35155,35155,19.0
35163,35163,19.0
35163,35163,
35143,35142,46.0
35143,35141,73.0
35033,35031,30.0
35033,35051,
35033,35033,
35033,35033,21.0
35033,35032,7.0
35033,35033,50.0
35061,35063,20.0
35061,35064,25.0
35061,35016,8.0
35061,35061,64.0
35162,35163,
35112,35112,138.0
35092,35091,60.0
35092,35092,11.0
35092,35093,104.0
35092,35093,17.0
35161,35014,
35161,35083,
35161,35016,
35161,35163,43.0
35161,35161,471.0
35174,35172,
35174,35142,36.0
35174,35141,555.0
35174,35171,
35174,35041,
35174,35171,
35174,35016,
35174,35174,212.0
35174,35173,
35061,35063,10.0
35061,35064,6.0
35061,35061,
35115,35112,135.0
35115,35114,
35115,35115,
35115,35115,81.0
35052,35051,17.0
35052,35052,
35052,35052,
35163,35063,
35163,35163,
35163,35163,9.0
35094,35091,20.0
35094,35092,
35094,35094,
35094,35093,39.0
35094,35093,21.0
35094,35094,
35063,35063,11.0
35063,35161,
35064,35063,
35064,35064,5.0
35064,35103,
35064,35064,
35174,35141,77.0
35174,35171,
35174,35016,7.0
35174,35174,14.0
35174,35173,
35152,35151,17.0
35152,35152,
35071,35074,13.0
35071,35071,
35095,35091,456.0
35095,35092,7.0
35095,35093,245.0
35095,35065,257.0
35095,35093,26.0
35095,35095,145.0
35111,33005,
35111,35111,13.0
35111,35112,47.0
35111,35016,10.0
35154,35151,5.0
35156,35155,14.0
35156,35155,
35173,35172,
35173,35072,
35173,35173,
35173,35141,217.0
35173,35174,9.0
35173,35173,673.0
35093,35093,
35093,35093,15.0
35155,35155,37.0
35156,35155,
35153,35151,63.0
35153,35153,
35153,35155,7.0
35065,35065,
35151,35151,61.0
35151,35155,
35151,35155,
35157,35151,45.0
35157,35157,
35072,35072,7.0
35072,35074,79.0
35072,35072,15.0
35072,35013,
35072,35011,
35072,35072,70.0
35072,35141,22.0
35072,35015,
35021,35023,29.0
35021,35016,8.0
35021,35021,
35071,35074,6.0
35071,35071,6.0
35071,35072,
35142,35072,
35142,35143,
35142,35142,86.0
35142,35141,84.0
35142,35142,
35013,31016,
35013,35014,
35013,35014,
35013,35013,16.0
35013,35011,
35013,35012,
35013,35011,
35013,35011,
35013,35073,15.0
35013,35014,
35013,35016,13.0
35013,35163,
35013,35163,
35013,35013,14.0
35073,35072,
35073,35074,14.0
35073,35072,
35073,35173,
35073,35012,
35073,35072,
35073,35141,18.0
35073,35073,58.0
35073,35033,
35073,35015,
35073,35032,
35073,35016,
35073,35073,349.0
35093,35091,
35093,35093,10.0
35093,35093,52.0
35093,35095,36.0
35072,35072,
35072,35074,49.0
35072,35072,10.0
35072,35072,23.0
35072,35141,8.0
35072,35072,
35072,35016,
35072,35072,72.0
35052,35051,19.0
35052,35052,
35052,35132,
35052,35052,30.0
35052,35051,
35153,35151,16.0
35153,35153,
35153,35155,
35163,11004,
35163,33003,
35163,35163,
35163,35016,
35163,35163,
35163,35163,30.0
35163,35163,189.0
35157,31016,
35157,35151,265.0
35157,35155,
35157,35155,11.0
35157,35157,28.0
35156,35155,
35094,35091,18.0
35094,35092,
35094,35093,
35094,35093,
35094,35094,
35141,35142,37.0
35141,35141,49.0
35141,35141,
41018,41017,15.0
41018,41017,5.0
41018,41018,8.0
41002,41017,
41002,41002,
41002,41002,20.0
41002,41003,
41002,41017,10.0
41002,41002,
41002,41002,
41002,41002,10.0
41002,41002,38.0
41002,41003,
41002,41002,
41002,41002,
41002,41002,49.0
41002,41017,
41002,41002,80.0
41002,41002,300.0
41002,41003,65.0
41002,41002,
41002,41006,
41002,43011,
41002,43010,
41011,41011,
41011,41016,27.0
41011,41014,
41011,41017,8.0
41011,41002,
41011,41003,
41011,41017,
41012,41016,7.0
41012,41014,15.0
41012,41017,33.0
41012,41002,
41012,41002,7.0
41012,41017,8.0
41012,41012,101.0
41014,41015,
41014,41016,19.0
41014,41014,26.0
41014,41017,32.0
41014,41002,
41014,41003,
41014,41017,14.0
41014,41012,
41012,41016,
41012,41014,
41012,41017,6.0
41012,41015,
41012,41002,
41012,41002,
41012,41017,
41012,41012,116.0
41017,41017,
41017,41017,6.0
41017,41016,6.0
41017,41017,13.0
41017,41002,
41017,41017,6.0
41017,41012,5.0
41014,41014,
41014,41014,19.0
41014,41017,10.0
41014,41015,
41014,41002,
41014,41003,
41014,41017,
41008,41008,
41008,41008,
41008,41016,76.0
41008,41014,
41008,41017,
41008,41008,
41008,41017,
41008,41012,
41010,41016,62.0
41010,41002,
41018,41018,
41018,41016,
41018,41014,12.0
41018,41017,71.0
41018,41003,
41018,41017,24.0
41018,41006,7.0
41018,41018,10.0
41015,41015,23.0
41015,41015,
41015,41016,5.0
41001,41001,
41001,41001,
41001,41002,72.0
41001,41003,12.0
41001,41017,7.0
41006,41017,
41006,41002,
41006,41002,9.0
41006,41003,
41006,41006,
41006,41006,8.0
41016,15009,
41016,35151,
41016,41016,35.0
41016,41020,
41016,41016,1018.0
41016,41014,11.0
41016,41017,61.0
41016,41002,8.0
41016,41017,15.0
41016,41012,14.0
41016,42007,
41016,52001,
41016,31061,
41016,41016,14.0
41016,41016,707.0
41016,41014,11.0
41016,41017,58.0
41016,41015,
41016,41002,
41016,41002,
41016,41003,
41016,41017,40.0
41003,41003,10.0
41003,41016,
41003,41014,6.0
41003,41017,24.0
41003,41002,
41003,41002,30.0
41003,41003,38.0
41003,41017,
41003,41012,7.0
41003,50015,
41022,41016,16.0
41022,41014,
41022,41017,
41011,35103,
41011,41011,7.0
41011,41016,45.0
41011,41017,11.0
41011,41002,
41011,41017,19.0
41011,41006,
41002,41002,41.0
41002,41002,18.0
41002,41002,
41002,41017,8.0
41002,41002,63.0
41002,41002,191.0
41002,41003,71.0
41002,41017,15.0
41002,42012,
41022,41016,41.0
41022,41017,6.0
41022,41003,
41017,41017,21.0
41017,41017,
41017,41014,5.0
41017,41017,8.0
41017,41002,
41017,41002,
41017,41003,
41017,41017,11.0
41017,41006,
41017,41018,
41020,28001,
41020,41020,
41020,41009,
41020,41014,7.0
41020,41017,74.0
41020,41002,6.0
41020,41002,36.0
41020,41003,20.0
41020,41017,25.0
41020,41012,20.0
41020,41006,6.0
41015,41015,236.0
41015,41002,
41015,41016,43.0
41015,41017,11.0
41015,41015,
41015,41017,
41015,41015,5.0
41015,41015,
41015,41016,7.0
41015,41017,9.0
41002,41002,
41002,41017,
41002,41002,
41002,41002,9.0
41002,41003,7.0
41002,41006,
41002,42011,
41018,35072,
41018,41018,10.0
41018,41016,52.0
41018,41014,
41018,41017,121.0
41018,41003,
41018,41017,69.0
41018,41012,5.0
41018,41018,30.0
41011,41004,
41011,41016,99.0
41011,41014,
41011,41017,
41011,41015,
41011,41002,
41011,41017,
41011,41012,
41008,41008,
41008,41014,
41008,41002,
41008,41003,
41008,41012,
41008,42001,
41019,41016,12.0
41019,41014,
41008,41017,
41017,35092,
41017,41017,40.0
41017,41017,
41017,41014,11.0
41017,41017,39.0
41017,41002,
41017,41017,9.0
41006,41006,14.0
41006,41017,11.0
41006,41015,
41006,41002,5.0
41006,41003,11.0
41006,41017,
41006,41006,12.0
41006,42009,
41011,41011,7.0
41011,41016,
41011,41014,
41011,41015,
41011,41006,
41008,41008,7.0
41005,41004,
41005,41016,37.0
41005,41002,
41005,41005,
41005,41005,
41010,41017,20.0
41010,41002,
41010,41003,
41010,41017,
41010,41012,
41002,41002,
41002,41002,
41002,41003,
41008,41014,
41016,41016,
41016,41016,165.0
41016,41017,
41016,41015,
41016,41017,
41007,41003,
41007,41017,5.0
41016,41016,
41016,41016,97.0
41016,41014,
41016,41017,
41016,41003,
41010,41016,8.0
41010,41017,7.0
41010,41002,
41010,41012,
41012,41017,
41012,41012,79.0
41017,41016,8.0
41017,41017,5.0
41017,41017,7.0
41010,41016,
41010,41014,
41010,41017,29.0
41010,41002,
41010,41002,
41010,41003,
41010,41017,11.0
41010,41012,9.0
41010,50014,
41012,41014,
41012,41017,
41012,41017,
41012,41012,49.0
41016,41016,
41016,41016,197.0
41016,41017,
41016,41015,
41016,41018,
41019,31007,
41019,35015,
41019,41014,7.0
41019,41017,65.0
41019,41002,
41019,41017,31.0
41019,41012,6.0
41017,31027,
41017,35141,
41017,35016,
41017,41017,448.0
41017,41017,
41017,41004,
41017,41016,10.0
41017,41014,10.0
41017,41017,391.0
41017,41015,
41017,41002,
41017,41002,8.0
41017,41003,5.0
41017,41017,95.0
41017,41012,18.0
41017,41006,5.0
41016,41016,
41016,41016,78.0
41016,41017,
41011,41011,
41011,41016,58.0
41011,41014,
41011,41017,11.0
41011,41015,
41011,41017,
41005,41016,11.0
41005,41014,
41005,41017,
41002,41002,19.0
41002,41002,11.0
41002,41002,42.0
41002,41002,199.0
41002,41003,38.0
41002,41017,6.0
41010,41016,13.0
41010,41017,5.0
41002,41002,
41002,41017,
41002,41002,6.0
41002,41002,28.0
41002,41003,
41002,41002,8.0
41002,41015,6.0
41002,41002,13.0
41002,41004,
41002,41002,
41002,41014,
41002,41017,6.0
41002,41002,41.0
41002,41002,110.0
41002,41003,54.0
41002,41002,
41002,41014,
41002,41017,19.0
41002,41002,21.0
41002,41002,131.0
41002,41003,27.0
41002,41012,
41011,35011,
41011,41011,15.0
41011,41016,13.0
41011,41014,21.0
41011,41017,107.0
41011,41015,
41011,41002,5.0
41011,41002,35.0
41011,41003,5.0
41011,41017,27.0
41011,41012,26.0
41011,42006,
41022,41016,84.0
41022,41017,7.0
41022,41003,
41022,41017,
41005,41007,
41005,41014,
41005,41017,15.0
41005,41002,6.0
41005,41003,5.0
41005,41017,
41005,41016,20.0
41005,41017,14.0
41005,41003,
41005,41002,8.0
41005,41003,8.0
41005,41012,
41008,41008,
41008,41016,
41008,41014,12.0
41008,41017,18.0
41008,41002,5.0
41008,41003,
41008,41017,21.0
41008,41012,
41010,41014,
41010,41017,30.0
41010,41002,12.0
41010,41003,
41010,41017,5.0
41010,41012,
41010,42007,
41010,52001,
41003,41017,10.0
41003,41002,
41003,41002,5.0
41003,41003,35.0
41003,41017,
41003,41012,
41003,41006,
41019,41019,
41019,41017,39.0
41019,41002,
41019,41003,
41019,41017,29.0
41010,31016,
41010,33005,
41010,35016,
41010,41002,
41010,41010,9.0
41010,41002,
41010,41009,5.0
41010,41014,64.0
41010,41017,163.0
41010,41015,7.0
41010,41002,8.0
41010,41002,75.0
41010,41003,13.0
41010,41017,73.0
41010,41012,98.0
41010,41006,
41010,43007,
41010,43026,
41010,43029,
41010,50015,
41010,50015,
41010,52001,
41003,35016,
41003,41002,
41003,41003,10.0
41003,41002,8.0
41003,41004,
41003,41014,7.0
41003,41017,17.0
41003,41002,
41003,41002,58.0
41003,41003,97.0
41003,41017,12.0
41003,42007,
41010,41007,
41010,41016,
41010,41014,
41010,41017,22.0
41010,41002,6.0
41010,41003,5.0
41010,41012,
41017,41015,
41017,41017,
41017,41016,
41017,41014,
41017,41017,106.0
41017,41002,10.0
41017,41003,
41017,41017,38.0
41017,41012,7.0
41002,41002,
41002,41002,5.0
41002,41002,5.0
41002,41002,44.0
41002,41003,
41010,41014,
41010,41017,10.0
41010,41002,
41010,41003,
41010,41017,
41007,41007,26.0
41007,41014,
41007,41017,6.0
41007,41002,
41007,51013,
41013,41011,
41013,41013,15.0
41013,41016,40.0
41013,41014,41.0
41013,41017,69.0
41013,41015,11.0
41013,41002,5.0
41013,41002,12.0
41013,41003,8.0
41013,41017,26.0
41013,41012,46.0
41013,43010,
41013,41017,17.0
41013,41015,
41013,41002,
41013,41017,6.0
41013,41012,22.0
41007,41007,
41007,41007,
41007,41014,
41007,41017,27.0
41007,41015,
41007,41007,
41007,41002,
41007,41002,14.0
41007,41003,5.0
41007,41017,8.0
41007,41012,18.0
41002,15006,
41002,33004,
41002,35011,
41002,41002,
41002,41002,
41002,41002,
41002,41002,68.0
41002,41004,
41002,41002,
41002,41014,5.0
41002,41017,
41002,41002,124.0
41002,41003,
41002,41002,425.0
41002,41003,95.0
41002,41002,
41002,41012,10.0
41002,41006,
41015,41015,293.0
41015,41016,13.0
41015,41014,6.0
41015,41017,8.0
41015,41002,
41015,41017,
41018,41014,
41018,41017,28.0
41018,41017,8.0
41018,41018,6.0
41019,41016,49.0
41019,41014,
41019,41017,14.0
41019,41015,
41019,41017,
41019,41012,
41002,41002,
41002,41002,
41002,41002,9.0
41002,41002,52.0
41002,41003,11.0
41010,41010,
41010,41014,
41010,41017,31.0
41010,41002,
41010,41003,
41010,41017,7.0
41018,41018,15.0
41018,41016,
41018,41014,
41018,41017,39.0
41018,41002,
41018,41002,9.0
41018,41003,
41018,41017,32.0
41018,41018,
41018,41012,
41018,41018,26.0
41018,51014,
41007,41007,
41007,41014,
41007,41007,7.0
41007,41017,
41007,41007,24.0
41007,41014,
41007,41017,24.0
41007,41015,
41007,41002,12.0
41007,41003,
41007,41017,11.0
41007,41012,
41011,41016,27.0
41011,41002,
41008,41008,6.0
41008,41017,
41008,41015,
41008,41017,
41012,41012,16.0
41012,41014,12.0
41012,41017,50.0
41012,41002,18.0
41012,41003,
41012,41017,23.0
41012,41012,67.0
41012,41006,7.0
41014,41015,
41014,41014,
41014,41014,13.0
41014,41017,12.0
41014,41017,
41014,41012,
41006,41006,
41006,41017,
41006,41002,
41006,41002,5.0
41006,41003,
41006,41006,
41022,41003,
41002,13001,5.0
41002,24007,
41002,25001,
41002,26002,
41002,33001,
41002,33004,
41002,33005,
41002,35011,
41002,35171,
41002,35016,11.0
41002,35041,
41002,41002,
41002,41015,
41002,41002,6812.0
41002,41009,
41002,41002,
41002,41017,14.0
41002,41001,
41002,41002,41.0
41002,41002,378.0
41002,41003,20.0
41002,41005,
41002,41002,
41002,41012,
41002,42006,
41002,42007,
41002,42012,
41002,42011,
41002,42012,
41002,42004,
41002,42007,
41002,42006,
41002,42012,
41002,53001,
41021,41016,79.0
41021,41017,18.0
41021,41002,
41021,41003,
41021,41017,12.0
41021,41012,5.0
41021,41018,
41014,41014,
41014,41014,30.0
41014,41017,10.0
41014,41014,
41014,41017,
41014,41012,6.0
41010,41016,44.0
41010,41003,
41020,41014,
41020,41002,7.0
41008,41008,92.0
41008,41017,24.0
41008,41015,
41008,41002,9.0
41008,41003,
41008,41017,
41008,43008,
41012,41014,
41012,41017,6.0
41012,41017,9.0
41012,41012,92.0
41015,41015,
41015,41017,5.0
41015,41015,
41015,41017,7.0
41015,41012,
41008,41008,
41008,41008,
41008,41014,
41008,41017,
41008,41008,
41011,41016,5.0
41011,41014,
41011,41017,25.0
41011,41015,
41011,41002,9.0
41011,41002,9.0
41011,41003,
41011,41017,9.0
41011,41012,13.0
41011,41006,
41012,41017,
41012,41012,16.0
41020,41017,
41010,41017,16.0
41010,41003,
41010,41017,
41011,41011,
41016,35012,
41016,41016,
41016,41016,145.0
41016,41014,5.0
41016,41017,25.0
41016,41002,
41016,41003,
41016,41017,12.0
41002,31037,
41002,35011,
41002,35016,
41002,41002,
41002,41002,
41002,41002,49.0
41002,41004,
41002,41002,82.0
41002,41002,239.0
41002,41003,69.0
41002,41017,
41011,41011,
41011,41016,7.0
41011,41014,
41011,41002,
41011,41012,
41004,41004,26.0
41019,41019,5.0
41019,41016,5.0
41019,41014,
41019,41017,22.0
41019,41002,10.0
41019,41003,9.0
41019,41017,10.0
41019,41012,5.0
41015,41015,25.0
41015,41017,12.0
41015,41015,
41015,41017,
41008,41008,
41008,41008,
41008,41014,
41008,41003,
41008,41012,
41008,42001,
41015,41015,15.0
41015,41015,10.0
41015,41016,37.0
41015,41014,
41015,41015,7.0
41015,41015,
41015,41017,
41017,35112,
41017,35112,
41017,41017,
41017,41017,
41017,41016,57.0
41017,41014,
41017,41017,28.0
41017,41015,
41017,41002,
41017,41003,
41017,41017,5.0
41017,41012,
41015,41015,29.0
41015,41015,
41015,41016,6.0
41010,41016,
41010,41017,
41010,41012,5.0
41010,52002,
41009,21016,
41009,31016,
41009,31007,
41009,35016,
41009,41017,
41009,41010,
41009,41009,1813.0
41009,41014,12.0
41009,41017,56.0
41009,41015,5.0
41009,41002,10.0
41009,41002,57.0
41009,41003,
41009,41017,13.0
41009,41012,35.0
41009,41006,5.0
41009,42011,
41012,41016,19.0
41012,41014,
41012,41017,
41012,41002,
41012,41017,7.0
41012,41012,91.0
41008,41008,42.0
41008,41008,10.0
41008,41016,
41008,41014,13.0
41008,41017,28.0
41008,41015,
41008,41002,36.0
41008,41003,8.0
41008,41008,
41008,41017,23.0
41008,41012,7.0
41008,41006,
41008,42001,
41008,42007,
41005,41010,
41005,41014,
41005,41017,14.0
41005,41003,5.0
41005,41017,9.0
41005,41012,10.0
41006,41002,
41006,41002,
41006,41002,12.0
41006,41003,5.0
41006,41017,5.0
41006,41006,6.0
41006,42009,
41022,41016,87.0
41022,41017,12.0
41011,41011,
41011,41009,
41011,41011,94.0
41011,41016,19.0
41011,41014,
41011,41017,32.0
41011,41015,
41011,41002,
41011,41003,
41011,41017,10.0
41011,41012,9.0
41005,41004,
41005,41017,12.0
41005,41002,
41005,41003,6.0
41005,41017,9.0
41016,41016,
41016,41016,66.0
41016,41014,
41016,41017,
41016,41003,
41020,41002,
41020,41020,88.0
41020,41014,9.0
41020,41017,28.0
41020,41015,
41020,41017,11.0
41020,41012,35.0
41020,41006,11.0
41014,41016,
41014,41014,10.0
41014,41017,6.0
41014,41017,7.0
41004,41004,32.0
41004,41017,
41004,41003,
41004,41005,6.0
41019,41016,5.0
41019,41014,
41019,41017,14.0
41019,41015,
41019,41002,10.0
41019,41017,6.0
41013,41017,
41013,41017,
41013,41012,
41017,41017,27.0
41017,41015,
41017,41002,
41017,41017,36.0
41017,41012,
41010,41010,
41010,41016,91.0
41010,41014,
41010,41017,9.0
41010,41003,
41010,41017,
41005,41002,
41005,41005,9.0
41005,41004,
41005,41014,19.0
41005,41017,128.0
41005,41015,
41005,41002,12.0
41005,41002,119.0
41005,41003,149.0
41005,41017,69.0
41005,41012,28.0
41005,41006,8.0
41005,42007,
41001,41001,
41001,41002,
41001,41001,
41001,41014,
41001,41017,
41001,41015,
41001,41001,
41001,41002,20.0
41001,41002,106.0
41001,41003,10.0
41001,41002,
41001,41012,
41001,41006,
41001,42011,
41007,41007,
41019,41016,18.0
41019,41014,
41019,41017,65.0
41019,41002,
41019,41002,24.0
41019,41003,
41019,41017,26.0
41019,41012,6.0
41010,41016,5.0
41010,41014,
41010,41017,23.0
41010,41002,
41010,41002,
41010,41003,
41010,41017,
41010,41012,5.0
41017,41017,
41017,41017,339.0
41017,41014,5.0
41017,41017,162.0
41017,41015,
41017,41002,
41017,41002,14.0
41017,41003,
41017,41017,29.0
41017,41012,6.0
41017,41006,22.0
41012,41017,24.0
41012,41017,7.0
41012,41012,45.0
41015,41015,29.0
41015,41016,
41015,41017,
41010,41017,7.0
41010,41003,
41010,41017,
41021,41016,45.0
41021,41017,11.0
41021,41002,14.0
41021,41003,11.0
41021,41017,
41004,41004,13.0
41004,41016,7.0
41004,41014,6.0
41004,41017,35.0
41004,41002,49.0
41004,41003,38.0
41004,41017,12.0
41004,41004,16.0
41004,41014,
41004,41017,23.0
41004,41015,
41004,41002,8.0
41004,41002,18.0
41004,41003,17.0
41004,41017,13.0
41014,26010,
41014,41014,
41014,41014,5.0
41014,41017,8.0
41014,41015,
41014,41003,
41014,41017,5.0
41013,41014,
41013,41017,10.0
41013,41015,
41013,41002,
41013,41003,
41013,41017,
41013,41012,5.0
41003,41016,30.0
41003,41002,
41003,41003,9.0
41003,41017,
41012,41012,
41012,41016,42.0
41012,41014,6.0
41012,41017,10.0
41012,41003,
41012,41017,
41012,41012,135.0
41010,41016,9.0
41010,41017,
41010,41012,
41004,41004,256.0
41004,41016,
41004,41017,
41004,41002,6.0
41004,41002,
41004,41003,5.0
41004,41006,8.0
41011,41016,26.0
41011,41014,
41011,41017,7.0
41011,41015,
41011,41003,
41011,41017,
41011,41012,6.0
41015,41015,
41015,41015,27.0
41015,41016,5.0
41015,41017,
41009,41009,
41009,41014,
41009,41017,12.0
41009,41017,
41018,41018,
41018,41017,11.0
41018,41017,5.0
41018,41018,10.0
41015,41016,9.0
41015,41015,
41007,41002,
41007,41007,
41007,41017,15.0
41007,41002,
41007,41003,
41007,41017,14.0
41007,41012,
41002,41002,17.0
41002,41002,10.0
41002,41002,25.0
41002,41003,9.0
41002,41002,
41002,41017,
41014,41014,
41014,41014,
41014,41017,8.0
41014,41015,
41014,41002,6.0
41014,41012,14.0
41003,41004,
41003,41003,5.0
41003,41016,30.0
41003,41002,5.0
41003,41003,
41022,41016,50.0
41022,41014,
41022,41017,60.0
41022,41015,
41022,41002,
41022,41002,11.0
41022,41003,
41022,41017,16.0
41022,41012,11.0
41012,41014,
41012,41017,
41012,41002,
41012,41012,42.0
41012,41006,
41015,41015,5.0
41015,41016,
41015,41015,
41019,41016,5.0
41019,41017,5.0
41019,41002,
41019,41002,
41019,41003,
41019,41017,5.0
41019,41019,14.0
41019,41016,19.0
41019,41014,11.0
41019,41017,95.0
41019,41002,
41019,41002,6.0
41019,41003,
41019,41017,66.0
41019,41012,
41019,41018,
41017,41014,
41017,41017,80.0
41017,41015,
41017,41003,
41017,41017,17.0
41003,41003,
41003,41014,7.0
41003,41017,14.0
41003,41002,
41003,41002,10.0
41003,41003,28.0
41003,41017,
41003,41006,
41016,41016,
41016,41016,574.0
41016,41012,
41011,41011,15.0
41011,41016,18.0
41011,41012,
41019,41017,7.0
41019,41002,
41019,41002,6.0
41019,41017,6.0
41019,41019,
41013,41014,6.0
41013,41017,8.0
41013,41002,
41013,41012,15.0
41022,41004,
41022,41016,166.0
41022,41017,17.0
41022,41001,
41022,41003,
41022,41017,7.0
41022,41006,
41014,41015,
41017,41017,62.0
41017,41016,
41017,41017,73.0
41017,41015,
41017,41002,9.0
41017,41003,
41017,41017,8.0
41017,41012,
41017,41018,
41010,41016,96.0
41010,41017,
41010,41002,
41010,41003,
41010,41012,36.0
41019,41016,5.0
41019,41017,28.0
41019,41002,6.0
41019,41003,5.0
41019,41017,12.0
41019,41014,
41019,41017,6.0
41019,41003,
41019,41017,
41011,41011,18.0
41011,41016,20.0
41011,41017,6.0
41011,41002,5.0
41011,41003,
41011,41006,
41013,41013,
41013,41016,
41013,41013,
41013,41017,
41013,41002,
41016,41016,68.0
41016,41017,6.0
41016,41017,
41002,41002,
41002,41002,
41002,41002,
41002,41002,7.0
41002,41017,
41002,41002,24.0
41002,41002,94.0
41002,41003,54.0
41002,41017,
41002,41006,
41005,41016,10.0
41005,41003,
41005,41004,
41005,41016,
41005,41005,
41005,41014,
41005,41017,17.0
41005,41002,6.0
41005,41002,10.0
41005,41003,10.0
41005,41017,10.0
41018,41016,
41018,41014,
41018,41017,9.0
41018,41002,
41018,41003,
41018,41017,5.0
41018,41012,
41018,41018,
41022,41016,45.0
41022,41017,
41010,41010,
41010,41017,6.0
41010,41002,
41010,41017,
41010,41012,7.0
41014,41016,
41014,41014,164.0
41014,41017,19.0
41014,41014,
41014,41017,10.0
41014,41012,19.0
41015,41015,52.0
41015,41016,10.0
41017,12002,
41017,33006,
41017,35073,
41017,35041,
41017,35016,
41017,35161,
41017,41017,
41017,41017,17.0
41017,41017,7.0
41017,41016,37.0
41017,41014,52.0
41017,41017,3583.0
41017,41015,
41017,41002,
41017,41002,8.0
41017,41003,14.0
41017,41017,298.0
41017,41017,5.0
41017,41012,22.0
41017,41006,8.0
41017,41018,
41017,42006,
41017,52013,
41011,41011,
41011,41017,
41011,41002,
41011,41002,6.0
41011,41012,
41022,41004,
41022,41016,35.0
41022,41017,
41022,41012,
41017,41017,15.0
41017,41017,5.0
41017,41003,
41017,41017,8.0
41017,41012,
41004,41004,
41004,41017,
41004,41004,6.0
41004,41002,
41004,41003,
41011,41011,
41011,41016,83.0
41011,41014,
41011,41017,9.0
41011,41012,
41015,41016,
41015,41015,59.0
41015,41015,5.0
41015,41016,151.0
41015,41014,
41015,41017,14.0
41015,41015,7.0
41015,41015,7.0
41015,41017,8.0
41015,41012,12.0
41002,41002,9.0
41002,41014,
41002,41017,
41002,41002,26.0
41002,41002,22.0
41002,41002,50.0
41002,41003,14.0
41002,42011,
41008,41008,
41007,41016,
41007,41014,7.0
41007,41017,23.0
41007,41007,7.0
41007,41015,
41007,41002,5.0
41007,41002,25.0
41007,41003,
41007,41017,12.0
41007,41012,
41022,41016,
41022,41017,22.0
41022,41002,13.0
41022,41003,
41022,41017,22.0
41022,41012,7.0
41020,15006,
41020,41014,20.0
41020,41017,64.0
41020,41020,6.0
41020,41002,9.0
41020,41002,39.0
41020,41003,16.0
41020,41017,38.0
41020,41012,50.0
41020,42011,
41012,41012,96.0
41015,41015,9.0
41015,41016,114.0
41015,41014,
41015,41017,9.0
41015,41015,11.0
41015,41017,
41015,41015,
41016,41016,
41016,41016,80.0
41016,41014,
41016,41017,
41016,41015,
41016,41003,
41016,41017,5.0
41014,41016,
41014,41014,69.0
41014,41017,5.0
41014,41002,
41014,41017,15.0
41014,41012,18.0
41012,41014,
41012,41017,
41012,41002,
41012,41017,5.0
41012,41012,70.0
41015,24007,9.0
41015,29006,
41015,35093,
41015,35115,
41015,35016,
41015,41004,
41015,41016,32.0
41015,41017,63.0
41015,41015,1714.0
41015,41015,
41015,41003,
41015,41017,14.0
41015,41015,
41015,41012,
41015,42006,
41015,43001,
41015,51015,
41015,52001,
41007,41017,
41020,41017,5.0
41008,41008,
41008,41008,
41008,41017,6.0
41008,41015,
41008,41003,
41005,41002,
41005,41016,27.0
41005,41017,
41005,41003,
41016,41016,118.0
41009,29021,
41009,33005,
41009,41009,
41009,41014,8.0
41009,41017,29.0
41009,41009,64.0
41009,41002,8.0
41009,41003,
41009,41017,9.0
41009,41012,6.0
41001,41002,
41001,41002,
41001,41014,
41001,41017,
41001,41001,
41001,41002,39.0
41001,41002,118.0
41001,41003,21.0
41001,41006,5.0
41022,41016,33.0
41016,41016,
41016,41016,56.0
41016,41017,
41016,41017,5.0
41009,41009,
41009,41014,6.0
