origin_region,destination_region,admissions
31007,31007,96.0
31007,31007,
31019,31016,
31019,31019,5.0
31037,31034,
31037,31037,22.0
31058,31030,
31058,31072,5.0
31058,31058,
31058,52003,
31058,53001,6.0
31055,31016,5.0
31055,31055,
31055,31084,
31055,31055,8.0
31058,31074,
31058,31072,
31058,31058,
31058,53001,
31002,31002,
31002,31001,8.0
31002,31001,
31002,31009,17.0
31024,31024,
31007,31007,5.0
31007,31007,19.0
31073,31075,
31073,31073,
31073,31073,12.0
31024,31016,
31024,31024,88.0
31024,31024,
31016,31016,44.0
31016,31016,166.0
31016,31097,
31042,31042,13.0
31042,31042,20.0
31042,31045,
31061,31061,9.0
31006,31001,
31006,31006,
31006,31007,
31006,31009,14.0
31089,31089,5.0
31089,31086,7.0
31007,31016,
31007,31007,
31007,42011,
31007,31007,7.0
31007,31007,
31007,31007,
31007,35141,8.0
31010,31012,
31010,31009,21.0
31096,31016,
31096,31096,6.0
31012,31012,50.0
31012,31007,
31012,31009,34.0
31001,31001,207.0
31001,31009,25.0
31073,31073,16.0
31101,31101,6.0
31089,31016,8.0
31089,31028,
31089,31089,20.0
31089,31089,6.0
31089,31086,
31089,31088,
31089,31093,
31001,31001,
31001,31009,
31072,31072,16.0
31070,22004,
31070,31016,
31070,31072,11.0
31070,33005,
31001,31001,
31001,31001,8.0
31001,31009,23.0
31061,31061,12.0
31073,31075,
31073,31073,5.0
31073,31073,
31073,31073,15.0
31073,31074,
31073,52014,
31089,31028,
31089,31089,
31089,31089,
31089,31004,6.0
31089,31030,
31089,31089,91.0
31089,35011,
31102,31016,
31102,31102,
31042,31042,20.0
31042,31042,22.0
31042,31059,
31013,31013,
31027,31013,6.0
31027,31016,18.0
31027,31027,378.0
31027,31026,
31027,31027,
31027,31027,
31091,31091,10.0
31091,31009,23.0
31024,31024,7.0
31073,31073,24.0
31073,31073,43.0
31073,31075,
31073,52015,
31036,31036,
31051,31051,30.0
31051,31052,
31051,31084,
31093,31093,64.0
31093,31093,
31093,31009,7.0
31059,31016,
31059,31059,
31067,31016,
31067,31067,46.0
31067,31067,
31067,31099,
31013,31013,49.0
31013,31016,
31013,31013,
31013,31045,
31042,31042,315.0
31042,31042,
31042,31097,
31034,31016,13.0
31034,31034,443.0
31034,31037,
31034,31016,
31026,31016,14.0
31026,31026,
31026,31026,
31007,31007,
31007,31007,7.0
31066,31016,
31066,31066,5.0
31066,31099,
31020,31016,
31020,31020,
31010,31016,
31010,31009,
31010,35072,
31088,31086,
31088,31088,
31008,31008,89.0
31008,31007,
31008,31008,
31008,31009,19.0
31086,31030,11.0
31086,31016,
31086,31028,
31086,31086,
31086,31028,
31082,31082,57.0
31082,31057,
31082,31057,
31082,31074,
31082,31072,22.0
31092,31092,6.0
31092,31092,
31092,31001,
31092,31009,79.0
31088,31030,
31088,31016,10.0
31088,31028,6.0
31088,31089,
31088,31086,
31088,31088,17.0
31071,31072,16.0
31071,50014,
31004,31004,
31001,31001,
31008,31008,14.0
31008,31009,8.0
31075,31075,
31091,31091,89.0
31091,31009,66.0
31015,31013,
31015,31016,
31044,31016,
31044,31044,301.0
31044,31044,5.0
31044,31048,
31044,33006,8.0
31044,33005,
31021,31016,
31021,31021,41.0
31079,31013,
31067,31067,
31067,31099,
31052,31016,
31052,31052,5.0
31008,31008,6.0
31008,31008,
31008,31008,
31008,31007,
31008,31009,17.0
31024,31024,22.0
31038,31036,
31073,31073,22.0
31073,31075,
31097,31097,5.0
31059,31016,
31059,31034,
31059,31059,
31059,31059,
31059,32004,
31027,31016,
31027,31027,
31027,31026,
31027,31027,74.0
31027,31027,7.0
31058,31016,
31058,31100,
31058,31072,
31058,31058,
31058,53001,
31097,31097,
31013,31013,10.0
31091,31091,8.0
31091,31009,7.0
31091,31072,
31084,31050,
31084,31084,45.0
31086,31030,
31086,31016,
31086,31028,
31086,31086,274.0
31086,31086,
31048,31016,
31048,31048,12.0
31048,31048,7.0
31026,31016,
31026,31026,
31026,31026,13.0
31071,31072,
31065,31016,
31065,31065,34.0
31001,31009,21.0
31003,31003,
31072,31072,143.0
31072,31072,62.0
31072,51014,
31059,31059,
31095,31016,9.0
31095,31026,
31095,31095,
31032,31030,
31032,31016,
31032,31028,
31032,31028,
31032,31032,
31008,31008,
31008,31009,28.0
31007,31007,
31007,31007,9.0
31053,31016,
31025,31016,7.0
31025,31025,
31025,31025,
31007,31007,25.0
31078,31013,62.0
31078,31016,8.0
31078,31078,
31026,31026,5.0
31072,31072,
31072,31072,11.0
31079,31013,45.0
31079,31015,
31079,31016,
31079,31079,17.0
31079,31097,
31079,31078,
31079,35016,
31040,31016,12.0
31040,31040,171.0
31040,31040,
31003,31003,
31018,29015,
31018,29028,
31018,31016,103.0
31018,31017,18.0
31018,31027,
31018,31040,
31018,31018,85.0
31018,31018,
31018,31059,
31018,31037,
31018,31025,
31018,31024,
31018,31007,
31018,33005,
31018,35072,
31018,35011,
31018,35016,
31018,41002,
31011,31011,21.0
31050,31050,137.0
31050,31084,
31050,31084,6.0
31024,31016,
31024,31024,
31024,31024,
31012,31011,8.0
31019,31016,5.0
31019,31019,21.0
31036,31036,5.0
31074,31074,6.0
31074,31074,19.0
31074,31072,
31074,31075,
31035,31016,
31035,31034,
31035,31035,186.0
31035,31037,21.0
31035,31023,
31035,32002,
31035,35016,
31064,31064,12.0
31064,31098,
31097,31097,
31015,31013,
31030,31052,6.0
31030,31028,9.0
31030,31088,
31007,31007,
31030,31016,
31030,31030,
31035,31035,
31035,31037,
31026,31026,9.0
31062,31062,13.0
31089,31016,
31089,31089,
31089,31089,
31089,31089,
31089,31032,
31051,31051,
31051,31051,12.0
31051,31084,
31079,31013,
31008,31008,9.0
31008,31009,20.0
31017,31016,6.0
31057,31057,6.0
31057,31072,
31057,35016,
31008,31008,8.0
31008,31008,23.0
31008,31009,43.0
31040,31040,
31040,31036,
31040,31040,5.0
31085,31098,9.0
31085,31085,10.0
31019,24007,
31019,31016,17.0
31019,31019,176.0
31019,31024,
31026,31016,
31026,31026,23.0
31003,24007,
31003,31003,
31003,31003,
31003,31009,
31091,31091,12.0
31091,31091,
31091,31009,26.0
31072,31072,22.0
31047,31097,
31078,31013,
31078,31016,
31078,31078,19.0
31013,31013,
31026,31016,20.0
31026,31026,274.0
31060,31060,
31035,31037,
31048,31048,14.0
31042,31042,72.0
31042,31097,
31042,31045,
31038,31036,
31036,31036,
31036,31020,15.0
31086,31075,
31086,31030,
31086,31013,
31086,31016,11.0
31086,31028,
31086,31086,
31086,31086,
31086,31086,11.0
31086,31097,
31086,33002,
31086,33005,
31068,29028,
31068,31068,
31001,31009,18.0
31068,31094,
31068,31028,
31068,31068,
31058,31016,
31058,31058,
31037,31037,14.0
31037,31036,10.0
31020,31016,
31020,31021,
31060,31023,
31008,31008,7.0
31008,31008,
31044,31044,10.0
31044,31044,
31044,35103,
31015,31013,23.0
31015,31015,
31015,31016,
31020,31016,5.0
31020,31020,
31020,31020,6.0
31028,31030,5.0
31028,31016,
31028,31028,20.0
31028,31028,8.0
31028,31028,
31028,31032,
31028,31088,
31028,31075,
31048,31048,23.0
31093,31093,
31093,31093,
31074,31074,
31074,31074,
31059,31059,12.0
31012,31009,17.0
31012,31011,41.0
31036,31034,
31036,31036,8.0
31036,31037,
31036,31036,
31083,31016,
31083,31083,32.0
31034,31034,20.0
31078,31013,
31078,31016,
31078,31078,66.0
31048,31016,
31048,31048,174.0
31017,31016,82.0
31017,31017,
31017,31018,
31017,31072,
31017,52001,
31042,31042,44.0
31042,31042,136.0
31042,31045,
31042,33005,
31052,31052,
31052,31052,
31052,31084,
31007,31007,15.0
31007,31007,6.0
31007,31007,9.0
31041,31041,
31028,31028,
31028,31028,
31028,31028,
31074,31075,5.0
31074,31074,
31074,31074,5.0
31074,31075,
31045,31045,111.0
31045,31045,11.0
31097,31041,
31097,31097,
31007,31007,
31007,31007,
31007,31009,5.0
31007,35072,
31007,35041,
31007,35173,
31001,31001,
31042,31042,27.0
31026,31016,
31026,31026,17.0
31026,31016,
31026,31026,9.0
31094,31016,6.0
31094,31094,
31019,31016,
31019,31019,9.0
31036,31036,
31036,31036,7.0
31021,31016,18.0
31021,31018,
31021,31035,
31021,31021,
31021,31021,
31042,31016,
31042,31042,29.0
31042,31045,
31017,31016,11.0
31030,31030,
31030,31016,
31030,31017,5.0
31030,31028,
31030,31089,
31030,31030,38.0
31030,31086,
31030,31088,
31030,35132,5.0
31030,52018,
31058,31072,
31058,31058,
31058,52001,
31058,53001,
31092,31009,28.0
31024,31016,
31024,31024,
31064,31064,15.0
31064,31016,
31083,31083,8.0
31051,31027,
31051,31050,
31051,31051,182.0
31051,31052,
31051,31084,
31099,31099,5.0
31099,33004,
31096,31016,
31096,31096,6.0
31096,31099,
31036,31016,
31036,31036,
31036,31040,
31102,31102,
31071,31071,
31071,31072,47.0
31062,31062,
31098,31098,28.0
31071,31016,
31071,31071,21.0
31071,31072,23.0
31024,31016,
31024,31024,5.0
31036,31036,8.0
31052,31052,6.0
31084,31084,17.0
31040,31040,
31097,31097,10.0
31003,31003,8.0
31003,31003,
31003,31007,
31003,31009,16.0
31036,31036,6.0
31036,31020,
31026,31016,7.0
31026,31026,7.0
31036,31016,14.0
31036,31037,
31036,31036,572.0
31036,31037,
31036,33009,
31036,35016,
31051,31016,
31051,31051,
31051,31051,81.0
31051,31084,6.0
31051,31098,6.0
31074,31074,
31020,31016,5.0
31020,31079,
31020,31026,
31020,31020,19.0
31020,31020,20.0
31093,31093,
31093,31093,
31093,31093,
31093,31009,10.0
31060,31016,
31060,31034,
31060,31060,
31083,31083,12.0
31083,31084,
31083,31061,
31002,31001,6.0
31002,31002,
31002,31009,33.0
31048,31016,
31048,31048,15.0
31047,31047,
31047,31097,
31057,31074,
31057,31072,8.0
31057,31057,
31002,31001,7.0
31002,31002,43.0
31002,31009,83.0
31002,35072,
31048,31007,
31048,31048,20.0
31057,31074,
31057,31057,
31048,31048,
31048,31048,
31073,31073,6.0
31007,31007,16.0
31037,31016,
31037,31037,37.0
31037,31036,
31013,31013,8.0
31013,31013,15.0
31070,31070,8.0
31070,31070,
31070,31072,20.0
31055,31050,
31055,31055,
31101,31101,8.0
31101,31084,
31091,31091,10.0
31091,31009,13.0
31091,31072,
31091,35081,
31018,31016,94.0
31018,31017,
31018,31028,
31018,31018,
31018,31018,206.0
31006,31006,
31006,31009,
31015,31015,
31100,31100,6.0
31017,31016,42.0
31017,31017,
31032,31030,
31032,31016,
31032,31028,
31032,31027,
31032,31086,
31032,31032,
31030,31087,
31030,31030,
31030,31028,
31030,31030,5.0
31030,31030,12.0
31030,31028,
31004,31016,
31004,31004,
31011,31009,7.0
31011,31011,40.0
31011,52016,
31034,31016,
31034,31034,30.0
31007,31007,19.0
31007,31007,
31007,31007,
31007,31009,18.0
31085,31085,18.0
31075,31075,7.0
31075,31075,
31034,31016,
31034,31034,90.0
31034,31035,
31034,31034,
31034,31037,
31024,31016,
31024,31026,
31024,31024,8.0
31019,31019,15.0
31037,31016,
31037,31037,92.0
31059,31016,10.0
31059,31034,
31059,31059,38.0
31037,31016,18.0
31037,31083,
31037,31034,
31037,31034,
31037,31035,
31037,31037,1712.0
31037,32001,
31037,32002,
31037,33005,
31037,33004,
31037,51002,
31073,31073,
31073,31073,27.0
31073,31075,
31007,31007,12.0
31007,31009,15.0
31074,31075,
31074,31074,9.0
31074,31075,
31021,31013,
31021,31016,34.0
31021,31027,
31021,31021,505.0
31021,31007,
31038,31036,
31038,31024,
31022,31016,10.0
31022,31022,145.0
31084,31084,30.0
31053,31016,
31053,31053,9.0
31031,31016,
31031,31028,
31031,31031,
31031,31088,6.0
31067,31016,
31067,31067,
31067,31067,
31003,31003,45.0
31003,31003,22.0
31003,31003,22.0
31003,31007,
31003,31009,24.0
31003,33004,
31003,35012,
31003,35016,
31026,31016,9.0
31026,31027,
31026,31026,
31026,31026,222.0
31026,31084,
31044,31044,6.0
31096,31027,
31096,31096,56.0
31096,31099,
31021,31021,7.0
31009,31009,14.0
31008,31008,
31008,31016,
31008,31007,
31008,31008,17.0
31008,31009,9.0
31008,35016,
31008,31008,
31008,31007,
31008,31008,9.0
31036,31016,
31036,31036,
31036,31036,
31065,31016,
31065,31065,
31071,31072,17.0
31086,31016,7.0
31086,31028,13.0
31086,31089,
31086,31086,
31086,31086,154.0
31086,31032,
31007,31007,
31031,31016,
31031,31086,
31031,31031,
31031,31028,
31092,31092,
31092,31009,49.0
31092,35081,
31092,35011,
31031,31087,
31031,31016,14.0
31031,31028,14.0
31031,31089,
31031,31086,
31031,31086,
31031,31031,13.0
31031,31028,
31031,31032,7.0
31031,31088,7.0
31079,31013,
31079,31079,
31079,31078,
31065,31064,
31065,31065,
31040,31040,
31040,31016,
31040,31040,13.0
31040,32001,
31073,24007,
31073,31073,
31073,31073,960.0
31073,52001,
31004,31009,
31071,31071,45.0
31071,31072,52.0
31016,31016,9.0
31016,31016,23.0
31016,31025,5.0
31016,31016,6.0
31094,31094,
31094,31094,
31094,31094,
31009,31002,
31009,31009,
31007,31007,
31007,31006,
31007,31007,
31007,31009,30.0
31007,35141,
31035,31035,
31035,31037,13.0
31052,31016,
31052,31053,
31052,31052,38.0
31052,31052,11.0
31052,31076,
31052,31084,
31052,35073,
31036,31036,8.0
31052,31051,
31052,31052,568.0
31052,31084,
31053,31027,
31053,31084,
31053,31075,
31087,31028,
31101,31016,
31101,31101,14.0
31101,31084,
31078,31013,17.0
31078,31016,
31078,31078,9.0
31064,31064,25.0
31064,31016,9.0
31060,31016,
31060,31034,
31060,31060,
31050,31050,6.0
31050,31055,
31024,31016,
31024,31024,8.0
31094,31016,
31094,31094,97.0
31008,31008,
31008,31008,
31008,31009,
31008,35011,
31094,31016,20.0
31094,31094,
31094,31094,89.0
31037,31037,11.0
31023,31016,25.0
31023,31017,7.0
31023,31037,
31023,31021,
31023,31023,90.0
31023,31021,
31023,35012,
31077,31016,
31077,31021,
31077,31072,6.0
31077,31057,
31083,31016,
31083,31083,16.0
31083,31019,
31083,31084,
31027,31016,
31027,31027,
31027,31027,
31027,31027,23.0
31102,31016,6.0
31051,31051,5.0
31051,31098,18.0
31051,31064,
31016,31016,
31016,31016,13.0
31017,31016,22.0
31017,31027,
31017,31018,
31097,21016,36.0
31097,25016,
31097,31013,5.0
31097,31016,14.0
31097,31097,2336.0
31097,31044,
31097,31045,
31097,31061,
31097,33001,
31097,33006,5.0
31097,33009,36.0
31097,33005,5.0
31097,35011,
31084,31016,
31084,31084,14.0
31002,31001,6.0
31002,31002,
31002,31001,
31002,31009,6.0
31002,35143,
31076,31052,
31076,31052,
31076,31076,12.0
31099,31099,
31099,31099,
31099,31099,9.0
31099,31099,
31057,31082,
31057,31072,6.0
31057,31057,5.0
31087,31030,
31087,31016,
31087,31028,12.0
31087,31087,
31087,31028,12.0
31087,31032,
31087,31088,
31050,31050,10.0
31050,32004,
31015,31013,12.0
31015,31016,
31015,31078,9.0
31015,31015,
31057,31057,22.0
31057,31057,
31057,31072,9.0
31077,31074,
31077,31072,
31025,31016,53.0
31025,31025,278.0
31059,31016,
31059,31059,5.0
31059,31059,
31059,32002,
31008,31016,
31008,31007,
31008,31008,
31008,31008,16.0
31008,31009,9.0
31008,33005,
31008,35011,
31079,31013,
31079,31016,
31044,31044,
31044,31045,
31055,31016,
31055,31084,
31055,31055,
31004,31016,
31004,31089,
31004,31004,6.0
31004,31009,88.0
31004,33001,
31032,31028,
31032,31086,
31032,31032,
31027,31027,28.0
31044,31016,
31044,31097,
31044,31044,188.0
31044,31045,
31044,31048,
31090,31090,
31090,31097,
31090,31097,17.0
31090,31048,
31090,33005,
31101,31101,7.0
31101,31084,9.0
31101,31084,
31059,31016,
31059,31042,
31059,31059,
31059,31059,
31101,31101,26.0
31004,31004,
31028,31016,
31028,31028,5.0
31028,31028,153.0
31062,31066,
31001,26010,
31001,31001,
31001,31001,21.0
31001,31007,
31001,31009,32.0
31015,31013,23.0
31015,31015,6.0
31099,31027,
31099,31099,35.0
31099,31032,
31099,31099,
31052,31052,25.0
31052,31084,
31076,31016,
31076,31052,
31076,31076,143.0
31059,31016,14.0
31059,31042,
31059,31035,
31059,31059,7.0
31059,31059,
31059,31059,48.0
31059,31045,
31059,31013,
31059,31016,
31059,31059,174.0
31038,31040,
31038,31036,
31038,31038,67.0
31038,32002,
31024,31016,
31024,31028,
31024,31024,
31024,31024,
31047,31097,9.0
31047,33009,36.0
31003,31003,
31003,31003,
31022,31016,7.0
31022,31022,48.0
31022,31022,
31022,31024,
31036,31036,
31017,31016,10.0
31017,31017,
31017,31017,7.0
31017,43010,
31047,31097,
31035,31035,
31035,31037,
31003,31003,
31028,31016,7.0
31028,31028,18.0
31028,31027,
31028,31088,
31059,31042,
31059,31059,23.0
31059,31093,
31094,29028,
31094,31094,
31020,31020,
31020,31020,
31017,31016,24.0
31017,31017,
31017,31037,
31017,52011,
31097,31097,57.0
31052,31052,
31052,31052,
31052,31084,
31059,31016,
31059,31042,
31059,31059,
31059,31059,5.0
31059,31059,11.0
31052,31052,
31052,31052,
31052,31084,
31025,31016,42.0
31025,31076,
31025,31025,
31025,31025,
31025,31024,
31082,31074,
31082,31082,
31030,31030,
31030,31030,
31065,31016,
31065,31065,38.0
31038,31016,6.0
31038,31036,
31038,31038,
31048,31048,24.0
31048,31048,
31037,31037,20.0
31027,31016,12.0
31027,31027,10.0
31027,31026,
31027,31027,377.0
31027,31084,
31027,31027,9.0
31008,31008,
31008,31009,6.0
31084,31084,40.0
31084,31084,
31045,31045,58.0
31045,31045,38.0
31045,31045,8.0
31076,31076,13.0
31076,31084,
31016,31016,16.0
31016,31016,10.0
31028,31016,
31028,31028,13.0
31028,31086,
31028,31028,
31028,31028,7.0
31028,31032,
31019,31019,
31012,31012,
31012,31007,
31012,31011,15.0
31076,31052,
31076,31076,12.0
31075,31075,16.0
31075,31073,13.0
31075,31075,
31052,31016,
31052,31052,
31052,31027,
31052,31052,73.0
31052,31084,
31002,31001,34.0
31002,31002,
31002,31009,20.0
31074,31075,
31074,31073,
31074,31074,151.0
31074,31074,58.0
31074,31072,
31074,31075,
31065,31094,
31009,31009,67.0
31009,31009,46.0
31009,41017,
31084,25001,
31084,31016,23.0
31084,31083,
31084,31050,
31084,31019,
31084,31051,
31084,31052,
31084,31084,
31084,31084,2926.0
31084,31098,
31084,31072,
31084,33005,
31084,35011,
31084,35011,
31084,51013,
31084,53001,
31007,31007,5.0
31007,31007,
31007,31009,41.0
31007,35011,
31007,35141,
31085,31085,6.0
31024,31024,
31024,31016,
31024,31024,100.0
31019,31019,
31021,31016,
31021,31021,5.0
31007,31007,5.0
31007,35011,
31045,31042,
31045,31045,
31045,31045,1014.0
31045,33005,
31045,33004,
31059,31016,
31059,31059,12.0
31059,31059,11.0
31059,41017,
31002,31001,12.0
31002,31002,
31002,31009,32.0
31002,35016,6.0
31036,31036,
31066,31016,25.0
31066,31066,100.0
31066,32003,
31037,31037,24.0
31058,31016,
31058,53001,
31007,31007,
31007,31007,14.0
31015,31013,
31015,31015,6.0
31015,31097,
31004,31016,
31004,31004,
31004,31004,
31004,31009,25.0
31085,31085,17.0
31085,31085,
31038,31038,
31023,31013,
31023,31016,14.0
31023,31023,
31023,31023,
31016,31016,51.0
31016,31016,7.0
31096,31016,
31096,31096,
31075,31075,11.0
31075,31016,
31075,31073,
31075,31075,7.0
31075,31072,
31075,31075,
31075,35011,
31052,31052,55.0
31052,31072,
31092,31001,12.0
31092,31009,18.0
31032,15003,
31032,29015,
31032,31030,
31032,31016,5.0
31032,31028,35.0
31032,31089,
31032,31027,
31032,31086,
31032,31023,
31032,31028,
31032,31032,64.0
31032,31088,
31032,31088,8.0
31032,31007,
31032,31027,
31099,31016,9.0
31099,31099,124.0
31099,31007,
31099,31099,
31099,33006,
31099,35015,
31099,31026,
31099,31099,9.0
31098,31098,38.0
31098,31085,
31090,31097,
31083,31016,
31083,31083,17.0
31083,31084,
31008,31008,
31008,31008,
31088,31030,
31088,31016,6.0
31088,31089,
31088,31088,5.0
31088,31088,
31088,35141,5.0
31088,35062,9.0
31060,31034,
31060,31060,5.0
31042,31042,44.0
31078,31013,21.0
31078,31016,
31078,31078,133.0
31007,31007,19.0
31007,31007,7.0
31007,31007,10.0
31007,31009,69.0
31022,26010,
31022,31013,
31022,31016,13.0
31022,31034,
31022,31022,
31022,31022,
31022,31022,150.0
31099,31016,
31099,31099,8.0
31098,31098,24.0
31067,31016,
31067,31067,
31067,31067,25.0
31024,31024,
31024,31024,
31030,31087,
31030,31030,
31052,31052,
31013,31013,8.0
31044,31044,13.0
31044,31045,
31094,31094,
31094,31094,
31024,31016,
31024,31024,16.0
31024,31024,
31058,31058,19.0
31058,31074,
31058,31007,
31058,31072,29.0
31058,31075,
31032,17005,
31032,31030,5.0
31032,31016,8.0
31032,31028,39.0
31032,31089,
31032,31086,
31032,31086,
31032,31028,
31032,31032,12.0
31032,31088,
31032,31088,19.0
31032,31088,
31032,35016,
31001,31001,
31001,31001,10.0
31001,31009,31.0
31003,31003,
31003,31003,37.0
31003,31009,29.0
31024,31016,14.0
31024,31024,54.0
31021,31021,6.0
31008,31008,
31008,31008,12.0
31008,35172,
31088,31016,7.0
31088,31028,
31088,31088,45.0
31092,31092,7.0
31092,31093,
31092,31092,9.0
31092,31009,139.0
31092,35016,
31101,31101,
31101,31084,
31057,31084,
31057,31088,
31057,31057,11.0
31057,31074,13.0
31057,31072,65.0
31057,50012,
31057,50016,
31074,31016,
31074,31074,366.0
31074,31072,
31074,31075,
31045,31016,
31045,31045,23.0
31045,31045,11.0
31061,31016,
31061,31048,
31061,31061,33.0
31102,31016,
31062,31062,
31102,31016,6.0
31102,31102,27.0
31102,31020,
31068,31016,5.0
31068,31068,30.0
31042,31042,36.0
31061,31016,
31061,31061,7.0
31042,31042,18.0
31003,31003,
31003,31003,15.0
31003,31009,
31053,31101,
31053,31051,
31070,31072,17.0
31025,31016,37.0
31025,31025,45.0
31047,31047,
31047,31097,
31024,31024,
31086,31030,
31086,31016,5.0
31086,31028,
31086,31027,
31086,31086,
31086,31032,8.0
31070,31074,
31070,31072,8.0
31004,31004,
31004,31004,
31037,31036,
31037,31037,13.0
31096,31096,
31097,31097,45.0
31034,31034,38.0
31015,31013,
31015,31015,5.0
31017,31016,
31017,31078,
31093,31016,
31093,31093,
31093,31093,
31035,31016,
31035,31035,
31035,31037,11.0
31100,31101,
31100,31100,6.0
31031,31016,
31031,31031,
31031,31088,
31071,31072,14.0
31071,52001,
31079,31013,32.0
31079,31028,
31003,31003,
31003,31003,9.0
31003,31003,
31003,31003,
31003,31007,
31041,31041,13.0
31055,31016,8.0
31055,31055,80.0
31055,31075,
31048,31048,37.0
31048,31048,
31032,31030,
31032,31016,
31032,31028,5.0
31032,31027,
31032,31028,
31032,31032,
31032,31088,
31032,31032,
31093,31016,
31093,31093,22.0
31093,31093,55.0
31093,31009,16.0
31071,31072,23.0
31071,35051,
31071,50011,
31001,31001,47.0
31001,31009,
31001,35072,
31006,31006,178.0
31006,31009,87.0
31006,35072,
31006,35011,
31006,35016,
31006,35173,
31006,51013,
31059,31034,
31059,31059,
31059,31094,
31059,31040,
31059,32001,
31024,31016,11.0
31024,31024,278.0
31024,31024,
31060,31016,15.0
31060,31022,
31060,31060,48.0
31060,31061,
31055,31016,
31065,31065,
31065,31099,
31052,31016,5.0
31052,31052,9.0
31061,31016,
31061,31061,42.0
31099,31016,
31099,31026,
31099,31099,109.0
31099,31099,
31007,12003,
31007,29020,
31007,31016,13.0
31007,31001,
31007,31007,
31007,31007,660.0
31007,31009,87.0
31007,35014,
31007,35141,
31008,31008,54.0
31008,31009,22.0
31015,31013,34.0
31015,31015,
31075,31075,7.0
31075,31073,7.0
31075,31074,
31075,31072,9.0
31075,31075,
31009,31091,
31009,31009,57.0
31009,35081,
31070,31070,10.0
31070,31072,7.0
31048,31048,10.0
31048,31061,
31019,31019,
31026,31016,8.0
31026,31026,5.0
31026,31095,
31057,31074,
31057,31072,
31059,31016,
31059,31042,6.0
31059,31059,32.0
31059,33005,
31024,31016,7.0
31024,31024,8.0
31024,31024,36.0
31024,31028,
31079,31016,
31016,31016,27.0
31060,31016,7.0
31060,31034,6.0
31044,31044,13.0
31059,31016,
31059,31042,
31059,31059,
31059,31059,
31059,31059,6.0
31015,31013,10.0
31015,31078,
31015,31015,
31040,31016,
31040,31036,
31040,31040,64.0
31013,31013,12.0
31013,31016,
31058,31016,
31058,31072,7.0
31058,53001,
31052,31052,11.0
31052,31084,
31016,31016,335.0
31016,31017,
31016,31027,
31016,31018,
31016,31016,39.0
31016,31016,
31016,33006,
31016,35011,
31016,35171,
31016,52001,
31004,31016,
31004,31004,
31004,31009,
31004,35171,
31004,41015,
31016,31016,38.0
31060,31016,7.0
31060,31060,
31060,31016,
31094,31094,
31079,31013,5.0
31017,31016,
31097,31097,22.0
31082,31082,
31082,31074,
31082,31072,13.0
31085,31085,26.0
31085,31098,
31085,31085,8.0
31085,31072,
31023,31016,18.0
31023,31023,
31048,31016,
31048,31097,
31048,31048,153.0
31048,31048,5.0
31048,35011,
31090,31097,
31090,33004,
31020,31013,
31020,31016,
31020,31026,
31020,31020,
31015,31013,7.0
31015,31016,5.0
31048,31048,7.0
31074,31074,
31074,31074,14.0
31045,31045,30.0
31098,31098,24.0
31094,31094,
31094,31016,
31094,31094,10.0
31016,31016,218.0
31016,31017,
31016,31016,
31016,31016,323.0
31016,31016,
31020,31016,
31020,31020,10.0
31072,31072,80.0
31072,31072,42.0
31072,35081,21.0
31098,31098,311.0
31098,31085,
31094,29018,
31094,31094,
31094,31016,7.0
31094,31099,
31094,52001,
31021,31016,7.0
31021,31034,
31021,31022,
31021,31021,168.0
31034,31034,29.0
31090,31097,
31013,31013,5.0
31015,31013,8.0
31098,31098,14.0
31060,31016,
31036,31034,
31036,31036,5.0
31036,31020,
31055,31055,
31062,31016,
31070,31070,
31070,31072,25.0
31016,31016,62.0
31016,31034,
31016,31021,
31016,31016,
31016,31016,241.0
31016,31099,
31059,31016,6.0
31059,31042,9.0
31059,31034,
31059,31059,
31059,31059,5.0
31021,31021,12.0
31094,31016,
31102,31016,
31102,31020,
31011,31011,25.0
31044,31044,9.0
31044,31022,
31024,31016,15.0
31024,31024,
31097,31097,11.0
31013,31013,
31013,31013,
31089,31089,
31059,31016,
31059,31059,
31059,31059,5.0
31037,31016,
31037,31034,
31037,31037,185.0
31025,31016,
31025,31025,
31079,31013,
31079,31079,
31006,31006,5.0
31006,31007,
31006,31009,8.0
31034,31034,39.0
31013,31013,22.0
31013,31013,18.0
31040,31040,
31040,31040,
31040,35016,
31007,31007,5.0
31007,31007,199.0
31007,31009,
31082,31028,
31082,31082,
31073,31073,
31073,31073,31.0
31088,31016,
31088,31089,
31088,31089,5.0
31088,31088,12.0
31088,31088,5.0
31041,31041,8.0
31095,31052,
31095,31095,8.0
31094,29018,
31094,31094,
31094,31016,
31094,31094,
31094,31094,6.0
31087,31030,
31087,31028,25.0
31087,31030,6.0
31087,31088,
31087,53001,
31085,31016,
31085,31085,
31021,31021,6.0
31019,31019,12.0
31046,31097,12.0
31010,31010,
31010,31011,
31078,31013,
31078,31016,
31078,31078,11.0
31034,31016,
31034,31034,32.0
31034,31037,
31023,31016,15.0
31023,31037,
31023,31023,28.0
31038,31016,
31038,31038,
31100,31101,
31100,31084,
31100,31100,145.0
31088,31016,
31071,31072,
31045,31045,13.0
31048,31048,
31048,31048,12.0
31036,31036,
31036,31036,
31057,31072,
31086,31028,
31021,31016,8.0
31021,31021,
31012,31007,
31012,31009,37.0
31012,31011,10.0
31082,31016,
31082,31028,
31082,31057,
31082,31074,
31082,31082,38.0
31082,31072,
31082,31075,
31092,31092,
