health_region_code,lisa_local_i,lisa_p,lisa_q,lisa_significant,lisa_cluster
11001,0.2626559413567345,0.2724,0.36110029673590505,False,not_significant
11002,0.2825008825629916,0.0306,0.09595285714285713,True,high-high
11003,0.35405673414500227,0.0025,0.020707547169811318,True,high-high
11004,0.47851331129513414,0.0852,0.17980095693779902,False,not_significant
11005,1.3321187483130985,0.0849,0.17980095693779902,False,not_significant
11006,0.36137325129518205,0.0265,0.08947557251908397,True,high-high
11007,1.799956254015721,0.0365,0.1036373417721519,False,not_significant
12001,-0.13270500182722827,0.0123,0.0524242718446602,True,low-high
12002,0.7409362602020219,0.2448,0.34116571428571424,False,not_significant
12003,1.1903538492405656,0.0141,0.05678807339449541,True,high-high
13001,-0.0011534107058831908,0.455,0.4734334123222749,False,not_significant
13002,0.11838544714534467,0.2096,0.30877315436241615,False,not_significant
13003,-0.9000346496539415,0.013,0.05333644859813084,True,low-high
13004,-0.13212175786484245,0.2642,0.35643577981651375,False,not_significant
13005,-0.38483116653569566,0.2959,0.37327614942528736,False,not_significant
13006,-0.2669691817806787,0.0632,0.14836791443850267,False,not_significant
13007,0.7949830981424374,0.0903,0.18580930232558138,False,not_significant
13008,0.19675565067225248,0.1905,0.29447007042253526,False,not_significant
13009,1.477830352045897,0.0607,0.14577663043478262,False,not_significant
14001,0.2123217258584984,0.2655,0.35643577981651375,False,not_significant
14002,-0.10650610150788094,0.3447,0.4056924932975871,False,not_significant
15001,0.24389438234921781,0.156,0.26239080459770114,False,not_significant
15002,-0.010606496332407398,0.4657,0.48053536299765803,False,not_significant
15003,0.002445439931974556,0.2692,0.35920607902735563,False,not_significant
15004,0.08165624708897533,0.3577,0.41652599469496027,False,not_significant
15006,-0.22862640236751408,0.2143,0.3125504983388704,False,not_significant
15007,0.10114117245925769,0.3901,0.44170153846153853,False,not_significant
15008,0.09611755882359979,0.258,0.35229068322981366,False,not_significant
15009,-0.173362075348666,0.3721,0.42762277486910993,False,not_significant
15010,0.29463235698060736,0.1152,0.21160167364016738,False,not_significant
15011,0.11810410012184938,0.1615,0.2695526515151515,False,not_significant
15012,-0.11188868480200242,0.3505,0.4114157754010695,False,not_significant
15013,0.06601292912983354,0.3146,0.3874759103641457,False,not_significant
15014,0.14952178222788048,0.192,0.29574736842105265,False,not_significant
16001,0.04254803937258005,0.4475,0.47163549160671464,False,not_significant
16002,-0.17486726324262494,0.4367,0.4672366504854369,False,not_significant
16003,-0.228327718688122,0.2664,0.35655365853658544,False,not_significant
17001,0.0015404963849551146,0.4538,0.4734334123222749,False,not_significant
17002,0.15285568841107608,0.381,0.4367075718015666,False,not_significant
17003,0.5772938277915386,0.0729,0.1600155,False,not_significant
17004,0.4498772532824416,0.0432,0.11590670731707316,False,not_significant
17005,0.5951442315730642,0.0141,0.05678807339449541,True,high-high
17006,0.9280523005156841,0.0065,0.03566875,True,high-high
17007,1.4802133949620373,0.0224,0.07866880000000001,True,high-high
17008,1.0653255485351634,0.0823,0.17624243902439024,False,not_significant
21001,0.013208426983736496,0.4479,0.47163549160671464,False,not_significant
21002,-0.008055043745984253,0.4794,0.4876651270207852,False,not_significant
21003,0.08776906228577841,0.2898,0.36876,False,not_significant
21004,0.016984318256343545,0.414,0.45421720698254364,False,not_significant
21005,-0.02121560810859218,0.4649,0.48053536299765803,False,not_significant
21006,-0.026901582880905352,0.3685,0.42571447368421056,False,not_significant
21007,-0.07235886754867227,0.2654,0.35643577981651375,False,not_significant
21008,0.023507608672286105,0.432,0.4636870415647922,False,not_significant
21009,-0.00021446638975605855,0.4961,0.4972326484018265,False,not_significant
21010,-0.0038192017761130835,0.4992,0.4992,False,not_significant
21011,-0.3935719796401435,0.2363,0.3326269230769231,False,not_significant
21012,0.09885592845865575,0.3039,0.37793796033994337,False,not_significant
21013,-0.026419905318546686,0.448,0.47163549160671464,False,not_significant
21014,-0.022180457772611004,0.4655,0.48053536299765803,False,not_significant
21015,-0.04151830179389076,0.3912,0.44170153846153853,False,not_significant
21016,-0.835908908512015,0.1121,0.2076451476793249,False,not_significant
21017,-0.14439342006893305,0.2541,0.35078584905660376,False,not_significant
21018,-0.19522544169948908,0.2801,0.3637985207100592,False,not_significant
21019,-0.3576776292375564,0.1533,0.25884115384615386,False,not_significant
22001,-0.09856822964312946,0.3924,0.44170153846153853,False,not_significant
22002,-0.2540799012102698,0.2,0.3002580204778157,False,not_significant
22003,0.02760470134975998,0.3412,0.4056924932975871,False,not_significant
22004,0.0015640353789527178,0.4547,0.4734334123222749,False,not_significant
22005,-0.1141205301588139,0.4385,0.4672366504854369,False,not_significant
22006,0.00836732773301931,0.3562,0.41652599469496027,False,not_significant
22007,-0.014373825140266642,0.4201,0.456494801980198,False,not_significant
22008,0.1916304270458383,0.2352,0.3326269230769231,False,not_significant
22009,0.16140845110792118,0.4014,0.44724517766497457,False,not_significant
22010,-0.24125451219499705,0.1022,0.19555454545454548,False,not_significant
22011,-0.04648951314529213,0.3661,0.4240577836411609,False,not_significant
22012,0.1260681264243764,0.1078,0.20224017094017097,False,not_significant
23001,0.06339138265017302,0.3289,0.3988593922651934,False,not_significant
23011,-0.10117495527471725,0.176,0.28262627737226276,False,not_significant
23023,-0.13140878789109237,0.1096,0.20387457627118646,False,not_significant
23024,0.09967238282453589,0.325,0.3952216066481995,False,not_significant
23025,0.09435108809626741,0.3423,0.4056924932975871,False,not_significant
24001,0.43477698863297076,0.0431,0.11590670731707316,False,not_significant
24002,-0.00469524466939118,0.4888,0.4932947126436782,False,not_significant
24003,0.11643955697487511,0.2761,0.36110029673590505,False,not_significant
24004,-0.05834008890120313,0.1654,0.2709350746268656,False,not_significant
24005,0.2286560440636592,0.1896,0.29447007042253526,False,not_significant
24006,-0.012946446698688784,0.2118,0.31022666666666665,False,not_significant
24007,0.12102181447307768,0.1872,0.2924583629893239,False,not_significant
24008,-0.038949188734722306,0.4474,0.47163549160671464,False,not_significant
25001,0.5463099730812316,0.005,0.030068493150684928,True,low-low
25002,0.5015285315400682,0.1815,0.2882819494584838,False,not_significant
25003,-0.5913354915720607,0.1219,0.21807235772357725,False,not_significant
25004,-0.07558841752514525,0.3186,0.39068547486033517,False,not_significant
25005,0.9056047312064243,0.0122,0.0524242718446602,True,low-low
25006,0.28625334693204885,0.0906,0.18580930232558138,False,not_significant
25007,0.04077476849142651,0.0285,0.09267777777777778,True,low-low
25008,0.1093182266574627,0.204,0.30255405405405406,False,not_significant
25009,0.3862768530837159,0.2013,0.30058061224489796,False,not_significant
25010,0.6411812729448465,0.1345,0.236182,False,not_significant
25011,0.2902096415528331,0.1093,0.20387457627118646,False,not_significant
25012,0.579356105210107,0.0975,0.1916705357142857,False,not_significant
25013,0.48177729794801116,0.1826,0.2883503597122302,False,not_significant
25014,0.8104353579336321,0.0775,0.1675985221674877,False,not_significant
25015,0.6768698751036023,0.0081,0.04233214285714285,True,low-low
25016,0.03606762355284745,0.1167,0.21257800829875517,False,not_significant
26001,0.943885325330155,0.0701,0.15621269035532995,False,not_significant
26002,1.216779639307612,0.0033,0.024554237288135595,True,low-low
26003,1.547453465403292,0.0005,0.010452380952380953,True,low-low
26004,2.071786191352554,0.0014,0.014293023255813954,True,low-low
26005,1.2321690412666868,0.0258,0.08848062015503876,True,low-low
26006,1.1612348059436257,0.0111,0.05023608247422681,True,low-low
26007,0.3681498661227182,0.2312,0.32846860841423947,False,not_significant
26008,2.107470194689336,0.0008,0.012542857142857142,True,low-low
26009,0.09037509046569234,0.0957,0.19129276018099547,False,not_significant
26010,1.3964900505652473,0.004,0.027873015873015872,True,low-low
26011,0.11318646800440454,0.4267,0.45912083333333337,False,not_significant
26012,0.09358431470766566,0.1755,0.28262627737226276,False,not_significant
27001,0.1514028093926677,0.0015,0.014633333333333333,True,low-low
27002,1.2313718540033014,0.0295,0.09452919708029198,True,low-low
27003,2.045919910095613,0.0026,0.020752727272727273,True,low-low
27004,1.505996589174689,0.0117,0.05188181818181818,True,low-low
27005,0.8014117281753752,0.1221,0.21807235772357725,False,not_significant
27006,1.0653243030857458,0.0445,0.1183969696969697,False,not_significant
27007,0.05355992949050196,0.0692,0.15621269035532995,False,not_significant
27008,-0.21144502910427637,0.0113,0.050619387755102045,True,high-low
27009,0.025393343635872964,0.033,0.1013076923076923,False,not_significant
27010,1.0045438307772045,0.0713,0.15808434343434344,False,not_significant
28001,1.1237515734461991,0.0373,0.1036373417721519,False,not_significant
28002,2.0468053249957596,0.0226,0.07874126984126985,True,low-low
28003,0.06673304798324212,0.0724,0.15971658291457289,False,not_significant
28004,1.1639007277860447,0.0158,0.06084385964912281,True,low-low
28005,-0.07571971280277637,0.0867,0.18124428571428572,False,not_significant
28006,0.24221036348697184,0.1022,0.19555454545454548,False,not_significant
28007,0.4531256344541127,0.2403,0.3370341853035144,False,not_significant
29001,0.9916298155813568,0.0021,0.018076470588235295,True,low-low
29002,-0.040321175813440545,0.26,0.35337461300309597,False,not_significant
29003,0.4338415938476848,0.0696,0.15621269035532995,False,not_significant
29004,0.4852825156986339,0.163,0.2700264150943396,False,not_significant
29005,1.3327220440111112,0.0603,0.14577663043478262,False,not_significant
29006,1.2279430072109812,0.0092,0.045895454545454545,True,low-low
29007,0.28262311096886084,0.1643,0.2701411985018727,False,not_significant
29008,0.41352295840983744,0.102,0.19555454545454548,False,not_significant
29009,1.257282183692529,0.0051,0.030255405405405406,True,low-low
29010,0.293013397282327,0.1972,0.29851999999999995,False,not_significant
29011,0.14716877955169955,0.019,0.06836885245901639,True,low-low
29012,1.4021825639470034,0.0348,0.10253154362416106,False,not_significant
29013,1.7590847141045274,0.0044,0.028630434782608693,True,low-low
29014,0.7017375145401954,0.0487,0.1272577380952381,False,not_significant
29015,0.31326589935608573,0.0098,0.04727692307692308,True,low-low
29016,-0.2469264247111557,0.0339,0.10193219178082191,False,not_significant
