health_region_code,lisa_local_i,lisa_p,lisa_q,lisa_significant,lisa_cluster
11001,0.07547233475415421,0.4325,0.46196472019464724,False,not_significant
11002,-0.11252677800244403,0.0405,0.1177450331125828,False,not_significant
11003,0.2619800426909442,0.0095,0.04582967032967033,True,high-high
11004,0.09010825514682638,0.1082,0.2176958904109589,False,not_significant
11005,0.8665771095701296,0.166,0.27396240601503763,False,not_significant
11006,0.07608563766563685,0.0463,0.1273907975460123,False,not_significant
11007,1.279966908329611,0.095,0.2024514563106796,False,not_significant
12001,-0.1213891916766812,0.0237,0.08390564516129032,True,low-high
12002,0.32292637529373397,0.3712,0.4232644155844156,False,not_significant
12003,1.0435604063405728,0.0157,0.06441401869158878,True,high-high
13001,0.005002627670128796,0.4077,0.44857218045112784,False,not_significant
13002,0.1535670681643013,0.1834,0.29491794871794874,False,not_significant
13003,-0.8508447910043954,0.0268,0.0912031007751938,True,low-high
13004,-0.11371025772480374,0.2952,0.3821882352941176,False,not_significant
13005,-0.44321688809010945,0.2555,0.3516128526645768,False,not_significant
13006,-0.19069686361035046,0.1274,0.23401087866108788,False,not_significant
13007,0.7427278641257892,0.0994,0.20743270142180092,False,not_significant
13008,0.17439199866777141,0.2075,0.31739547038327526,False,not_significant
13009,1.3740456674503663,0.0666,0.16612159090909093,False,not_significant
14001,0.45437659596962743,0.2456,0.3455717948717949,False,not_significant
14002,-0.0453686578359954,0.4318,0.46196472019464724,False,not_significant
15001,0.15129144067783318,0.2469,0.34629105431309903,False,not_significant
15002,-0.015379430954056358,0.4428,0.46616115107913675,False,not_significant
15003,0.01571448758183027,0.1503,0.2562810810810811,False,not_significant
15004,0.08688250575641428,0.338,0.4065260273972603,False,not_significant
15006,-0.19792723872462079,0.2113,0.31986448275862067,False,not_significant
15007,0.11138663171771108,0.3772,0.4262475578406169,False,not_significant
15008,0.10695035993333764,0.2387,0.3413332247557003,False,not_significant
15009,-0.1697940928648547,0.3723,0.42341891191709846,False,not_significant
15010,0.24461621871758643,0.1409,0.24632777777777776,False,not_significant
15011,0.11709838162312398,0.1552,0.26204923076923076,False,not_significant
15012,-0.09892464000214851,0.3701,0.4231091145833333,False,not_significant
15013,0.06986842971982742,0.2972,0.3826123167155425,False,not_significant
15014,0.1523777830053217,0.1937,0.3015400709219858,False,not_significant
16001,0.03876870574732083,0.4428,0.46616115107913675,False,not_significant
