health_region_code,need_score,capacity_score,mismatch_score
11001,0.5799086757990868,0.2450532724505326,0.3348554033485542
11002,0.4931506849315068,0.4923896499238965,0.0007610350076103223
11003,0.4577625570776256,0.4330289193302892,0.02473363774733639
11004,0.4851598173515982,0.4512937595129376,0.03386605783866059
11005,0.7294520547945205,0.2427701674277017,0.4866818873668188
11006,0.7111872146118722,0.6164383561643836,0.0947488584474886
11007,0.5616438356164383,0.1073059360730593,0.454337899543379
12001,0.23744292237442918,0.3470319634703196,-0.10958904109589043
12002,0.8424657534246576,0.3515981735159817,0.49086757990867586
12003,0.4657534246575342,0.3006088280060883,0.16514459665144593
13001,0.13242009132420088,0.1491628614916286,-0.01674277016742773
13002,0.11643835616438356,0.2100456621004566,-0.09360730593607305
13003,0.13356164383561642,0.4041095890410959,-0.2705479452054795
13004,0.038812785388127824,0.1308980213089802,-0.09208523592085238
13005,0.6187214611872146,0.1796042617960426,0.439117199391172
13006,0.2557077625570776,0.1803652968036529,0.07534246575342471
13007,0.5068493150684932,0.2115677321156773,0.29528158295281587
13008,0.2591324200913242,0.1210045662100456,0.1381278538812786
13009,0.4874429223744292,0.1126331811263318,0.3748097412480974
14001,0.3299086757990868,0.5380517503805176,-0.20814307458143078
14002,0.3926940639269406,0.302130898021309,0.09056316590563163
15001,0.3344748858447488,0.3378995433789954,-0.003424657534246589
15002,0.13812785388127855,0.1681887366818873,-0.030060882800608757
15003,0.3276255707762557,0.2945205479452055,0.03310502283105021
15004,0.16324200913242004,0.271689497716895,-0.10844748858447495
15006,0.30136986301369867,0.1765601217656012,0.12480974124809746
15007,0.2134703196347032,0.3028919330289193,-0.08942161339421612
15008,0.17922374429223742,0.2602739726027397,-0.08105022831050229
15009,0.3812785388127854,0.515220700152207,-0.1339421613394216
15010,0.2762557077625571,0.1613394216133942,0.11491628614916288
15011,0.10502283105022828,0.1933028919330288,-0.08828006088280052
15012,0.15410958904109584,0.3226788432267884,-0.16856925418569257
15013,0.059360730593607275,0.1103500761035007,-0.050989345509893425
