health_region_code,band,person_years,deaths
24001,11,60162,1
24001,12,48166,3
24001,13,34796,4
24001,14,27902,1
24001,15,21762,4
24001,16,26947,0
24002,0,83898,0
24002,1,93688,0
24002,2,96572,1
24002,3,101781,13
24002,4,107005,13
24002,5,110235,12
24002,6,114115,17
24002,7,118088,19
24002,8,112924,9
24002,9,96488,12
24002,10,87886,9
24002,11,82290,7
24002,12,66425,7
24002,13,46644,7
24002,14,34464,4
24002,15,25000,4
24002,16,30222,2
24003,0,72748,0
24003,1,77947,0
24003,2,81741,1
24003,3,86829,4
24003,4,86247,7
24003,5,83416,8
24003,6,81731,4
24003,7,83007,8
24003,8,76809,7
24003,9,66311,4
24003,10,58087,4
24003,11,52738,6
24003,12,42861,1
24003,13,30864,2
24003,14,24788,2
24003,15,19232,2
24003,16,22856,1
24004,0,51505,0
24004,1,56621,0
24004,2,60432,2
24004,3,64102,5
24004,4,65814,7
24004,5,66774,9
24004,6,69077,6
24004,7,74458,12
24004,8,72002,7
24004,9,62405,17
24004,10,56965,7
24004,11,56499,16
24004,12,47059,8
24004,13,35597,12
24004,14,28999,6
24004,15,22070,5
24004,16,28501,3
24005,0,36856,0
24005,1,39868,0
24005,2,42136,1
24005,3,44712,0
24005,4,44834,7
24005,5,44954,7
24005,6,44658,2
24005,7,44348,4
24005,8,40754,1
24005,9,36033,0
24005,10,32497,2
24005,11,30748,4
24005,12,25973,3
24005,13,19400,4
24005,14,16120,2
24005,15,12998,1
24005,16,16948,1
24006,0,43177,0
24006,1,46729,0
24006,2,51705,1
24006,3,56534,4
24006,4,55733,8
24006,5,54741,13
24006,6,54964,6
24006,7,58351,3
24006,8,56560,4
24006,9,49414,8
24006,10,45126,8
24006,11,44150,3
24006,12,37290,6
24006,13,29196,6
24006,14,24119,4
24006,15,18146,3
24006,16,23274,2
24007,0,242283,0
24007,1,267007,0
24007,2,263959,6
24007,3,271999,16
24007,4,301563,26
24007,5,321175,22
24007,6,326476,25
24007,7,335192,30
24007,8,318716,39
24007,9,270377,22
24007,10,242068,21
24007,11,225868,19
24007,12,189225,9
24007,13,139904,4
24007,14,103972,4
24007,15,74215,4
24007,16,85249,7
24008,0,27685,0
24008,1,30833,0
24008,2,32657,0
24008,3,35545,4
24008,4,35254,1
24008,5,34115,5
24008,6,34941,2
24008,7,37572,1
24008,8,35559,0
24008,9,30338,3
24008,10,27709,3
24008,11,26459,2
24008,12,21156,2
24008,13,14583,2
24008,14,11166,1
24008,15,8607,1
24008,16,10705,0
25001,0,278252,0
25001,1,296065,0
25001,2,292085,3
25001,3,306103,11
25001,4,331266,25
25001,5,330974,33
25001,6,329834,32
25001,7,341569,25
25001,8,333373,21
25001,9,287017,30
25001,10,253746,16
25001,11,230095,28
25001,12,187723,16
25001,13,141092,10
25001,14,106476,11
25001,15,74082,8
25001,16,83642,3
25002,0,60683,0
25002,1,63988,0
25002,2,67190,1
25002,3,71820,4
25002,4,69579,4
25002,5,65221,2
25002,6,65365,3
25002,7,67705,3
25002,8,65161,4
25002,9,58819,5
25002,10,52680,5
25002,11,48346,6
25002,12,39494,0
25002,13,30755,3
25002,14,26288,3
25002,15,20460,3
25002,16,27841,1
25003,0,40937,0
25003,1,43308,0
25003,2,45281,1
25003,3,47397,5
25003,4,45421,6
25003,5,42117,6
25003,6,42003,9
25003,7,43781,5
25003,8,42542,6
25003,9,37185,3
25003,10,33280,7
25003,11,30739,3
25003,12,26016,4
25003,13,20235,1
25003,14,17186,2
25003,15,13577,1
25003,16,18058,2
25004,0,20254,0
25004,1,21372,0
25004,2,23216,0
25004,3,25473,2
25004,4,25204,3
25004,5,23688,4
25004,6,24201,1
25004,7,24547,7
25004,8,22923,2
25004,9,21215,4
25004,10,18578,1
25004,11,17848,1
25004,12,14779,6
25004,13,11891,3
25004,14,10032,3
25004,15,8108,0
25004,16,11472,1
25005,0,21607,0
25005,1,22672,0
25005,2,24149,0
25005,3,25977,1
25005,4,24906,3
25005,5,23556,4
25005,6,23990,3
25005,7,25240,0
25005,8,24398,4
25005,9,22938,3
25005,10,21084,5
25005,11,20607,1
25005,12,17269,1
25005,13,13633,2
25005,14,11342,1
25005,15,8799,1
25005,16,12026,1
25006,0,46699,0
25006,1,48698,0
25006,2,50912,1
25006,3,55922,1
25006,4,55078,5
25006,5,51482,11
25006,6,51642,4
25006,7,54897,11
25006,8,53224,5
25006,9,47141,8
25006,10,40851,5
25006,11,38004,3
25006,12,30861,6
25006,13,24705,2
25006,14,20210,5
25006,15,15029,1
25006,16,19350,2
25007,0,27742,0
25007,1,28976,1
25007,2,31746,1
25007,3,34275,1
25007,4,32544,5
25007,5,31214,5
25007,6,31776,13
25007,7,33354,8
25007,8,32696,5
25007,9,29189,7
25007,10,25215,4
25007,11,23871,3
25007,12,20409,3
25007,13,16345,3
25007,14,13513,4
25007,15,10385,3
25007,16,12243,3
25008,0,21294,0
25008,1,22508,0
25008,2,24056,0
25008,3,26615,4
25008,4,27512,4
25008,5,26532,4
25008,6,26898,4
25008,7,28043,5
25008,8,27261,6
25008,9,23940,3
25008,10,20371,5
25008,11,19947,6
25008,12,16924,4
25008,13,12926,4
25008,14,10148,2
25008,15,7552,0
25008,16,9574,1
25009,0,33141,0
25009,1,34797,0
25009,2,36357,0
25009,3,40533,0
25009,4,41644,9
25009,5,40192,9
25009,6,40484,4
25009,7,42638,12
25009,8,40687,9
25009,9,35087,6
25009,10,30540,5
25009,11,28770,6
25009,12,24004,0
25009,13,20028,3
25009,14,17162,1
25009,15,13180,2
25009,16,16477,1
25010,0,21351,0
25010,1,22570,0
25010,2,24410,0
25010,3,26610,3
25010,4,25779,0
25010,5,23979,3
25010,6,24497,3
25010,7,26715,6
25010,8,27440,5
25010,9,24810,2
25010,10,21202,6
25010,11,20104,3
25010,12,16802,0
25010,13,13555,1
25010,14,11414,0
25010,15,8577,2
25010,16,11455,2
25011,0,15684,0
25011,1,16870,0
25011,2,18917,1
25011,3,20278,0
25011,4,18765,4
25011,5,17326,3
25011,6,17647,3
25011,7,17853,1
25011,8,17346,2
25011,9,15487,3
25011,10,13751,3
25011,11,12697,1
25011,12,10107,1
25011,13,8127,3
25011,14,6807,2
25011,15,5590,2
25011,16,6627,1
25012,0,36903,0
25012,1,39240,0
25012,2,40038,0
25012,3,41680,1
25012,4,41411,2
25012,5,39575,1
25012,6,39563,2
25012,7,40457,3
25012,8,39569,1
25012,9,34892,1
25012,10,31544,2
25012,11,28543,2
25012,12,23320,0
25012,13,18233,1
25012,14,15007,1
25012,15,11649,0
25012,16,15095,0
25013,0,10463,0
25013,1,11719,0
25013,2,12266,0
25013,3,13424,2
25013,4,12999,0
25013,5,12470,2
25013,6,13046,0
25013,7,13890,2
25013,8,13783,1
25013,9,12371,0
25013,10,10888,2
25013,11,10666,2
25013,12,9070,2
25013,13,7220,0
25013,14,6191,1
25013,15,4610,0
25013,16,5883,1
25014,0,36896,0
25014,1,37310,0
25014,2,37407,0
25014,3,38864,2
25014,4,37986,6
25014,5,35753,3
25014,6,34828,2
25014,7,35154,4
25014,8,33489,5
25014,9,29396,3
25014,10,26440,4
25014,11,23871,3
25014,12,18915,1
25014,13,14887,0
25014,14,12413,1
25014,15,9041,0
25014,16,10789,0
25015,0,33224,0
25015,1,34604,0
25015,2,35805,0
25015,3,37288,1
25015,4,36689,6
25015,5,35697,1
25015,6,36207,2
25015,7,35135,6
25015,8,32043,4
25015,9,29175,5
25015,10,26606,1
25015,11,24958,4
25015,12,20794,2
25015,13,16012,1
25015,14,13741,0
25015,15,10620,0
25015,16,13299,1
25016,0,113649,0
25016,1,120004,0
25016,2,121402,2
25016,3,128869,8
25016,4,139478,16
25016,5,138295,17
25016,6,135444,19
25016,7,136928,19
25016,8,130552,15
25016,9,112661,15
25016,10,99520,16
25016,11,92128,12
25016,12,77030,11
25016,13,59283,7
25016,14,46822,4
25016,15,34663,3
25016,16,43777,4
26001,0,38167,0
26001,1,40754,0
26001,2,43727,0
26001,3,45752,1
26001,4,42734,3
26001,5,40964,6
26001,6,42244,4
26001,7,43347,2
26001,8,42101,3
26001,9,37509,3
26001,10,33032,1
26001,11,31443,2
26001,12,26234,1
26001,13,21544,0
26001,14,18017,2
26001,15,13737,1
26001,16,16662,2
26002,0,99613,0
26002,1,103174,0
26002,2,108410,0
26002,3,114727,8
26002,4,109646,12
26002,5,101034,6
26002,6,97481,10
26002,7,98209,4
26002,8,91780,5
26002,9,77410,9
26002,10,65659,4
26002,11,59956,2
26002,12,51156,4
26002,13,39811,4
26002,14,31516,1
26002,15,24162,2
26002,16,27798,0
26003,0,294999,0
26003,1,304494,0
26003,2,308606,1
26003,3,328889,22
26003,4,346905,38
26003,5,344762,24
26003,6,335550,22
26003,7,334909,31
26003,8,312565,26
26003,9,273534,18
26003,10,234794,17
26003,11,206575,25
26003,12,169527,11
26003,13,129521,14
26003,14,101731,9
26003,15,76685,10
26003,16,90605,5
26004,0,120883,0
26004,1,127902,0
26004,2,136284,1
26004,3,142504,10
26004,4,137454,12
26004,5,128065,14
26004,6,124790,9
26004,7,127482,12
26004,8,121791,4
26004,9,106840,7
26004,10,89906,9
26004,11,79926,5
26004,12,67397,5
26004,13,54952,8
26004,14,45363,6
26004,15,34191,1
26004,16,38642,6
26005,0,63613,0
26005,1,68971,0
26005,2,72232,2
26005,3,75536,4
26005,4,74736,8
26005,5,71764,10
26005,6,68840,5
26005,7,71720,3
26005,8,72030,8
26005,9,63892,3
26005,10,55130,3
26005,11,49429,3
26005,12,41379,3
26005,13,32898,1
26005,14,24890,2
26005,15,17394,2
26005,16,20787,3
26006,0,113336,0
26006,1,122707,0
26006,2,129519,0
26006,3,136183,7
26006,4,139078,7
26006,5,134114,9
26006,6,131642,13
26006,7,137743,17
26006,8,138055,13
26006,9,122708,16
26006,10,106134,12
26006,11,94575,10
26006,12,79400,8
26006,13,64145,9
26006,14,50226,6
26006,15,36199,6
26006,16,41213,1
26007,0,81929,0
26007,1,82375,0
26007,2,89140,1
26007,3,95679,8
26007,4,90560,15
26007,5,81444,13
26007,6,77958,9
26007,7,77104,16
26007,8,73019,11
26007,9,63377,7
26007,10,55062,16
26007,11,49729,9
26007,12,39951,3
26007,13,30769,1
26007,14,25517,2
26007,15,20751,1
26007,16,25811,4
26008,0,110784,0
26008,1,122607,0
26008,2,129949,2
26008,3,136083,8
26008,4,128395,6
26008,5,117530,5
26008,6,114776,6
26008,7,119666,11
26008,8,117309,3
26008,9,104627,7
26008,10,91024,4
26008,11,81224,2
26008,12,66661,6
26008,13,50405,2
26008,14,37391,2
26008,15,26402,1
26008,16,28283,0
26009,0,128827,0
26009,1,135143,0
26009,2,136431,0
26009,3,143442,10
26009,4,150386,14
26009,5,145119,26
26009,6,136051,11
26009,7,133279,12
26009,8,124882,16
26009,9,106554,8
26009,10,86259,10
26009,11,71274,8
26009,12,55193,7
26009,13,39860,5
26009,14,30202,4
26009,15,22452,5
26009,16,24755,3
26010,0,736373,0
26010,1,839850,0
26010,2,843107,9
26010,3,880835,32
26010,4,949166,62
26010,5,958566,61
26010,6,951032,61
26010,7,993533,65
26010,8,1002456,69
26010,9,908225,63
26010,10,815210,54
26010,11,728132,54
26010,12,619974,49
26010,13,482901,36
26010,14,354845,24
26010,15,240600,12
26010,16,263856,11
26011,0,32265,0
26011,1,33747,0
26011,2,36022,0
26011,3,37780,7
26011,4,36945,7
26011,5,33726,5
26011,6,32836,6
26011,7,33118,8
26011,8,31626,5
26011,9,27858,3
26011,10,23905,3
26011,11,20973,4
26011,12,17180,3
26011,13,13546,1
26011,14,10552,2
26011,15,8095,0
26011,16,10365,0
26012,0,53808,0
26012,1,55596,0
26012,2,59282,0
26012,3,62037,5
26012,4,60402,4
26012,5,57593,10
26012,6,55532,7
26012,7,55581,4
26012,8,52994,6
26012,9,47082,6
26012,10,40502,5
26012,11,36229,4
26012,12,29409,6
26012,13,23753,1
26012,14,19343,0
26012,15,15136,1
26012,16,18908,2
27001,0,264965,0
27001,1,274444,0
27001,2,273635,1
27001,3,284178,20
27001,4,314004,24
27001,5,325788,24
27001,6,304110,30
27001,7,305239,15
27001,8,301568,22
27001,9,267185,17
27001,10,236373,16
27001,11,205502,11
27001,12,167168,9
27001,13,126701,4
27001,14,91325,5
27001,15,58381,1
27001,16,59043,4
27002,0,39605,0
27002,1,40629,0
27002,2,41436,0
27002,3,42108,1
27002,4,42528,4
27002,5,39703,1
27002,6,35624,2
27002,7,35346,1
27002,8,35182,1
27002,9,31349,1
27002,10,25747,1
27002,11,21462,0
27002,12,17191,1
27002,13,13212,0
27002,14,9494,0
27002,15,6204,1
27002,16,6054,0
27003,0,47595,0
27003,1,49573,0
27003,2,52397,0
27003,3,51996,2
27003,4,49355,2
27003,5,45484,3
27003,6,41090,2
27003,7,42384,4
27003,8,42247,6
27003,9,37525,6
27003,10,33046,0
27003,11,29084,2
27003,12,24317,3
27003,13,19110,0
27003,14,14083,1
27003,15,9483,0
27003,16,10047,1
27004,0,28491,0
27004,1,29897,0
27004,2,31857,1
27004,3,33546,2
27004,4,31013,4
27004,5,27652,2
27004,6,25068,2
27004,7,26348,1
27004,8,27367,5
27004,9,24495,4
27004,10,21180,2
27004,11,18690,1
27004,12,16316,0
27004,13,13002,0
27004,14,9979,2
27004,15,6620,1
27004,16,6801,1
27005,0,42482,0
27005,1,44021,0
27005,2,46982,0
27005,3,50517,0
27005,4,48905,1
27005,5,44602,2
27005,6,40779,3
27005,7,43165,5
27005,8,43606,4
27005,9,37959,2
27005,10,32863,4
27005,11,29105,3
27005,12,24310,1
27005,13,19524,1
27005,14,14480,1
27005,15,9650,1
27005,16,9732,2
27006,0,43065,0
27006,1,45463,0
27006,2,47390,0
27006,3,47114,2
27006,4,45240,4
27006,5,43656,5
27006,6,42486,4
27006,7,43897,1
27006,8,42894,2
27006,9,37119,2
27006,10,31889,1
27006,11,28435,3
27006,12,24187,0
27006,13,18530,0
27006,14,13780,1
27006,15,9223,1
27006,16,10512,1
27007,0,118374,0
27007,1,120209,0
27007,2,123793,1
27007,3,126916,6
27007,4,129497,8
27007,5,128779,14
27007,6,122294,4
27007,7,121464,9
27007,8,115180,8
27007,9,98818,10
27007,10,84482,11
27007,11,75983,3
27007,12,61877,8
27007,13,48835,2
27007,14,39261,1
27007,15,27925,1
27007,16,28384,3
27008,0,31997,0
27008,1,32949,0
27008,2,35564,1
27008,3,36384,2
27008,4,35175,2
27008,5,33262,2
27008,6,32067,2
27008,7,34628,7
27008,8,34818,4
27008,9,30743,3
27008,10,26918,2
27008,11,24637,3
27008,12,20557,1
27008,13,16914,2
27008,14,14166,2
27008,15,10737,3
27008,16,11388,0
27009,0,54630,0
27009,1,55455,0
27009,2,59848,0
27009,3,60889,6
27009,4,58218,6
27009,5,54584,4
27009,6,50783,7
27009,7,49013,9
27009,8,45658,3
27009,9,40788,5
27009,10,35749,2
27009,11,32743,5
27009,12,25781,5
27009,13,20478,0
27009,14,16215,6
27009,15,12620,0
27009,16,13978,2
27010,0,35238,0
27010,1,36587,0
27010,2,40056,0
27010,3,40319,3
27010,4,36933,6
27010,5,35425,3
27010,6,34055,2
27010,7,33804,1
27010,8,31620,2
27010,9,27188,3
27010,10,23881,1
27010,11,21756,3
27010,12,17173,0
27010,13,13463,4
27010,14,11655,1
27010,15,9041,1
27010,16,9310,1
28001,0,154870,0
28001,1,171442,0
28001,2,173914,3
28001,3,181244,7
28001,4,197920,19
28001,5,207028,17
28001,6,205269,18
28001,7,213444,13
28001,8,209076,16
28001,9,178872,11
28001,10,156016,14
28001,11,137828,11
28001,12,113230,5
28001,13,86827,6
28001,14,64516,5
28001,15,42780,3
28001,16,47049,0
28002,0,50795,0
28002,1,53815,0
28002,2,57305,0
28002,3,60487,2
28002,4,57146,2
28002,5,54125,4
28002,6,52412,5
28002,7,54794,4
28002,8,53317,2
28002,9,46587,8
28002,10,41312,2
28002,11,36482,3
28002,12,29468,1
28002,13,22467,2
28002,14,16772,3
28002,15,11666,4
28002,16,13245,0
28003,0,49837,0
28003,1,53559,0
28003,2,56123,1
28003,3,59692,6
28003,4,62586,11
28003,5,65196,11
28003,6,62109,12
28003,7,60734,10
28003,8,59247,5
28003,9,52170,7
28003,10,46223,4
28003,11,39991,4
28003,12,32448,1
28003,13,25390,1
28003,14,20277,0
28003,15,14432,1
28003,16,16648,4
28004,0,50577,0
28004,1,53860,0
28004,2,55286,1
28004,3,60476,5
28004,4,64110,3
28004,5,63977,4
28004,6,61700,4
28004,7,61572,10
28004,8,59144,6
28004,9,53032,5
28004,10,47830,2
28004,11,43220,3
28004,12,34007,3
28004,13,26228,4
28004,14,20955,1
28004,15,15586,2
28004,16,18120,3
28005,0,40773,0
28005,1,42348,0
28005,2,42925,1
28005,3,45154,4
28005,4,43821,9
28005,5,42995,4
28005,6,41285,4
28005,7,40208,5
28005,8,37490,2
28005,9,33301,3
28005,10,28387,3
28005,11,24792,4
28005,12,19206,2
28005,13,14507,1
28005,14,11397,2
28005,15,8447,0
28005,16,8794,1
28006,0,76596,0
28006,1,83662,0
28006,2,83715,0
28006,3,85342,5
28006,4,84968,6
28006,5,85885,5
28006,6,83635,5
28006,7,84918,8
28006,8,80702,9
28006,9,68646,7
28006,10,60503,8
28006,11,53087,4
28006,12,40670,2
28006,13,28355,1
28006,14,19450,2
28006,15,12835,1
28006,16,13231,1
28007,0,32241,0
28007,1,35701,0
28007,2,37340,1
28007,3,37826,1
28007,4,35403,4
28007,5,33664,6
28007,6,33318,3
28007,7,33896,5
28007,8,32807,2
28007,9,29369,3
28007,10,26240,4
28007,11,24095,0
28007,12,19559,0
28007,13,14744,1
28007,14,11303,1
28007,15,7954,0
28007,16,9308,0
29001,0,97791,0
29001,1,108401,0
29001,2,113889,1
29001,3,119539,6
29001,4,120311,5
29001,5,120692,14
29001,6,115040,4
29001,7,125270,6
29001,8,126042,16
29001,9,108711,15
29001,10,93346,7
29001,11,82295,8
29001,12,67736,4
29001,13,53136,4
29001,14,40065,3
29001,15,29091,4
29001,16,34883,1
29002,0,114597,0
29002,1,117294,0
29002,2,115292,0
29002,3,120975,9
29002,4,128389,12
29002,5,131278,12
29002,6,128500,19
29002,7,132283,10
29002,8,119409,11
29002,9,94250,9
29002,10,75432,8
29002,11,65209,6
29002,12,52604,9
29002,13,39163,6
29002,14,29028,1
29002,15,20604,4
29002,16,23140,2
29003,0,71581,0
29003,1,76867,0
29003,2,79923,2
29003,3,87528,5
29003,4,92741,6
29003,5,92003,11
29003,6,92491,10
29003,7,100207,16
29003,8,98277,11
29003,9,80930,7
29003,10,72986,9
29003,11,67910,9
29003,12,58666,6
29003,13,46529,6
29003,14,37254,4
29003,15,30847,4
29003,16,38529,4
29004,0,120663,0
29004,1,134449,0
29004,2,135601,0
29004,3,137200,3
29004,4,141645,8
29004,5,142455,6
29004,6,146441,7
29004,7,166608,12
29004,8,166926,9
29004,9,134777,12
29004,10,108404,3
29004,11,90518,9
29004,12,73455,2
29004,13,55432,1
29004,14,37151,3
29004,15,22847,1
29004,16,21869,0
29005,0,43655,0
29005,1,48211,0
29005,2,51710,2
29005,3,57186,3
29005,4,58201,6
29005,5,55882,4
29005,6,54265,3
29005,7,61974,3
29005,8,63536,3
29005,9,55274,7
29005,10,47848,3
29005,11,41959,6
29005,12,35150,4
29005,13,27327,2
29005,14,20167,0
29005,15,14188,1
29005,16,17893,0
29006,0,217109,0
29006,1,241388,0
29006,2,249532,3
29006,3,262457,7
29006,4,282713,11
29006,5,285127,19
29006,6,278011,17
29006,7,297124,19
29006,8,296618,27
29006,9,252255,15
29006,10,214845,9
29006,11,187797,20
29006,12,153548,4
29006,13,120429,10
29006,14,92638,5
29006,15,68239,2
29006,16,82321,4
29007,0,84943,0
29007,1,91654,0
29007,2,95277,0
29007,3,103425,2
29007,4,108195,8
29007,5,107497,15
29007,6,108884,10
29007,7,114053,10
29007,8,110091,10
29007,9,92868,10
29007,10,84701,10
29007,11,78558,16
29007,12,67364,6
29007,13,53011,6
29007,14,43931,3
29007,15,34272,3
29007,16,43230,1
29008,0,42185,0
29008,1,45159,0
29008,2,46729,2
29008,3,49123,5
29008,4,45612,4
29008,5,43525,3
29008,6,42333,4
29008,7,44562,4
29008,8,42986,8
29008,9,35564,3
29008,10,30261,3
29008,11,28615,2
29008,12,24935,2
29008,13,19300,3
29008,14,15847,3
29008,15,12655,2
29008,16,14934,2
29009,0,61860,0
29009,1,69402,0
29009,2,70278,1
29009,3,74050,2
29009,4,74586,10
29009,5,72196,5
29009,6,71996,6
29009,7,79923,2
29009,8,81684,5
29009,9,69120,6
29009,10,59404,3
29009,11,54722,3
29009,12,49745,8
29009,13,39946,5
29009,14,28533,0
29009,15,18491,3
29009,16,21339,1
29010,0,84933,0
29010,1,90324,0
29010,2,94413,0
29010,3,102738,10
29010,4,99789,10
29010,5,94374,13
29010,6,89866,14
29010,7,96749,10
29010,8,97945,16
29010,9,83703,8
29010,10,72088,9
29010,11,65327,9
29010,12,54728,9
29010,13,42289,11
29010,14,33377,5
29010,15,25563,3
29010,16,28670,1
29011,0,47816,0
29011,1,51875,0
29011,2,56039,1
29011,3,60152,2
29011,4,58628,5
29011,5,54927,6
29011,6,53344,5
29011,7,57513,7
29011,8,57029,1
29011,9,48111,3
29011,10,41351,4
29011,11,38217,2
29011,12,33055,4
29011,13,25891,2
29011,14,20423,0
29011,15,16185,1
29011,16,19569,1
29012,0,84533,0
29012,1,95686,0
29012,2,99727,1
29012,3,106671,1
29012,4,105728,7
29012,5,101678,5
29012,6,100356,9
29012,7,112169,9
29012,8,114513,13
29012,9,97783,6
29012,10,84855,5
29012,11,79813,5
29012,12,73946,0
29012,13,60255,3
29012,14,44693,7
29012,15,31045,0
29012,16,37821,3
29013,0,41853,0
29013,1,45741,0
29013,2,49490,0
29013,3,53588,4
29013,4,51898,5
29013,5,48632,2
29013,6,48721,5
29013,7,55370,6
29013,8,56749,10
29013,9,49253,3
29013,10,42283,3
29013,11,39075,2
29013,12,33606,4
29013,13,26714,1
29013,14,21185,2
29013,15,16062,2
29013,16,19724,0
29014,0,76596,0
29014,1,81796,0
29014,2,86979,0
29014,3,90872,4
29014,4,89013,12
29014,5,85736,11
29014,6,85517,5
29014,7,91231,5
29014,8,89974,17
29014,9,78082,9
29014,10,67554,6
29014,11,61698,8
29014,12,52733,3
29014,13,41859,1
29014,14,34255,3
29014,15,26419,1
29014,16,30693,5
29015,0,94440,0
29015,1,103912,0
29015,2,108785,0
29015,3,115727,6
29015,4,113777,7
29015,5,109428,11
29015,6,109644,7
29015,7,121699,11
29015,8,123112,5
29015,9,103605,12
29015,10,88146,8
29015,11,82046,3
29015,12,74590,6
29015,13,62076,5
29015,14,46100,2
29015,15,33102,3
29015,16,43032,2
29016,0,133785,0
29016,1,137845,0
29016,2,137074,1
29016,3,143137,8
29016,4,145460,12
29016,5,139670,24
29016,6,131217,13
29016,7,134177,12
29016,8,130888,11
29016,9,113612,17
29016,10,94936,9
29016,11,82984,4
29016,12,66567,5
29016,13,50742,2
29016,14,39795,5
29016,15,30103,3
29016,16,34059,3
29017,0,52108,0
29017,1,55018,0
29017,2,57773,0
29017,3,60005,5
29017,4,59925,5
29017,5,58627,7
29017,6,57053,7
29017,7,57533,4
29017,8,57028,5
29017,9,51315,2
29017,10,43672,1
29017,11,38118,1
29017,12,30492,2
29017,13,23845,2
29017,14,19428,1
29017,15,14737,1
29017,16,17347,1
29018,0,91244,0
29018,1,95578,0
29018,2,96714,1
29018,3,99631,4
29018,4,101797,8
29018,5,99271,10
29018,6,96616,14
29018,7,103007,8
29018,8,101598,8
29018,9,84087,12
29018,10,67270,5
29018,11,57607,6
29018,12,47492,4
29018,13,37036,1
29018,14,26378,0
29018,15,16875,0
29018,16,18101,0
29019,0,65075,0
29019,1,69703,0
29019,2,75848,1
29019,3,83968,2
29019,4,87101,12
29019,5,84400,9
29019,6,82332,9
29019,7,84232,12
29019,8,82055,11
29019,9,74342,8
29019,10,66417,6
29019,11,61002,9
29019,12,50003,6
29019,13,39157,5
29019,14,32811,0
29019,15,25848,1
29019,16,31114,2
29020,0,476089,0
29020,1,551959,0
29020,2,560824,3
29020,3,591690,24
29020,4,681251,35
29020,5,711506,35
29020,6,703044,41
29020,7,806416,41
29020,8,851028,51
29020,9,729254,37
29020,10,627097,28
29020,11,561055,39
29020,12,480819,21
29020,13,379280,17
29020,14,268957,12
29020,15,174778,5
29020,16,196011,5
29021,0,63566,0
29021,1,67191,0
29021,2,69873,1
29021,3,73492,4
29021,4,70985,2
29021,5,68175,13
29021,6,67808,4
29021,7,72170,6
29021,8,69234,7
29021,9,58229,10
29021,10,50559,1
29021,11,47284,6
29021,12,40844,6
29021,13,31683,3
29021,14,24899,2
29021,15,19425,4
29021,16,22390,3
29022,0,86533,0
29022,1,94086,0
29022,2,99530,0
29022,3,106610,6
29022,4,110837,5
29022,5,111631,12
29022,6,110624,10
29022,7,120995,12
29022,8,120194,10
29022,9,102829,6
29022,10,87460,9
29022,11,77519,4
29022,12,64472,1
29022,13,50139,2
29022,14,37102,4
29022,15,26280,2
29022,16,34382,1
29023,0,37822,0
29023,1,40275,0
29023,2,41875,0
29023,3,45576,6
29023,4,46653,8
29023,5,45157,4
29023,6,44052,9
29023,7,45925,4
29023,8,44813,9
29023,9,37043,4
29023,10,31788,5
29023,11,29091,6
29023,12,24991,0
29023,13,20455,3
29023,14,16217,0
29023,15,13031,4
29023,16,16133,2
29024,0,61443,0
29024,1,64227,0
29024,2,66006,1
29024,3,71751,1
29024,4,73059,3
29024,5,69127,8
29024,6,66939,5
29024,7,70692,8
29024,8,71425,5
29024,9,62435,4
29024,10,54071,5
29024,11,47371,3
29024,12,38758,3
29024,13,31217,0
29024,14,25438,0
29024,15,19456,2
29024,16,22851,0
29025,0,113425,0
29025,1,122735,0
29025,2,129866,0
29025,3,140483,8
29025,4,142387,10
29025,5,134211,9
29025,6,131106,6
29025,7,141306,10
29025,8,140637,18
29025,9,122280,11
29025,10,103934,8
29025,11,92442,14
29025,12,75485,7
29025,13,59800,5
29025,14,50882,4
29025,15,41013,5
29025,16,48223,3
29026,0,93766,0
29026,1,99873,0
29026,2,101649,0
29026,3,103624,1
29026,4,103015,5
29026,5,102145,8
29026,6,99940,9
29026,7,105852,7
29026,8,104733,9
29026,9,90061,6
29026,10,76936,5
29026,11,70081,7
29026,12,60334,2
29026,13,49003,3
29026,14,35998,7
29026,15,25092,0
29026,16,28313,3
29027,0,59570,0
29027,1,62983,0
29027,2,63879,0
29027,3,68030,5
29027,4,67201,5
29027,5,64520,8
29027,6,64129,5
29027,7,69749,6
29027,8,68987,10
29027,9,57005,3
29027,10,48526,3
29027,11,43103,3
29027,12,37645,3
29027,13,29382,2
29027,14,20728,0
29027,15,13510,1
29027,16,15708,3
29028,0,133224,0
29028,1,142682,0
29028,2,148484,2
29028,3,164037,11
29028,4,172035,19
29028,5,166624,17
29028,6,160442,19
29028,7,171944,12
29028,8,171315,12
29028,9,145040,12
29028,10,125170,9
29028,11,113634,8
29028,12,97840,9
29028,13,77678,5
29028,14,60051,5
29028,15,46514,2
29028,16,57652,3
31001,0,49467,0
31001,1,53191,0
31001,2,54397,0
31001,3,59910,5
31001,4,64659,13
31001,5,64991,16
31001,6,64896,14
31001,7,67073,15
31001,8,67019,14
31001,9,61984,15
31001,10,58510,12
31001,11,56821,5
31001,12,52153,8
31001,13,43323,13
31001,14,32678,7
31001,15,22269,4
31001,16,24885,5
31002,0,23493,0
31002,1,25358,0
31002,2,25458,1
31002,3,27440,3
31002,4,30119,3
31002,5,31903,5
31002,6,32562,4
31002,7,33435,5
31002,8,32850,4
31002,9,29845,6
31002,10,28133,2
31002,11,27716,5
31002,12,26258,3
31002,13,21927,0
31002,14,16247,2
