health_region_code,band,person_years,deaths
31098,2,13344,0
31098,3,15175,0
31098,4,14356,3
31098,5,13377,3
31098,6,13540,1
31098,7,14822,2
31098,8,15146,1
31098,9,13213,3
31098,10,11682,3
31098,11,10983,3
31098,12,9968,0
31098,13,8657,0
31098,14,7186,2
31098,15,5389,1
31098,16,7017,0
31099,0,49310,0
31099,1,52447,0
31099,2,55947,0
31099,3,62400,5
31099,4,62129,10
31099,5,58090,9
31099,6,56605,8
31099,7,59378,6
31099,8,59742,8
31099,9,54979,3
31099,10,49195,8
31099,11,45769,4
31099,12,40364,2
31099,13,33597,4
31099,14,25985,2
31099,15,19193,2
31099,16,25699,0
31100,0,21428,0
31100,1,23203,0
31100,2,23608,0
31100,3,26077,0
31100,4,26168,5
31100,5,23682,3
31100,6,22704,3
31100,7,23280,2
31100,8,21659,2
31100,9,18042,1
31100,10,15624,0
31100,11,13963,0
31100,12,12685,0
31100,13,10507,1
31100,14,8279,1
31100,15,5703,0
31100,16,6665,1
31101,0,24219,0
31101,1,25335,0
31101,2,27282,1
31101,3,29821,2
31101,4,28213,5
31101,5,26906,0
31101,6,26926,5
31101,7,29585,6
31101,8,28412,3
31101,9,24220,4
31101,10,22052,2
31101,11,20627,3
31101,12,18061,3
31101,13,15098,3
31101,14,12418,0
31101,15,8892,1
31101,16,10937,2
31102,0,17211,0
31102,1,18189,0
31102,2,19873,0
31102,3,22420,1
31102,4,21803,2
31102,5,20401,2
31102,6,20499,0
31102,7,21126,0
31102,8,20765,1
31102,9,19234,3
31102,10,18147,0
31102,11,17445,1
31102,12,15157,0
31102,13,12575,1
31102,14,10125,1
31102,15,7431,0
31102,16,10080,0
32001,0,108259,0
32001,1,110956,0
32001,2,107014,0
32001,3,111700,7
32001,4,118891,14
32001,5,119661,14
32001,6,120175,8
32001,7,126423,19
32001,8,126409,14
32001,9,109845,13
32001,10,97891,12
32001,11,89611,10
32001,12,77966,10
32001,13,62406,3
32001,14,44261,3
32001,15,29561,0
32001,16,35469,3
32002,0,465521,0
32002,1,496269,0
32002,2,484196,1
32002,3,497034,28
32002,4,539139,36
32002,5,545256,56
32002,6,555037,52
32002,7,597615,55
32002,8,592601,63
32002,9,507663,63
32002,10,439212,31
32002,11,405767,35
32002,12,363541,25
32002,13,294241,16
32002,14,207102,16
32002,15,130351,6
32002,16,149137,6
32003,0,90267,0
32003,1,91893,0
32003,2,90495,2
32003,3,94618,4
32003,4,94929,5
32003,5,92212,6
32003,6,90352,13
32003,7,97069,8
32003,8,98242,13
32003,9,89064,14
32003,10,79134,4
32003,11,72796,6
32003,12,63280,5
32003,13,50226,6
32003,14,35649,3
32003,15,23230,1
32003,16,27512,3
32004,0,134749,0
32004,1,140267,1
32004,2,135933,1
32004,3,140794,11
32004,4,146565,7
32004,5,146671,19
32004,6,150294,25
32004,7,160073,14
32004,8,160825,24
32004,9,142127,13
32004,10,129381,19
32004,11,125246,11
32004,12,113590,11
32004,13,93042,10
32004,14,67011,7
32004,15,43022,3
32004,16,52372,3
33001,0,51948,0
33001,1,57083,0
33001,2,54526,1
33001,3,55282,3
33001,4,58523,4
33001,5,61219,4
33001,6,59590,6
33001,7,63185,4
33001,8,65326,3
33001,9,58630,5
33001,10,51134,5
33001,11,47860,3
33001,12,42411,2
33001,13,33355,1
33001,14,22740,1
33001,15,13653,1
33001,16,12702,0
33002,0,161119,0
33002,1,182291,0
33002,2,177648,0
33002,3,175975,8
33002,4,182340,9
33002,5,188813,16
33002,6,184087,18
33002,7,197530,7
33002,8,207835,10
33002,9,191274,11
33002,10,173173,9
33002,11,164278,12
33002,12,150859,7
33002,13,124630,7
33002,14,89494,5
33002,15,57030,3
33002,16,56375,5
33003,0,58292,0
33003,1,64366,0
33003,2,63131,0
33003,3,64128,6
33003,4,70513,3
33003,5,73573,5
33003,6,70326,4
33003,7,71112,8
33003,8,73457,9
33003,9,69126,4
33003,10,66648,1
33003,11,66218,3
33003,12,60510,4
33003,13,48916,3
33003,14,36044,1
33003,15,24841,1
33003,16,27264,0
33004,0,151602,0
33004,1,171053,0
33004,2,169796,1
33004,3,174222,9
33004,4,194086,11
33004,5,203999,15
33004,6,193794,23
33004,7,202359,23
33004,8,210413,19
33004,9,192773,16
33004,10,178312,10
33004,11,178199,7
33004,12,166241,8
33004,13,135901,4
33004,14,98328,6
33004,15,64509,1
33004,16,68964,3
33005,0,1728370,0
33005,1,2005329,0
33005,2,1942486,16
33005,3,1991503,66
33005,4,2285743,102
33005,5,2464863,126
33005,6,2359893,125
33005,7,2388738,128
33005,8,2439427,140
33005,9,2229200,111
33005,10,2008816,76
33005,11,1882668,92
33005,12,1704792,71
33005,13,1416092,57
33005,14,1058822,43
33005,15,708106,32
33005,16,814193,36
33006,0,321540,0
33006,1,372526,0
33006,2,353812,4
33006,3,361029,12
33006,4,415526,26
33006,5,454121,34
33006,6,443538,21
33006,7,461681,29
33006,8,487587,27
33006,9,457144,36
33006,10,417713,26
33006,11,397473,24
33006,12,362991,15
33006,13,299448,17
33006,14,221891,11
33006,15,149414,8
33006,16,162372,7
33007,0,61048,0
33007,1,64711,0
33007,2,63023,1
33007,3,65878,3
33007,4,72338,7
33007,5,74737,8
33007,6,72699,5
33007,7,75365,4
33007,8,79147,5
33007,9,74074,8
33007,10,70605,7
33007,11,70181,6
33007,12,62707,6
33007,13,52070,1
33007,14,39228,1
33007,15,28275,3
33007,16,32646,3
33008,0,186483,0
33008,1,207733,0
33008,2,195631,1
33008,3,195533,10
33008,4,211627,25
33008,5,223662,14
33008,6,219257,23
33008,7,226523,23
33008,8,225185,25
33008,9,198024,27
33008,10,173949,12
33008,11,165194,22
33008,12,148293,3
33008,13,115142,13
33008,14,83292,10
33008,15,55334,4
33008,16,59867,5
33009,0,159063,1
33009,1,176791,0
33009,2,174029,1
33009,3,180402,8
33009,4,200435,18
33009,5,209913,20
33009,6,203264,29
33009,7,209327,26
33009,8,218659,20
33009,9,207035,23
33009,10,194179,19
33009,11,186840,16
33009,12,167948,24
33009,13,139459,7
33009,14,107053,7
33009,15,73961,6
33009,16,81652,2
35011,0,593250,0
35011,1,666742,0
35011,2,658439,3
35011,3,667776,31
35011,4,700640,71
35011,5,692204,46
35011,6,685140,39
35011,7,724552,58
35011,8,721818,43
35011,9,640973,40
35011,10,570901,36
35011,11,499157,26
35011,12,417538,11
35011,13,322741,12
35011,14,223852,4
35011,15,138331,3
35011,16,133279,6
35012,0,126281,0
35012,1,136905,0
35012,2,134528,1
35012,3,136478,4
35012,4,143058,14
35012,5,143458,18
35012,6,142674,18
35012,7,148729,14
35012,8,147332,14
35012,9,128646,8
35012,10,110948,6
35012,11,95414,9
35012,12,80789,4
35012,13,63321,4
35012,14,43248,3
35012,15,24787,2
35012,16,21950,1
35013,0,222841,0
35013,1,258562,0
35013,2,258088,2
35013,3,256243,6
35013,4,264002,10
35013,5,260223,13
35013,6,258507,19
35013,7,284773,19
35013,8,290761,15
35013,9,253529,11
35013,10,216192,6
35013,11,183332,2
35013,12,152457,7
35013,13,118954,1
35013,14,82896,1
35013,15,50351,0
35013,16,46874,1
35014,0,384846,1
35014,1,447685,0
35014,2,435770,0
35014,3,437671,18
35014,4,459209,45
35014,5,462933,52
35014,6,468085,55
35014,7,505174,48
35014,8,506837,37
35014,9,439811,30
35014,10,376491,23
35014,11,325050,20
35014,12,269906,11
35014,13,208846,11
35014,14,146013,5
35014,15,89882,4
35014,16,86544,0
35015,0,456527,0
35015,1,527188,0
35015,2,533830,4
35015,3,546738,25
35015,4,589051,47
35015,5,602895,49
35015,6,625440,46
35015,7,684580,62
35015,8,698324,50
35015,9,621868,30
35015,10,557346,43
35015,11,508949,37
35015,12,437549,17
35015,13,351447,20
35015,14,258693,10
35015,15,172266,5
35015,16,187872,6
35016,0,1986728,0
35016,1,2251533,0
35016,2,2235281,5
35016,3,2337635,27
35016,4,2618428,58
35016,5,2755140,75
35016,6,2744298,74
35016,7,2869705,75
35016,8,2884546,66
35016,9,2576930,63
35016,10,2302120,57
35016,11,2088901,43
35016,12,1830790,27
35016,13,1493823,16
35016,14,1121922,15
35016,15,767275,10
35016,16,911845,17
35021,0,51100,0
35021,1,58228,0
35021,2,58075,0
35021,3,55756,5
35021,4,59686,5
35021,5,63842,7
35021,6,66920,8
35021,7,72208,7
35021,8,73207,10
35021,9,66629,10
35021,10,61796,4
35021,11,59319,12
35021,12,52420,1
35021,13,42394,4
35021,14,31649,3
35021,15,22385,0
35021,16,25165,1
35022,0,31089,0
35022,1,35607,0
35022,2,36756,0
35022,3,36565,2
35022,4,38839,7
35022,5,43231,7
35022,6,45580,6
35022,7,47099,5
35022,8,47032,6
35022,9,44124,5
35022,10,42034,5
35022,11,39883,4
35022,12,35245,2
35022,13,28503,5
35022,14,21791,2
35022,15,16138,1
35022,16,17284,3
35023,0,46634,0
35023,1,52647,0
35023,2,53236,0
35023,3,51958,1
35023,4,53593,4
35023,5,55124,11
35023,6,56834,13
35023,7,60333,6
35023,8,61985,5
35023,9,58122,5
35023,10,55177,11
35023,11,52051,8
35023,12,46100,6
35023,13,37668,1
35023,14,28041,2
35023,15,19733,0
35023,16,21461,0
35031,0,55482,0
35031,1,62643,0
35031,2,62001,1
35031,3,62118,2
35031,4,66934,7
35031,5,71507,12
35031,6,74175,14
35031,7,78182,16
35031,8,79703,13
35031,9,69720,9
35031,10,62313,11
35031,11,58418,7
35031,12,52331,4
35031,13,42119,1
35031,14,30966,1
35031,15,21084,1
35031,16,23844,4
35032,0,69440,0
35032,1,76981,0
35032,2,75031,1
35032,3,79935,5
35032,4,89493,7
35032,5,90232,14
35032,6,90014,15
35032,7,94665,14
35032,8,95382,14
35032,9,85781,9
35032,10,76901,1
35032,11,71625,6
35032,12,64297,3
35032,13,52049,5
35032,14,38534,2
35032,15,26350,0
35032,16,30548,1
35033,0,51143,0
35033,1,55950,0
35033,2,56029,1
35033,3,57339,6
35033,4,59597,10
35033,5,61859,11
35033,6,64168,13
35033,7,69332,8
35033,8,70222,14
35033,9,62919,6
35033,10,58016,9
35033,11,55155,5
35033,12,48960,3
35033,13,39857,6
35033,14,29143,2
35033,15,19925,0
35033,16,22135,2
35041,0,318024,0
35041,1,369554,0
35041,2,376167,4
35041,3,379904,25
35041,4,387401,40
35041,5,380460,51
35041,6,383937,36
35041,7,414731,64
35041,8,434506,49
35041,9,394508,50
35041,10,357682,29
35041,11,337178,17
35041,12,309647,20
35041,13,261815,21
35041,14,195776,7
35041,15,127886,7
35041,16,140429,7
35051,0,52104,0
35051,1,57843,0
35051,2,56789,0
35051,3,57508,2
35051,4,60158,5
35051,5,62432,7
35051,6,66150,10
35051,7,70887,5
35051,8,69863,15
35051,9,61232,8
35051,10,55836,8
35051,11,53139,3
35051,12,47029,7
35051,13,37687,3
35051,14,28692,1
35051,15,20050,0
35051,16,21182,3
35052,0,25986,0
35052,1,27431,0
35052,2,27209,0
35052,3,28105,1
35052,4,29444,3
35052,5,31000,5
35052,6,32140,5
35052,7,34583,3
35052,8,34248,5
35052,9,30680,4
35052,10,28395,2
35052,11,26600,2
35052,12,23850,1
35052,13,19655,0
35052,14,15298,0
35052,15,10713,1
35052,16,12278,1
35061,0,58695,0
35061,1,63486,0
35061,2,63397,1
35061,3,63864,9
35061,4,65213,10
35061,5,66291,18
35061,6,68185,18
35061,7,71811,7
35061,8,71255,9
35061,9,64801,9
35061,10,57750,5
35061,11,54624,10
35061,12,49660,4
35061,13,41067,1
35061,14,30287,5
35061,15,20013,3
35061,16,21139,1
35062,0,116907,0
35062,1,128117,0
35062,2,126954,1
35062,3,129749,6
35062,4,143301,16
35062,5,151588,15
35062,6,149824,23
35062,7,156570,18
35062,8,157450,16
35062,9,140095,19
35062,10,124141,14
35062,11,116369,10
35062,12,104294,12
35062,13,84965,2
35062,14,62381,5
35062,15,43075,5
35062,16,48742,2
35063,0,55232,0
35063,1,61700,0
35063,2,62286,1
35063,3,64329,3
35063,4,67530,8
35063,5,67483,12
35063,6,68218,13
35063,7,71364,15
35063,8,71234,11
35063,9,64680,7
35063,10,58149,10
35063,11,54121,9
35063,12,49282,6
35063,13,41135,5
35063,14,30608,1
35063,15,20623,2
35063,16,23409,1
35064,0,57794,0
35064,1,62867,0
35064,2,63550,1
35064,3,65671,8
35064,4,66759,12
35064,5,67209,7
35064,6,70153,5
35064,7,77592,8
35064,8,78919,9
35064,9,72282,12
35064,10,66225,5
35064,11,63152,2
35064,12,57206,6
35064,13,46578,4
35064,14,33930,2
35064,15,22848,2
35064,16,26205,1
35065,0,28241,0
35065,1,31104,0
35065,2,31636,0
35065,3,31722,4
35065,4,32712,7
35065,5,33583,7
35065,6,34158,7
35065,7,36290,3
35065,8,37458,8
35065,9,33865,2
35065,10,31432,1
35065,11,30389,6
35065,12,27633,6
35065,13,22744,1
35065,14,16986,1
35065,15,11574,0
35065,16,13496,1
35071,0,88850,0
35071,1,98935,0
35071,2,97552,0
35071,3,97274,6
35071,4,103163,13
35071,5,105527,11
35071,6,111760,14
35071,7,120771,23
35071,8,123912,19
35071,9,110586,10
35071,10,98810,16
35071,11,90685,14
35071,12,81936,6
35071,13,67994,5
35071,14,51584,9
35071,15,34972,5
35071,16,38333,1
35072,0,569602,0
35072,1,635298,0
35072,2,626939,3
35072,3,632024,39
35072,4,687782,53
35072,5,733522,63
35072,6,761183,79
35072,7,809086,88
35072,8,814362,73
35072,9,712132,56
35072,10,630724,62
35072,11,573713,44
35072,12,503090,34
35072,13,404325,29
35072,14,292566,23
35072,15,192232,20
35072,16,211108,18
35073,0,160998,0
35073,1,176983,0
35073,2,172158,1
35073,3,170254,7
35073,4,181847,17
35073,5,192174,16
35073,6,203453,12
35073,7,220441,14
35073,8,220166,21
35073,9,187325,19
35073,10,162297,12
35073,11,144593,11
35073,12,125438,5
35073,13,101295,5
35073,14,73984,3
35073,15,48991,3
35073,16,54391,8
35074,0,21076,0
35074,1,23984,0
35074,2,23534,0
35074,3,24247,3
35074,4,26198,5
35074,5,26251,5
35074,6,28349,4
35074,7,31209,1
35074,8,32615,3
35074,9,29436,5
35074,10,27235,4
35074,11,25549,5
35074,12,24005,5
35074,13,20677,0
35074,14,15732,3
35074,15,10687,0
35074,16,13125,1
35081,0,81585,0
35081,1,89257,0
35081,2,86031,0
35081,3,90149,7
35081,4,96964,12
35081,5,97291,7
35081,6,98266,21
35081,7,100411,19
35081,8,99159,17
35081,9,89161,10
35081,10,83038,10
35081,11,77323,5
35081,12,67658,4
35081,13,54509,4
35081,14,39833,2
35081,15,26641,2
35081,16,29032,3
35082,0,26558,0
35082,1,29571,0
35082,2,30006,0
35082,3,31441,5
35082,4,31782,4
35082,5,32429,4
35082,6,33215,3
35082,7,35907,6
35082,8,36198,2
35082,9,32191,5
35082,10,29758,2
35082,11,27853,1
35082,12,24482,3
35082,13,19348,1
35082,14,14537,1
35082,15,9830,2
35082,16,10467,3
35083,0,20558,0
35083,1,21801,0
35083,2,22297,0
35083,3,23712,1
35083,4,23920,2
35083,5,23473,3
35083,6,23446,2
35083,7,25691,5
35083,8,26613,2
35083,9,24098,1
35083,10,21948,4
35083,11,20940,5
35083,12,19154,2
35083,13,15803,1
35083,14,11862,0
35083,15,8341,2
35083,16,9185,0
35091,0,19894,0
35091,1,21627,0
35091,2,21820,0
35091,3,22767,5
35091,4,27291,4
35091,5,31149,4
35091,6,31442,5
35091,7,31095,5
35091,8,30607,5
35091,9,28050,0
35091,10,26638,5
35091,11,26370,3
35091,12,24216,0
35091,13,19691,2
35091,14,14929,2
35091,15,10957,1
35091,16,12962,1
35092,0,40741,0
35092,1,46800,0
35092,2,47091,0
35092,3,46350,6
35092,4,48246,6
35092,5,50327,5
35092,6,52051,9
35092,7,54545,13
35092,8,55046,8
35092,9,51047,10
35092,10,47593,6
35092,11,46128,7
35092,12,41121,5
35092,13,33445,3
35092,14,24868,1
35092,15,17339,2
35092,16,19008,0
35093,0,71399,0
35093,1,77073,0
35093,2,75245,0
35093,3,74765,4
35093,4,80575,10
35093,5,83513,14
35093,6,83450,24
35093,7,88063,19
35093,8,91340,10
35093,9,84627,11
35093,10,76177,10
35093,11,71361,12
35093,12,64881,11
35093,13,54500,2
35093,14,41164,5
35093,15,28401,1
35093,16,32332,1
35094,0,43106,0
35094,1,47237,0
35094,2,47992,0
35094,3,48315,1
35094,4,49014,6
35094,5,49296,9
35094,6,49142,8
35094,7,52013,1
35094,8,52689,4
35094,9,48802,5
35094,10,45732,4
35094,11,43963,11
35094,12,38721,3
35094,13,32276,2
35094,14,25058,2
35094,15,17422,1
35094,16,18644,0
35095,0,21705,0
35095,1,23873,0
35095,2,23701,0
35095,3,24858,1
35095,4,25319,3
35095,5,25335,3
35095,6,25498,9
35095,7,27837,3
35095,8,28835,5
35095,9,26851,4
35095,10,25834,2
35095,11,25461,1
35095,12,23173,2
35095,13,19006,4
35095,14,14774,2
35095,15,10821,1
35095,16,12887,0
35101,0,61682,0
35101,1,67039,0
35101,2,66906,0
35101,3,68010,1
35101,4,71692,8
35101,5,75007,7
35101,6,78054,14
35101,7,82416,5
35101,8,82120,13
35101,9,72237,7
35101,10,65530,1
35101,11,62254,9
35101,12,55031,9
35101,13,44327,3
35101,14,33164,2
35101,15,22798,0
35101,16,25228,3
35102,0,64128,0
35102,1,69631,0
35102,2,69012,2
35102,3,72774,4
35102,4,80066,12
35102,5,81756,10
35102,6,84405,11
35102,7,89422,6
35102,8,89025,11
35102,9,78475,13
35102,10,71408,6
35102,11,66523,5
35102,12,59069,5
35102,13,47639,6
35102,14,33666,2
35102,15,21972,1
35102,16,23583,0
35103,0,109555,0
35103,1,122057,0
35103,2,119791,1
35103,3,122469,6
35103,4,131283,20
35103,5,137828,16
35103,6,142435,11
35103,7,152979,17
35103,8,151419,18
35103,9,132101,17
35103,10,115923,11
35103,11,107395,13
35103,12,96289,7
35103,13,78494,10
35103,14,59041,6
35103,15,39980,1
35103,16,43659,2
35104,0,45951,0
35104,1,50706,0
35104,2,50720,0
35104,3,51374,1
35104,4,57834,8
35104,5,60924,7
35104,6,60934,2
35104,7,63888,7
35104,8,63975,6
35104,9,56222,10
35104,10,49894,5
35104,11,46315,4
35104,12,41201,3
35104,13,32696,2
35104,14,24336,2
35104,15,17104,1
35104,16,19470,1
35111,0,22501,0
35111,1,24921,0
35111,2,24873,1
35111,3,24665,2
35111,4,25587,0
35111,5,28113,6
35111,6,29646,2
35111,7,30791,1
35111,8,30984,1
35111,9,28398,3
35111,10,26812,2
35111,11,26038,1
35111,12,23875,2
35111,13,20122,0
35111,14,15152,0
35111,15,10833,0
35111,16,12534,4
35112,0,72735,0
35112,1,78588,0
35112,2,77514,1
35112,3,79377,5
35112,4,85874,10
35112,5,89686,10
35112,6,89737,13
35112,7,92074,24
35112,8,93434,10
35112,9,86975,6
35112,10,84448,9
35112,11,82174,1
35112,12,72024,6
35112,13,57287,4
35112,14,43031,5
35112,15,31064,5
35112,16,35335,1
35113,0,10503,0
35113,1,11955,0
35113,2,11787,0
35113,3,11551,0
35113,4,11447,6
35113,5,11543,1
35113,6,11706,1
35113,7,12453,2
35113,8,12736,3
35113,9,12042,4
35113,10,11830,3
35113,11,11596,1
35113,12,10013,1
35113,13,7922,0
35113,14,5555,0
35113,15,3950,1
35113,16,4554,0
35114,0,14092,0
35114,1,16094,0
35114,2,16701,0
35114,3,17244,2
35114,4,17945,3
35114,5,18102,3
35114,6,18188,3
35114,7,19279,4
35114,8,20526,4
35114,9,19787,0
35114,10,19197,2
35114,11,19150,3
35114,12,16899,4
35114,13,13423,2
35114,14,9981,2
35114,15,6914,1
35114,16,7789,1
35115,0,11820,0
35115,1,13338,0
35115,2,13766,1
35115,3,13571,1
35115,4,12350,5
35115,5,11679,2
35115,6,12283,2
35115,7,13195,2
35115,8,14103,1
35115,9,14095,3
35115,10,13998,2
35115,11,13442,2
35115,12,11343,1
35115,13,8870,0
35115,14,6548,0
35115,15,4661,0
35115,16,4714,0
35121,0,55231,0
35121,1,62537,0
35121,2,63579,1
35121,3,62607,5
35121,4,57717,6
35121,5,54181,9
35121,6,54198,11
35121,7,59469,7
35121,8,63303,11
35121,9,59243,6
35121,10,54275,2
35121,11,50941,3
35121,12,46121,4
35121,13,39025,4
35121,14,28964,2
35121,15,19597,1
35121,16,21400,0
35131,0,78234,0
35131,1,84855,0
35131,2,85375,1
35131,3,88221,2
35131,4,92886,11
35131,5,94268,11
35131,6,97111,10
35131,7,105028,19
35131,8,103943,11
35131,9,89925,22
35131,10,79750,6
35131,11,73689,11
35131,12,63803,5
35131,13,50263,6
35131,14,36566,2
35131,15,24392,2
35131,16,26309,8
35132,0,162874,0
35132,1,177800,0
35132,2,176557,0
35132,3,183217,15
35132,4,206938,16
35132,5,224178,20
35132,6,227940,28
35132,7,237204,32
35132,8,232405,36
35132,9,196945,31
35132,10,171986,19
35132,11,159642,25
35132,12,142888,13
35132,13,117041,12
35132,14,86779,5
35132,15,59168,5
35132,16,68536,1
35133,0,25254,0
35133,1,27182,0
35133,2,27354,0
35133,3,27653,2
35133,4,28714,3
35133,5,30141,3
35133,6,30607,5
35133,7,31744,2
35133,8,31714,6
35133,9,27650,6
35133,10,25715,3
35133,11,25036,2
35133,12,22939,0
35133,13,19284,3
35133,14,14578,0
35133,15,9934,0
35133,16,11618,1
35141,0,58607,0
35141,1,64321,0
35141,2,63453,1
35141,3,64104,2
35141,4,68511,4
35141,5,72958,7
35141,6,76165,7
35141,7,82019,3
35141,8,81791,13
35141,9,72634,13
35141,10,66856,15
35141,11,63049,7
35141,12,56370,7
35141,13,46646,3
35141,14,34197,2
35141,15,22697,3
35141,16,23666,1
35142,0,47151,0
35142,1,51567,0
35142,2,51488,0
35142,3,53302,3
35142,4,56280,7
35142,5,57514,5
35142,6,58272,11
35142,7,62717,15
35142,8,63812,12
35142,9,58351,18
35142,10,55174,7
35142,11,53112,10
35142,12,47671,5
35142,13,39353,6
35142,14,29207,1
35142,15,19625,2
35142,16,22458,2
35143,0,35463,0
35143,1,38836,0
35143,2,39081,0
35143,3,40124,3
35143,4,41865,5
35143,5,43092,8
35143,6,44677,13
35143,7,47908,5
35143,8,48823,7
35143,9,43400,4
35143,10,40744,6
35143,11,40684,1
35143,12,38346,3
35143,13,32477,4
35143,14,24423,1
35143,15,16412,0
35143,16,17809,1
35151,0,50352,0
35151,1,56449,0
35151,2,57442,1
35151,3,58006,0
35151,4,58946,6
35151,5,61982,2
35151,6,65158,11
35151,7,70736,14
35151,8,72471,7
35151,9,65453,5
35151,10,61040,10
35151,11,58392,12
35151,12,52259,6
35151,13,43584,3
35151,14,33379,3
35151,15,23268,1
35151,16,27161,3
35152,0,9570,0
35152,1,9914,0
35152,2,9780,0
35152,3,9681,0
35152,4,10414,4
35152,5,10509,0
35152,6,10628,0
35152,7,11580,6
35152,8,12248,0
35152,9,11339,1
35152,10,10830,5
35152,11,10549,1
35152,12,9788,1
35152,13,8546,3
35152,14,6553,1
35152,15,4800,0
35152,16,5148,0
35153,0,16518,0
35153,1,18141,0
35153,2,18593,0
35153,3,18930,1
35153,4,18998,5
35153,5,19285,1
35153,6,20043,3
35153,7,21953,3
35153,8,23677,5
35153,9,22802,4
35153,10,22117,1
35153,11,21996,3
35153,12,20434,5
35153,13,16867,1
35153,14,12898,1
35153,15,9388,2
35153,16,10694,2
35154,0,20159,0
35154,1,22632,0
35154,2,22543,0
35154,3,23034,1
35154,4,24287,5
35154,5,24735,3
35154,6,25447,1
35154,7,27228,2
35154,8,28487,5
35154,9,26204,3
35154,10,24854,1
35154,11,24209,7
35154,12,22642,4
35154,13,19117,2
35154,14,14623,1
35154,15,10283,1
35154,16,11776,1
35155,0,139241,0
35155,1,149212,0
35155,2,146132,0
35155,3,146188,8
35155,4,161058,18
35155,5,174012,20
35155,6,180806,22
35155,7,189422,26
35155,8,190107,17
35155,9,167256,14
35155,10,150471,16
35155,11,141782,4
35155,12,126704,6
35155,13,103293,8
35155,14,77666,12
35155,15,54556,5
35155,16,62316,4
35156,0,19167,0
35156,1,20451,0
35156,2,20415,0
35156,3,20762,1
35156,4,21336,2
35156,5,21461,4
35156,6,22556,2
35156,7,24225,2
35156,8,23820,1
35156,9,21258,3
35156,10,19626,2
35156,11,18957,1
35156,12,16678,1
35156,13,13769,0
35156,14,10382,2
35156,15,7400,0
35156,16,8036,0
35157,0,33694,0
35157,1,36753,0
35157,2,36628,2
35157,3,36755,2
35157,4,39712,5
35157,5,41712,7
35157,6,43779,7
35157,7,46309,8
35157,8,46451,10
35157,9,41950,8
35157,10,39388,4
35157,11,38805,4
35157,12,36114,5
35157,13,30424,7
35157,14,23247,1
35157,15,16846,0
35157,16,18642,2
35161,0,96644,0
35161,1,105439,0
35161,2,105409,1
35161,3,108438,6
35161,4,113773,15
35161,5,114540,12
35161,6,114412,14
35161,7,119268,24
35161,8,119647,13
35161,9,105551,15
35161,10,93742,13
35161,11,85925,9
35161,12,76915,5
35161,13,61952,10
35161,14,45939,4
35161,15,30948,3
35161,16,31819,3
35162,0,57390,0
35162,1,61478,0
35162,2,60536,1
35162,3,62938,11
35162,4,62862,13
35162,5,61274,14
35162,6,60277,9
35162,7,62300,12
35162,8,62475,8
35162,9,56961,10
35162,10,51912,3
35162,11,48107,6
35162,12,41725,10
35162,13,32463,2
35162,14,24247,6
35162,15,16162,1
35162,16,15916,5
35163,0,344899,0
35163,1,375577,0
35163,2,367449,3
35163,3,370025,30
35163,4,395523,52
35163,5,411832,49
35163,6,422911,64
35163,7,447505,78
35163,8,445240,70
35163,9,390164,51
35163,10,343713,27
35163,11,315024,31
35163,12,278337,20
35163,13,221014,18
35163,14,157765,12
35163,15,103490,11
35163,16,107285,3
35171,0,203372,0
35171,1,228867,0
35171,2,227108,1
35171,3,224869,7
35171,4,234729,23
35171,5,239280,29
35171,6,249273,31
35171,7,269724,25
35171,8,275950,27
35171,9,243368,23
35171,10,213945,14
35171,11,197426,19
35171,12,174599,7
35171,13,142912,4
35171,14,105501,6
35171,15,68889,4
35171,16,68187,5
35172,0,83763,0
35172,1,91552,0
35172,2,91894,0
35172,3,93860,2
35172,4,96524,7
35172,5,97466,14
35172,6,99135,10
35172,7,104524,11
35172,8,108002,11
35172,9,98121,12
35172,10,91178,11
35172,11,88660,9
35172,12,79350,6
35172,13,64267,4
35172,14,47126,1
35172,15,31855,2
35172,16,33289,2
35173,0,69974,0
35173,1,77211,0
35173,2,76499,1
35173,3,75622,5
35173,4,76034,13
35173,5,77158,15
35173,6,78896,11
35173,7,84039,9
35173,8,87127,9
35173,9,77644,8
35173,10,66869,6
35173,11,58384,7
35173,12,50361,2
35173,13,40602,2
35173,14,28961,0
35173,15,18200,3
35173,16,17999,0
35174,0,114931,0
35174,1,128471,0
35174,2,126554,1
35174,3,126518,2
35174,4,133591,7
35174,5,137920,18
35174,6,141861,8
35174,7,151397,6
35174,8,155378,9
35174,9,136595,9
35174,10,122399,12
35174,11,113856,8
35174,12,101163,7
35174,13,82651,3
35174,14,59998,2
35174,15,39272,0
35174,16,40651,1
41001,0,61195,0
41001,1,67027,0
41001,2,66926,2
41001,3,68410,7
41001,4,65526,6
41001,5,65118,8
41001,6,64838,12
41001,7,65427,11
41001,8,66626,12
41001,9,62510,9
41001,10,60623,9
41001,11,58316,4
41001,12,51582,2
41001,13,41511,4
41001,14,29584,3
41001,15,17987,2
41001,16,16669,0
41002,0,635627,0
41002,1,731430,0
41002,2,729637,9
41002,3,760211,47
41002,4,844789,93
41002,5,884553,117
41002,6,874238,118
41002,7,875564,119
41002,8,881841,99
41002,9,782014,85
41002,10,707280,64
41002,11,636824,56
41002,12,540561,53
41002,13,426227,19
41002,14,311750,24
41002,15,203191,15
41002,16,208478,15
41003,0,132385,0
41003,1,144755,0
41003,2,142611,0
