release_id,method_version,geography_version,health_region_code,health_region_name,uf,municipality_count,population,area_km2,population_density,suicide_asmr,suicide_percentile,psychiatric_admission_rate,psychiatric_admission_percentile,caps_count,caps_rate,caps_percentile,mental_health_beds_sus_count,mental_health_beds_sus_rate,beds_percentile,psychiatrist_fte,psychiatrist_fte_rate,psychiatrist_fte_percentile,need_score,capacity_score,mismatch_score,lisa_local_i,lisa_p,lisa_q,lisa_significant,lisa_cluster,data_quality_flags
MDB_ANALYTICAL_2024_2,MDB_METHOD_1.1,BR_HEALTH_REGIONS_END2024_V1,17004,Cerrado Tocantins Araguaia,TO,23,156129,33211.635719970713,4.7010331353874575,12.347627924023156,0.86986301369863017,31.899702198082164,0.1484018264840182,3,1.9214880003074384,0.4497716894977169,0,0,0.31278538812785389,4.75,3.0423560004867767,0.51141552511415522,0.5091324200913242,0.42465753424657532,0.084474885844748882,0.18260553039752742,0.1265,0.2333340336134454,False,not_significant,ZERO_REGISTERED_BEDS
MDB_ANALYTICAL_2024_2,MDB_METHOD_1.1,BR_HEALTH_REGIONS_END2024_V1,17005,Ilha do Bananal,TO,18,184058,53977.550203448176,3.4098991026132577,11.181184229833192,0.76255707762557079,82.979414931573757,0.48401826484018262,3,1.6299210031620468,0.35159817351598172,0,0,0.31278538812785389,11.85,6.4381879624900851,0.954337899543379,0.62328767123287676,0.5395738203957382,0.083713850837138559,0.28809893900022132,0.021000000000000001,0.075565573770491806,True,high-high,ZERO_REGISTERED_BEDS
MDB_ANALYTICAL_2024_2,MDB_METHOD_1.1,BR_HEALTH_REGIONS_END2024_V1,17006,Capim Dourado,TO,14,398580,29774.04811649365,13.386825951261978,10.187416728477523,0.65753424657534243,100.36968937107029,0.57990867579908678,4,1.0035626473982635,0.1073059360730593,11,2.7597972803452255,0.79908675799086759,18.375,4.6101159114857744,0.80821917808219179,0.61872146118721461,0.57153729071537296,0.047184170471841647,0.22298101513160323,0.010999999999999999,0.050236082474226812,True,high-high,
MDB_ANALYTICAL_2024_2,MDB_METHOD_1.1,BR_HEALTH_REGIONS_END2024_V1,17007,Cantão,TO,15,132080,41729.453975320161,3.1651504493232863,12.135502217944968,0.85844748858447484,65.156362544254151,0.37214611872146119,1,0.75711689884918232,0.041095890410958902,0,0,0.31278538812785389,2.0750000000000002,1.5710175651120537,0.139269406392694,0.61529680365296802,0.16438356164383561,0.45091324200913241,1.0875134854677129,0.0608,0.15339770114942528,False,not_significant,ZERO_REGISTERED_BEDS
MDB_ANALYTICAL_2024_2,MDB_METHOD_1.1,BR_HEALTH_REGIONS_END2024_V1,17008,Amor Perfeito,TO,13,122941,37037.359943044605,3.3193780601278409,11.724516322437232,0.82876712328767121,74.836346889768521,0.4406392694063927,1,0.81339829674396658,0.052511415525114097,0,0,0.31278538812785389,1.75,1.4234470193019415,0.11872146118721461,0.63470319634703198,0.16133942161339421,0.47336377473363778,0.66943176837556284,0.1832,0.29484836363636369,False,not_significant,ZERO_REGISTERED_BEDS
MDB_ANALYTICAL_2024_2,MDB_METHOD_1.1,BR_HEALTH_REGIONS_END2024_V1,21001,Açailândia,MA,8,267609,18869.973790002041,14.181736709236365,8.3253870604673157,0.4452054794520548,36.929635412794013,0.17351598173515981,6,2.2420770601885587,0.57990867579908678,0,0,0.31278538812785389,6.0499999999999998,2.26076103569013,0.31050228310502281,0.3093607305936073,0.4010654490106545,-0.091704718417047193,0.055264853902608782,0.35639999999999999,0.4138646437994723,False,not_significant,ZERO_REGISTERED_BEDS
MDB_ANALYTICAL_2024_2,MDB_METHOD_1.1,BR_HEALTH_REGIONS_END2024_V1,21002,Bacabal,MA,11,262638,10461.584226484754,25.104993117113221,7.8960941756011351,0.38812785388127852,71.114665438399143,0.408675799086758,5,1.903761070370624,0.44292237442922372,0,0,0.31278538812785389,5.4750000000000005,2.084618372055834,0.24657534246575341,0.39840182648401823,0.33409436834094369,0.064307458143074536,-0.022621796072121062,0.42099999999999999,0.45420859950859949,False,not_significant,ZERO_REGISTERED_BEDS
MDB_ANALYTICAL_2024_2,MDB_METHOD_1.1,BR_HEALTH_REGIONS_END2024_V1,21003,Balsas,MA,13,240911,56085.648159430282,4.2954126038658078,8.876795166915274,0.5182648401826484,20.212186136113043,0.075342465753424598,3,1.2452731506655983,0.17351598173515981,0,0,0.31278538812785389,3.5499999999999998,1.4735732282876248,0.1301369863013698,0.29680365296803651,0.20547945205479451,0.091324200913242004,0.012672438793031725,0.46510000000000001,0.48258938679245289,False,not_significant,ZERO_REGISTERED_BEDS
MDB_ANALYTICAL_2024_2,MDB_METHOD_1.1,BR_HEALTH_REGIONS_END2024_V1,21004,Barra do Corda,MA,6,233267,25587.90230543747,9.1163002428077249,6.6863675882495102,0.25570776255707761,36.110756849938312,0.1712328767123287,4,1.71477319980966,0.38812785388127852,0,0,0.31278538812785389,4.5499999999999998,1.9505545147834884,0.21917808219178081,0.21347031963470314,0.30669710806697109,-0.093226788432267949,0.035442190564150086,0.40100000000000002,0.44454292929292932,False,not_significant,ZERO_REGISTERED_BEDS
MDB_ANALYTICAL_2024_2,MDB_METHOD_1.1,BR_HEALTH_REGIONS_END2024_V1,21005,Caxias,MA,7,294925,11928.08812545398,24.725253275975039,9.2790764977986626,0.56164383561643838,30.56989733703481,0.14155251141552511,9,3.0516232940578112,0.79908675799086759,0,0,0.31278538812785389,5.6499999999999995,1.9157412901585145,0.20547945205479451,0.35159817351598177,0.439117199391172,-0.087519025875190226,-0.01421087949729055,0.46289999999999998,0.48154763033175357,False,not_significant,ZERO_REGISTERED_BEDS
