health_region_code,health_region_name,uf,geography_version,population,person_years,suicide_asmr,psychiatric_admissions,psychiatric_admission_rate,caps_count,mental_health_beds_sus_count,psychiatrist_fte,caps_rate,mental_health_beds_sus_rate,psychiatrist_fte_rate,suicide_percentile,psychiatric_admission_percentile,caps_percentile,beds_percentile,psychiatrist_fte_percentile,need_score,capacity_score,mismatch_score,year,need_window_start,need_window_end,capacity_competence,temporal_version,release_id,quality_flags
13004,Médio Amazonas,AM,BR_HEALTH_REGIONS_END2024_V1,188053,557463,3.6933247799880462,14,2.5113774367088038,1,0,0.25,0.53176498114893145,0,0.13294124528723286,0.038812785388127852,0.0022831050228310501,0.011415525114155251,0.32077625570776258,0.015981735159817351,0.020547945205479451,0.11605783866057839,-0.095509893455098943,2022,2020,2022,2022-12,MDB_TEMPORAL_2022_2024_1,MDB_ANALYTICAL_2024_2,ZERO_REGISTERED_BEDS
13005,Baixo Amazonas,AM,BR_HEALTH_REGIONS_END2024_V1,245236,732210,7.9530433733544648,147,20.076207645347647,3,0,1.875,1.223311422466522,0,0.76456963904157615,0.47488584474885842,0.12785388127853881,0.19634703196347031,0.32077625570776258,0.057077625570776253,0.30136986301369861,0.19140030441400302,0.10996955859969559,2022,2020,2022,2022-12,MDB_TEMPORAL_2022_2024_1,MDB_ANALYTICAL_2024_2,ZERO_REGISTERED_BEDS
13006,Regional Purus,AM,BR_HEALTH_REGIONS_END2024_V1,142764,424265,3.5818400472978307,49,11.54938540770509,2,0,0.75,1.4009133955338882,0,0.52534252332520803,0.031963470319634701,0.059360730593607303,0.28538812785388129,0.32077625570776258,0.029680365296803651,0.045662100456621002,0.21194824961948253,-0.16628614916286152,2022,2020,2022,2022-12,MDB_TEMPORAL_2022_2024_1,MDB_ANALYTICAL_2024_2,ZERO_REGISTERED_BEDS
13007,Regional Juruá,AM,BR_HEALTH_REGIONS_END2024_V1,134422,401486,9.0608003323680659,59,14.695406564612464,2,0,1,1.4878516909434467,0,0.74392584547172336,0.63242009132420096,0.084474885844748854,0.33105022831050229,0.32077625570776258,0.054794520547945202,0.35844748858447489,0.23554033485540335,0.12290715372907154,2022,2020,2022,2022-12,MDB_TEMPORAL_2022_2024_1,MDB_ANALYTICAL_2024_2,ZERO_REGISTERED_BEDS
13008,Triângulo,AM,BR_HEALTH_REGIONS_END2024_V1,145054,431608,11.978639934035247,18,4.1704509647643233,1,0,1,0.68939843092917119,0,0.68939843092917119,0.88127853881278539,0.0091324200913242004,0.031963470319634701,0.32077625570776258,0.052511415525114152,0.4452054794520548,0.13508371385083714,0.31012176560121762,2022,2020,2022,2022-12,MDB_TEMPORAL_2022_2024_1,MDB_ANALYTICAL_2024_2,ZERO_REGISTERED_BEDS
13009,Alto Solimões,AM,BR_HEALTH_REGIONS_END2024_V1,275262,816442,14.883439905231905,6,0.7348960489538755,1,0,0.5,0.36329024711002611,0,0.18164512355501305,0.97945205479452058,0,0.0068493150684931503,0.32077625570776258,0.020547945205479451,0.48972602739726029,0.11605783866057839,0.37366818873668189,2022,2020,2022,2022-12,MDB_TEMPORAL_2022_2024_1,MDB_ANALYTICAL_2024_2,ZERO_REGISTERED_BEDS
14001,Centro Norte,RR,BR_HEALTH_REGIONS_END2024_V1,578267,1688461,8.8154797512742196,525,31.093403993340679,9,11,22.049999999999997,1.5563744775337343,1.9022354725412307,3.8131174699576484,0.60502283105022836,0.19634703196347031,0.36073059360730592,0.76027397260273977,0.78538812785388123,0.40068493150684936,0.63546423135464225,-0.23477929984779289,2022,2020,2022,2022-12,MDB_TEMPORAL_2022_2024_1,MDB_ANALYTICAL_2024_2,
14002,Sul,RR,BR_HEALTH_REGIONS_END2024_V1,95137,280890,4.1499072364259026,17,6.0521912492434762,2,0,1,2.102231518757161,0,1.0511157593785805,0.070776255707762553,0.025114155251141551,0.59817351598173518,0.32077625570776258,0.1095890410958904,0.047945205479452052,0.3428462709284627,-0.29490106544901062,2022,2020,2022,2022-12,MDB_TEMPORAL_2022_2024_1,MDB_ANALYTICAL_2024_2,ZERO_REGISTERED_BEDS
15001,Araguaia,PA,BR_HEALTH_REGIONS_END2024_V1,479403,1441011,8.4478864676587708,456,31.644449625991754,11,0,3.6999999999999997,2.2945204765093252,0,0.77179325118950026,0.54794520547945202,0.20776255707762556,0.66438356164383561,0.32077625570776258,0.061643835616438353,0.37785388127853881,0.3489345509893455,0.028919330289193301,2022,2020,2022,2022-12,MDB_TEMPORAL_2022_2024_1,MDB_ANALYTICAL_2024_2,ZERO_REGISTERED_BEDS
15002,Baixo Amazonas,PA,BR_HEALTH_REGIONS_END2024_V1,841073,2496200,6.7955295179526569,117,4.6871244291322816,9,0,5.1500000000000004,1.0700616950015041,0,0.61231308102863846,0.33561643835616439,0.011415525114155251,0.15525114155251141,0.32077625570776258,0.043378995433789952,0.17351598173515981,0.17313546423135465,0.00038051750380516114,2022,2020,2022,2022-12,MDB_TEMPORAL_2022_2024_1,MDB_ANALYTICAL_2024_2,ZERO_REGISTERED_BEDS
15003,Carajás,PA,BR_HEALTH_REGIONS_END2024_V1,985235,2900142,5.7951936052569986,1202,41.44624642517504,9,6,8.5250000000000004,0.91348764507960034,0.60899176338640026,0.86527579714484371,0.22374429223744291,0.28082191780821919,0.095890410958904104,0.68036529680365299,0.077625570776255703,0.25228310502283102,0.28462709284627091,-0.03234398782343989,2022,2020,2022,2022-12,MDB_TEMPORAL_2022_2024_1,MDB_ANALYTICAL_2024_2,
15004,Lago de Tucuruí,PA,BR_HEALTH_REGIONS_END2024_V1,280898,853754,5.2879519366460821,90,10.541678282034404,5,0,2.5499999999999998,1.7800055536173272,0,0.90780283234483694,0.16666666666666666,0.050228310502283102,0.4771689497716895,0.32077625570776258,0.084474885844748854,0.10844748858447488,0.2941400304414003,-0.18569254185692541,2022,2020,2022,2022-12,MDB_TEMPORAL_2022_2024_1,MDB_ANALYTICAL_2024_2,ZERO_REGISTERED_BEDS
15006,Metropolitana I,PA,BR_HEALTH_REGIONS_END2024_V1,2127484,6389208,3.4437091347178099,4998,78.225658015829197,15,0,37.5,0.70505818140112919,0,1.7626454535028231,0.018264840182648401,0.53424657534246578,0.036529680365296802,0.32077625570776258,0.26027397260273971,0.27625570776255709,0.20585996955859973,0.070395738203957364,2022,2020,2022,2022-12,MDB_TEMPORAL_2022_2024_1,MDB_ANALYTICAL_2024_2,ZERO_REGISTERED_BEDS
15007,Metropolitana II,PA,BR_HEALTH_REGIONS_END2024_V1,375538,1118241,3.1680162030595325,362,32.372270378210068,6,0,4.875,1.5977078218449265,0,1.2981376052490028,0.011415525114155251,0.21232876712328766,0.37899543378995432,0.32077625570776258,0.15068493150684931,0.11187214611872145,0.28348554033485535,-0.17161339421613389,2022,2020,2022,2022-12,MDB_TEMPORAL_2022_2024_1,MDB_ANALYTICAL_2024_2,ZERO_REGISTERED_BEDS
15008,Metropolitana III,PA,BR_HEALTH_REGIONS_END2024_V1,889374,2662809,4.9394305252775892,875,32.860036149795199,14,0,7.9500000000000002,1.5741409125969503,0,0.89388716108183963,0.14155251141552511,0.21461187214611871,0.36757990867579909,0.32077625570776258,0.082191780821917804,0.17808219178082191,0.25684931506849312,-0.078767123287671215,2022,2020,2022,2022-12,MDB_TEMPORAL_2022_2024_1,MDB_ANALYTICAL_2024_2,ZERO_REGISTERED_BEDS
15009,Rio Caetés,PA,BR_HEALTH_REGIONS_END2024_V1,536845,1605331,3.4443102726432047,1455,90.635513797466061,11,23,8.2249999999999996,2.0490085592675729,4.2842906239231064,1.5320995818159804,0.020547945205479451,0.591324200913242,0.5639269406392694,0.89726027397260277,0.20547945205479451,0.30593607305936071,0.55555555555555547,-0.24961948249619476,2022,2020,2022,2022-12,MDB_TEMPORAL_2022_2024_1,MDB_ANALYTICAL_2024_2,
15010,Tapajós,PA,BR_HEALTH_REGIONS_END2024_V1,260004,767532,7.7284841247750187,38,4.9509336418546717,3,0,1.625,1.1538284026399592,0,0.62499038476331137,0.4589041095890411,0.015981735159817351,0.18036529680365296,0.32077625570776258,0.045662100456621002,0.23744292237442921,0.18226788432267885,0.055175038051750364,2022,2020,2022,2022-12,MDB_TEMPORAL_2022_2024_1,MDB_ANALYTICAL_2024_2,ZERO_REGISTERED_BEDS
15011,Tocantins,PA,BR_HEALTH_REGIONS_END2024_V1,823077,2443609,4.3799740165269814,630,25.781538699521896,12,0,5.1749999999999998,1.457943788977216,0,0.62873825899642444,0.089041095890410954,0.16438356164383561,0.31506849315068491,0.32077625570776258,0.047945205479452052,0.12671232876712329,0.22792998477929985,-0.10121765601217655,2022,2020,2022,2022-12,MDB_TEMPORAL_2022_2024_1,MDB_ANALYTICAL_2024_2,ZERO_REGISTERED_BEDS
15012,Xingu,PA,BR_HEALTH_REGIONS_END2024_V1,389327,1150301,6.2553270884644414,188,16.343548340825574,8,0,3,2.0548279466874888,0,0.7705604800078083,0.27168949771689499,0.10273972602739725,0.57077625570776258,0.32077625570776258,0.059360730593607303,0.18721461187214611,0.3169710806697108,-0.12975646879756469,2022,2020,2022,2022-12,MDB_TEMPORAL_2022_2024_1,MDB_ANALYTICAL_2024_2,ZERO_REGISTERED_BEDS
15013,Marajó I,PA,BR_HEALTH_REGIONS_END2024_V1,243519,724888,3.338923748559246,65,8.9669024732096556,2,0,0,0.82129115181977574,0,0,0.015981735159817351,0.038812785388127852,0.059360730593607303,0.32077625570776258,0.0057077625570776253,0.027397260273972601,0.12861491628614916,-0.10121765601217655,2022,2020,2022,2022-12,MDB_TEMPORAL_2022_2024_1,MDB_ANALYTICAL_2024_2,ZERO_REGISTERED_BEDS
15014,Marajó II,PA,BR_HEALTH_REGIONS_END2024_V1,338268,1002364,6.0340684980215595,72,7.1830193422748625,5,0,2,1.4781179419868269,0,0.59124717679473082,0.25342465753424659,0.029680365296803651,0.32648401826484019,0.32077625570776258,0.041095890410958902,0.14155251141552511,0.22945205479452055,-0.087899543378995443,2022,2020,2022,2022-12,MDB_TEMPORAL_2022_2024_1,MDB_ANALYTICAL_2024_2,ZERO_REGISTERED_BEDS
16001,Área Central,AP,BR_HEALTH_REGIONS_END2024_V1,536730,1598476,8.0310348428320975,181,11.323285429371477,5,0,4.25,0.93156708214558537,0,0.79183201982374751,0.49771689497716892,0.057077625570776253,0.1050228310502283,0.32077625570776258,0.068493150684931503,0.2773972602739726,0.1647640791476408,0.11263318112633181,2022,2020,2022,2022-12,MDB_TEMPORAL_2022_2024_1,MDB_ANALYTICAL_2024_2,ZERO_REGISTERED_BEDS
16002,Área Norte,AP,BR_HEALTH_REGIONS_END2024_V1,66859,198445,9.2781864195637631,41,20.660636448386203,1,0,0,1.4956849489223591,0,0,0.65753424657534243,0.13470319634703196,0.33561643835616439,0.32077625570776258,0.0057077625570776253,0.39611872146118721,0.22070015220700154,0.17541856925418567,2022,2020,2022,2022-12,MDB_TEMPORAL_2022_2024_1,MDB_ANALYTICAL_2024_2,ZERO_REGISTERED_BEDS
16003,Área Sudoeste,AP,BR_HEALTH_REGIONS_END2024_V1,191868,574940,7.4536901435923069,31,5.3918669774237316,4,0,1.5,2.0847666103779683,0,0.78178747889173805,0.4269406392694064,0.022831050228310501,0.58675799086757996,0.32077625570776258,0.066210045662100453,0.22488584474885845,0.3245814307458143,-0.099695585996955854,2022,2020,2022,2022-12,MDB_TEMPORAL_2022_2024_1,MDB_ANALYTICAL_2024_2,ZERO_REGISTERED_BEDS
17001,Médio Norte Araguaia,TO,BR_HEALTH_REGIONS_END2024_V1,288376,861777,10.447080225682218,679,78.79068482913793,3,10,10.649999999999999,1.0403084861430909,3.467694953810303,3.6930951258079725,0.78767123287671237,0.5365296803652968,0.14611872146118721,0.84931506849315064,0.76027397260273977,0.66210045662100458,0.5852359208523592,0.076864535768645381,2022,2020,2022,2022-12,MDB_TEMPORAL_2022_2024_1,MDB_ANALYTICAL_2024_2,
17002,Bico do Papagaio,TO,BR_HEALTH_REGIONS_END2024_V1,202958,608666,6.3212362040743475,80,13.143497418945696,6,0,2.6000000000000001,2.9562766680791102,0,1.281053222834281,0.27625570776255709,0.075342465753424653,0.81735159817351599,0.32077625570776258,0.14611872146118721,0.17579908675799089,0.42808219178082191,-0.25228310502283102,2022,2020,2022,2022-12,MDB_TEMPORAL_2022_2024_1,MDB_ANALYTICAL_2024_2,ZERO_REGISTERED_BEDS
17003,Sudeste,TO,BR_HEALTH_REGIONS_END2024_V1,90322,272678,9.3881553007733043,122,44.741416615935279,2,0,1.25,2.2142999490711013,0,1.3839374681694381,0.66894977168949776,0.30593607305936071,0.64155251141552516,0.32077625570776258,0.16894977168949771,0.48744292237442921,0.37709284627092848,0.11035007610350073,2022,2020,2022,2022-12,MDB_TEMPORAL_2022_2024_1,MDB_ANALYTICAL_2024_2,ZERO_REGISTERED_BEDS
17004,Cerrado Tocantins Araguaia,TO,BR_HEALTH_REGIONS_END2024_V1,155532,465845,11.595059418354438,110,23.613004325473064,3,0,2.25,1.9288635136177763,0,1.4466476352133324,0.86073059360730597,0.15296803652968036,0.52054794520547942,0.32077625570776258,0.18493150684931506,0.50684931506849318,0.34208523592085238,0.1647640791476408,2022,2020,2022,2022-12,MDB_TEMPORAL_2022_2024_1,MDB_ANALYTICAL_2024_2,ZERO_REGISTERED_BEDS
17005,Ilha do Bananal,TO,BR_HEALTH_REGIONS_END2024_V1,183266,548725,9.1544468582091998,210,38.270536243109021,3,0,8.25,1.6369648489081443,0,4.501653334497397,0.63698630136986301,0.25114155251141551,0.408675799086758,0.32077625570776258,0.87442922374429222,0.44406392694063923,0.53462709284627097,-0.090563165905631737,2022,2020,2022,2022-12,MDB_TEMPORAL_2022_2024_1,MDB_ANALYTICAL_2024_2,ZERO_REGISTERED_BEDS
17006,Capim Dourado,TO,BR_HEALTH_REGIONS_END2024_V1,386721,1140973,8.0716332653180398,865,75.812486360325792,3,11,17.175000000000001,0.77575306228521335,2.8444278950457824,4.4411862815828469,0.5,0.51369863013698636,0.050228310502283102,0.81278538812785384,0.86073059360730597,0.50684931506849318,0.57458143074581425,-0.06773211567732107,2022,2020,2022,2022-12,MDB_TEMPORAL_2022_2024_1,MDB_ANALYTICAL_2024_2,
17007,Cantão,TO,BR_HEALTH_REGIONS_END2024_V1,129988,387242,7.4220390837887447,245,63.267930648018556,1,0,1.95,0.7693017817029264,0,1.5001384743207065,0.42009132420091322,0.44292237442922372,0.047945205479452052,0.32077625570776258,0.19863013698630136,0.43150684931506844,0.189117199391172,0.24238964992389644,2022,2020,2022,2022-12,MDB_TEMPORAL_2022_2024_1,MDB_ANALYTICAL_2024_2,ZERO_REGISTERED_BEDS
17008,Amor Perfeito,TO,BR_HEALTH_REGIONS_END2024_V1,120417,358074,12.541311726505104,308,86.015739763289147,1,0,2,0.83044752817293244,0,1.6608950563458649,0.90639269406392697,0.5730593607305936,0.063926940639269403,0.32077625570776258,0.23059360730593606,0.73972602739726034,0.20509893455098935,0.53462709284627097,2022,2020,2022,2022-12,MDB_TEMPORAL_2022_2024_1,MDB_ANALYTICAL_2024_2,ZERO_REGISTERED_BEDS
21001,Açailândia,MA,BR_HEALTH_REGIONS_END2024_V1,270384,814512,7.2530271907060024,323,39.65564657119846,4,0,3.2000000000000002,1.4793774779572755,0,1.1835019823658206,0.39726027397260272,0.26255707762557079,0.32876712328767121,0.32077625570776258,0.13013698630136986,0.32990867579908678,0.25989345509893452,0.070015220700152259,2022,2020,2022,2022-12,MDB_TEMPORAL_2022_2024_1,MDB_ANALYTICAL_2024_2,ZERO_REGISTERED_BEDS
21002,Bacabal,MA,BR_HEALTH_REGIONS_END2024_V1,264277,794867,5.9137332644399736,463,58.248738468196564,4,0,7.4500000000000002,1.5135634201992607,0,2.8190118701211229,0.23972602739726026,0.41552511415525112,0.34018264840182649,0.32077625570776258,0.57077625570776258,0.3276255707762557,0.41057838660578394,-0.082952815829528237,2022,2020,2022,2022-12,MDB_TEMPORAL_2022_2024_1,MDB_ANALYTICAL_2024_2,ZERO_REGISTERED_BEDS
21003,Balsas,MA,BR_HEALTH_REGIONS_END2024_V1,237478,706914,8.0722021853587211,174,24.614026600123921,3,0,3.4499999999999997,1.2632749138867601,0,1.4527661509697738,0.50228310502283102,0.15753424657534246,0.21461187214611871,0.32077625570776258,0.18721461187214611,0.32990867579908673,0.24086757990867577,0.089041095890410954,2022,2020,2022,2022-12,MDB_TEMPORAL_2022_2024_1,MDB_ANALYTICAL_2024_2,ZERO_REGISTERED_BEDS
21004,Barra do Corda,MA,BR_HEALTH_REGIONS_END2024_V1,232031,693983,4.5478857010729543,253,36.456224432010586,3,0,2.6499999999999999,1.2929306859859244,0,1.1420887726208997,0.1050228310502283,0.23515981735159816,0.22602739726027396,0.32077625570776258,0.12328767123287671,0.17009132420091322,0.22336377473363775,-0.05327245053272453,2022,2020,2022,2022-12,MDB_TEMPORAL_2022_2024_1,MDB_ANALYTICAL_2024_2,ZERO_REGISTERED_BEDS
21005,Caxias,MA,BR_HEALTH_REGIONS_END2024_V1,296145,890079,8.0068894423443293,389,43.703985825977249,7,0,3.3500000000000005,2.3637069678704687,0,1.1312026203380103,0.48858447488584472,0.29908675799086759,0.68493150684931503,0.32077625570776258,0.12100456621004566,0.39383561643835618,0.37557077625570773,0.018264840182648456,2022,2020,2022,2022-12,MDB_TEMPORAL_2022_2024_1,MDB_ANALYTICAL_2024_2,ZERO_REGISTERED_BEDS
21006,Chapadinha,MA,BR_HEALTH_REGIONS_END2024_V1,362884,1089059,3.6062200396082424,472,43.34016797987988,2,0,5.375,0.55114030929994162,0,1.4811895812435929,0.034246575342465752,0.29680365296803651,0.013698630136986301,0.32077625570776258,0.18949771689497716,0.16552511415525112,0.17465753424657535,-0.0091324200913242282,2022,2020,2022,2022-12,MDB_TEMPORAL_2022_2024_1,MDB_ANALYTICAL_2024_2,ZERO_REGISTERED_BEDS
21007,Codó,MA,BR_HEALTH_REGIONS_END2024_V1,295241,889361,5.07143613249319,649,72.973741821375128,4,0,6.7999999999999998,1.3548253799438426,0,2.3032031459045323,0.15296803652968036,0.48858447488584472,0.25342465753424659,0.32077625570776258,0.41552511415525112,0.32077625570776253,0.32990867579908678,-0.0091324200913242559,2022,2020,2022,2022-12,MDB_TEMPORAL_2022_2024_1,MDB_ANALYTICAL_2024_2,ZERO_REGISTERED_BEDS
21008,Imperatriz,MA,BR_HEALTH_REGIONS_END2024_V1,555298,1659966,7.4835762460104744,278,16.747330969429495,9,0,9.9749999999999996,1.6207513803399256,0,1.7963327798767508,0.42922374429223742,0.10730593607305935,0.38584474885844749,0.32077625570776258,0.27625570776255709,0.2682648401826484,0.3276255707762557,-0.059360730593607303,2022,2020,2022,2022-12,MDB_TEMPORAL_2022_2024_1,MDB_ANALYTICAL_2024_2,ZERO_REGISTERED_BEDS
21009,Itapecuru Mirim,MA,BR_HEALTH_REGIONS_END2024_V1,367883,1104060,4.0364665438915655,817,73.99960147093455,4,0,6.6500000000000004,1.0873022129318288,0,1.8076399289991656,0.063926940639269403,0.50228310502283102,0.16438356164383561,0.32077625570776258,0.27853881278538811,0.28310502283105021,0.2545662100456621,0.028538812785388112,2022,2020,2022,2022-12,MDB_TEMPORAL_2022_2024_1,MDB_ANALYTICAL_2024_2,ZERO_REGISTERED_BEDS
21010,Pedreiras,MA,BR_HEALTH_REGIONS_END2024_V1,214071,644490,6.0498811662059291,588,91.234929944607359,7,0,4.5,3.269943149702669,0,2.1021063105231441,0.25570776255707761,0.59360730593607303,0.86757990867579904,0.32077625570776258,0.37442922374429222,0.42465753424657532,0.52092846270928461,-0.096270928462709293,2022,2020,2022,2022-12,MDB_TEMPORAL_2022_2024_1,MDB_ANALYTICAL_2024_2,ZERO_REGISTERED_BEDS
21011,Pinheiro,MA,BR_HEALTH_REGIONS_END2024_V1,401230,1200844,3.659130041304302,601,50.048132813254675,8,0,3.6749999999999998,1.9938688532761759,0,0.91593350447374322,0.036529680365296802,0.34703196347031962,0.54337899543378998,0.32077625570776258,0.086757990867579904,0.19178082191780821,0.3169710806697108,-0.12519025875190259,2022,2020,2022,2022-12,MDB_TEMPORAL_2022_2024_1,MDB_ANALYTICAL_2024_2,ZERO_REGISTERED_BEDS
21012,Presidente Dutra,MA,BR_HEALTH_REGIONS_END2024_V1,283300,851514,5.4843004392227517,531,62.359514934575351,9,0,3.8000000000000003,3.176844334627603,0,1.3413342746205437,0.18264840182648401,0.43835616438356162,0.86529680365296802,0.32077625570776258,0.15981735159817351,0.31050228310502281,0.44863013698630133,-0.13812785388127852,2022,2020,2022,2022-12,MDB_TEMPORAL_2022_2024_1,MDB_ANALYTICAL_2024_2,ZERO_REGISTERED_BEDS
21013,Rosário,MA,BR_HEALTH_REGIONS_END2024_V1,294787,882238,3.8488486103510988,650,73.676264228020102,6,0,5.2750000000000004,2.0353679097110797,0,1.7894276206209909,0.043378995433789952,0.49771689497716892,0.55936073059360736,0.32077625570776258,0.26940639269406391,0.27054794520547942,0.38318112633181128,-0.11263318112633186,2022,2020,2022,2022-12,MDB_TEMPORAL_2022_2024_1,MDB_ANALYTICAL_2024_2,ZERO_REGISTERED_BEDS
