origin_region,destination_region,admissions,flow_version,contribution_id
35072,35072,11,MDB_HOSPITAL_FLOW_METHOD_1.0,9217
35072,35072,15,MDB_HOSPITAL_FLOW_METHOD_1.0,9218
35072,35141,18,MDB_HOSPITAL_FLOW_METHOD_1.0,9219
35072,35074,15,MDB_HOSPITAL_FLOW_METHOD_1.0,9221
35072,35072,99,MDB_HOSPITAL_FLOW_METHOD_1.0,9223
35072,35072,13,MDB_HOSPITAL_FLOW_METHOD_1.0,9226
35072,35072,52,MDB_HOSPITAL_FLOW_METHOD_1.0,9227
35072,35141,7,MDB_HOSPITAL_FLOW_METHOD_1.0,9228
35072,35016,41,MDB_HOSPITAL_FLOW_METHOD_1.0,9230
35062,35063,8,MDB_HOSPITAL_FLOW_METHOD_1.0,9234
35062,35062,32,MDB_HOSPITAL_FLOW_METHOD_1.0,9235
35062,35064,21,MDB_HOSPITAL_FLOW_METHOD_1.0,9236
35095,35091,19,MDB_HOSPITAL_FLOW_METHOD_1.0,9238
35095,35093,12,MDB_HOSPITAL_FLOW_METHOD_1.0,9239
35095,52011,41,MDB_HOSPITAL_FLOW_METHOD_1.0,9241
35061,35064,6,MDB_HOSPITAL_FLOW_METHOD_1.0,9243
35032,35031,25,MDB_HOSPITAL_FLOW_METHOD_1.0,9248
35032,35033,5,MDB_HOSPITAL_FLOW_METHOD_1.0,9251
35032,35032,22,MDB_HOSPITAL_FLOW_METHOD_1.0,9252
35155,35155,69,MDB_HOSPITAL_FLOW_METHOD_1.0,9255
35033,35031,8,MDB_HOSPITAL_FLOW_METHOD_1.0,9261
35033,35033,246,MDB_HOSPITAL_FLOW_METHOD_1.0,9262
35163,35163,16,MDB_HOSPITAL_FLOW_METHOD_1.0,9267
35155,35155,31,MDB_HOSPITAL_FLOW_METHOD_1.0,9268
35113,35113,17,MDB_HOSPITAL_FLOW_METHOD_1.0,9269
35113,35112,44,MDB_HOSPITAL_FLOW_METHOD_1.0,9270
35064,35063,35,MDB_HOSPITAL_FLOW_METHOD_1.0,9274
35064,35064,34,MDB_HOSPITAL_FLOW_METHOD_1.0,9275
35083,35081,14,MDB_HOSPITAL_FLOW_METHOD_1.0,9276
35083,35083,75,MDB_HOSPITAL_FLOW_METHOD_1.0,9277
35171,35141,6,MDB_HOSPITAL_FLOW_METHOD_1.0,9281
35171,35171,16,MDB_HOSPITAL_FLOW_METHOD_1.0,9282
35121,35121,18,MDB_HOSPITAL_FLOW_METHOD_1.0,9285
35121,35163,12,MDB_HOSPITAL_FLOW_METHOD_1.0,9286
35173,35173,211,MDB_HOSPITAL_FLOW_METHOD_1.0,9287
35121,35121,31,MDB_HOSPITAL_FLOW_METHOD_1.0,9289
35121,35163,9,MDB_HOSPITAL_FLOW_METHOD_1.0,9291
35022,35022,94,MDB_HOSPITAL_FLOW_METHOD_1.0,9293
35022,35023,67,MDB_HOSPITAL_FLOW_METHOD_1.0,9294
35072,35074,9,MDB_HOSPITAL_FLOW_METHOD_1.0,9298
35072,35072,18,MDB_HOSPITAL_FLOW_METHOD_1.0,9299
35072,35072,1743,MDB_HOSPITAL_FLOW_METHOD_1.0,9301
35072,35016,9,MDB_HOSPITAL_FLOW_METHOD_1.0,9303
35112,35112,31,MDB_HOSPITAL_FLOW_METHOD_1.0,9306
35112,35112,49,MDB_HOSPITAL_FLOW_METHOD_1.0,9307
35154,35151,8,MDB_HOSPITAL_FLOW_METHOD_1.0,9309
35091,35091,40,MDB_HOSPITAL_FLOW_METHOD_1.0,9311
35091,35093,6,MDB_HOSPITAL_FLOW_METHOD_1.0,9313
35094,35091,27,MDB_HOSPITAL_FLOW_METHOD_1.0,9314
35094,35093,20,MDB_HOSPITAL_FLOW_METHOD_1.0,9316
35094,35093,9,MDB_HOSPITAL_FLOW_METHOD_1.0,9318
35163,35016,11,MDB_HOSPITAL_FLOW_METHOD_1.0,9321
35163,35163,16,MDB_HOSPITAL_FLOW_METHOD_1.0,9322
35104,35104,8,MDB_HOSPITAL_FLOW_METHOD_1.0,9324
35155,35152,17,MDB_HOSPITAL_FLOW_METHOD_1.0,9325
35155,35155,5,MDB_HOSPITAL_FLOW_METHOD_1.0,9326
35082,35081,18,MDB_HOSPITAL_FLOW_METHOD_1.0,9328
35082,35083,10,MDB_HOSPITAL_FLOW_METHOD_1.0,9329
35082,35082,97,MDB_HOSPITAL_FLOW_METHOD_1.0,9330
35082,35132,12,MDB_HOSPITAL_FLOW_METHOD_1.0,9331
35102,35104,18,MDB_HOSPITAL_FLOW_METHOD_1.0,9333
35151,35151,60,MDB_HOSPITAL_FLOW_METHOD_1.0,9334
35111,35111,8,MDB_HOSPITAL_FLOW_METHOD_1.0,9336
35111,35112,38,MDB_HOSPITAL_FLOW_METHOD_1.0,9337
35162,35163,9,MDB_HOSPITAL_FLOW_METHOD_1.0,9338
35061,35063,48,MDB_HOSPITAL_FLOW_METHOD_1.0,9339
35061,35064,27,MDB_HOSPITAL_FLOW_METHOD_1.0,9341
35151,35151,42,MDB_HOSPITAL_FLOW_METHOD_1.0,9343
35151,35151,18,MDB_HOSPITAL_FLOW_METHOD_1.0,9344
35041,35041,6,MDB_HOSPITAL_FLOW_METHOD_1.0,9348
35041,35141,5,MDB_HOSPITAL_FLOW_METHOD_1.0,9349
35041,35041,163,MDB_HOSPITAL_FLOW_METHOD_1.0,9351
35041,35016,10,MDB_HOSPITAL_FLOW_METHOD_1.0,9353
35013,35014,31,MDB_HOSPITAL_FLOW_METHOD_1.0,9358
35013,35013,21,MDB_HOSPITAL_FLOW_METHOD_1.0,9359
35013,35013,14,MDB_HOSPITAL_FLOW_METHOD_1.0,9361
35013,35014,17,MDB_HOSPITAL_FLOW_METHOD_1.0,9362
35013,35016,280,MDB_HOSPITAL_FLOW_METHOD_1.0,9366
35013,35013,112,MDB_HOSPITAL_FLOW_METHOD_1.0,9367
35161,35161,84,MDB_HOSPITAL_FLOW_METHOD_1.0,9369
35161,35161,44,MDB_HOSPITAL_FLOW_METHOD_1.0,9370
35161,35016,15,MDB_HOSPITAL_FLOW_METHOD_1.0,9371
35161,35163,36,MDB_HOSPITAL_FLOW_METHOD_1.0,9372
35162,35163,79,MDB_HOSPITAL_FLOW_METHOD_1.0,9377
35014,35014,43,MDB_HOSPITAL_FLOW_METHOD_1.0,9379
35014,35014,47,MDB_HOSPITAL_FLOW_METHOD_1.0,9380
35014,35013,72,MDB_HOSPITAL_FLOW_METHOD_1.0,9381
35014,35011,6,MDB_HOSPITAL_FLOW_METHOD_1.0,9382
35014,35014,109,MDB_HOSPITAL_FLOW_METHOD_1.0,9383
35014,35065,10,MDB_HOSPITAL_FLOW_METHOD_1.0,9386
35014,35014,8,MDB_HOSPITAL_FLOW_METHOD_1.0,9387
35014,35016,131,MDB_HOSPITAL_FLOW_METHOD_1.0,9389
35014,35013,9,MDB_HOSPITAL_FLOW_METHOD_1.0,9390
35141,35142,162,MDB_HOSPITAL_FLOW_METHOD_1.0,9392
35141,35141,1334,MDB_HOSPITAL_FLOW_METHOD_1.0,9393
35033,35031,22,MDB_HOSPITAL_FLOW_METHOD_1.0,9396
35033,35033,41,MDB_HOSPITAL_FLOW_METHOD_1.0,9398
35033,35033,12,MDB_HOSPITAL_FLOW_METHOD_1.0,9399
35061,35063,28,MDB_HOSPITAL_FLOW_METHOD_1.0,9403
35061,35061,103,MDB_HOSPITAL_FLOW_METHOD_1.0,9404
35061,35064,26,MDB_HOSPITAL_FLOW_METHOD_1.0,9405
35064,35063,17,MDB_HOSPITAL_FLOW_METHOD_1.0,9408
35064,35064,22,MDB_HOSPITAL_FLOW_METHOD_1.0,9409
35064,35064,13,MDB_HOSPITAL_FLOW_METHOD_1.0,9410
35022,35022,12,MDB_HOSPITAL_FLOW_METHOD_1.0,9412
35022,35023,12,MDB_HOSPITAL_FLOW_METHOD_1.0,9413
35011,35011,25,MDB_HOSPITAL_FLOW_METHOD_1.0,9420
35011,35011,73,MDB_HOSPITAL_FLOW_METHOD_1.0,9422
35011,35141,19,MDB_HOSPITAL_FLOW_METHOD_1.0,9423
35011,35011,1500,MDB_HOSPITAL_FLOW_METHOD_1.0,9424
35011,35011,13,MDB_HOSPITAL_FLOW_METHOD_1.0,9426
35011,35016,96,MDB_HOSPITAL_FLOW_METHOD_1.0,9429
35162,35162,10,MDB_HOSPITAL_FLOW_METHOD_1.0,9431
35162,35163,54,MDB_HOSPITAL_FLOW_METHOD_1.0,9433
35121,35121,9,MDB_HOSPITAL_FLOW_METHOD_1.0,9437
35072,35072,10,MDB_HOSPITAL_FLOW_METHOD_1.0,9440
35072,35074,44,MDB_HOSPITAL_FLOW_METHOD_1.0,9441
35072,35072,6,MDB_HOSPITAL_FLOW_METHOD_1.0,9442
35072,35072,16,MDB_HOSPITAL_FLOW_METHOD_1.0,9444
35072,35141,6,MDB_HOSPITAL_FLOW_METHOD_1.0,9445
35072,35072,32,MDB_HOSPITAL_FLOW_METHOD_1.0,9446
35072,35016,5,MDB_HOSPITAL_FLOW_METHOD_1.0,9450
35063,35063,25,MDB_HOSPITAL_FLOW_METHOD_1.0,9453
35063,35063,25,MDB_HOSPITAL_FLOW_METHOD_1.0,9454
35063,35064,21,MDB_HOSPITAL_FLOW_METHOD_1.0,9455
35104,35104,9,MDB_HOSPITAL_FLOW_METHOD_1.0,9459
35104,35016,11,MDB_HOSPITAL_FLOW_METHOD_1.0,9461
35081,35081,7,MDB_HOSPITAL_FLOW_METHOD_1.0,9462
35143,35142,16,MDB_HOSPITAL_FLOW_METHOD_1.0,9464
35143,35141,16,MDB_HOSPITAL_FLOW_METHOD_1.0,9465
35163,35101,18,MDB_HOSPITAL_FLOW_METHOD_1.0,9467
35163,35163,2553,MDB_HOSPITAL_FLOW_METHOD_1.0,9470
35163,35161,16,MDB_HOSPITAL_FLOW_METHOD_1.0,9475
35163,35016,8,MDB_HOSPITAL_FLOW_METHOD_1.0,9476
35163,35163,97,MDB_HOSPITAL_FLOW_METHOD_1.0,9477
35073,35072,5,MDB_HOSPITAL_FLOW_METHOD_1.0,9480
35073,35074,7,MDB_HOSPITAL_FLOW_METHOD_1.0,9481
35073,35072,30,MDB_HOSPITAL_FLOW_METHOD_1.0,9484
35073,35141,9,MDB_HOSPITAL_FLOW_METHOD_1.0,9485
35073,35073,145,MDB_HOSPITAL_FLOW_METHOD_1.0,9486
35073,35073,6,MDB_HOSPITAL_FLOW_METHOD_1.0,9487
35083,35081,91,MDB_HOSPITAL_FLOW_METHOD_1.0,9489
35083,35083,35,MDB_HOSPITAL_FLOW_METHOD_1.0,9490
35083,35083,214,MDB_HOSPITAL_FLOW_METHOD_1.0,9491
35083,35065,12,MDB_HOSPITAL_FLOW_METHOD_1.0,9492
35051,35051,19,MDB_HOSPITAL_FLOW_METHOD_1.0,9496
35131,35132,202,MDB_HOSPITAL_FLOW_METHOD_1.0,9499
35131,35132,29,MDB_HOSPITAL_FLOW_METHOD_1.0,9500
35171,35141,5,MDB_HOSPITAL_FLOW_METHOD_1.0,9504
35171,35171,1728,MDB_HOSPITAL_FLOW_METHOD_1.0,9505
35171,35171,35,MDB_HOSPITAL_FLOW_METHOD_1.0,9509
35171,35016,19,MDB_HOSPITAL_FLOW_METHOD_1.0,9510
35156,35156,144,MDB_HOSPITAL_FLOW_METHOD_1.0,9511
35156,35155,13,MDB_HOSPITAL_FLOW_METHOD_1.0,9512
35121,35121,20,MDB_HOSPITAL_FLOW_METHOD_1.0,9514
35121,35163,15,MDB_HOSPITAL_FLOW_METHOD_1.0,9516
35072,35074,73,MDB_HOSPITAL_FLOW_METHOD_1.0,9518
35072,35072,12,MDB_HOSPITAL_FLOW_METHOD_1.0,9519
35072,35072,53,MDB_HOSPITAL_FLOW_METHOD_1.0,9520
35072,35141,51,MDB_HOSPITAL_FLOW_METHOD_1.0,9521
35072,35072,83,MDB_HOSPITAL_FLOW_METHOD_1.0,9522
35153,35151,165,MDB_HOSPITAL_FLOW_METHOD_1.0,9523
35153,35155,16,MDB_HOSPITAL_FLOW_METHOD_1.0,9527
35171,35171,17,MDB_HOSPITAL_FLOW_METHOD_1.0,9529
35014,35014,58,MDB_HOSPITAL_FLOW_METHOD_1.0,9531
35014,35014,16,MDB_HOSPITAL_FLOW_METHOD_1.0,9532
35014,35014,12,MDB_HOSPITAL_FLOW_METHOD_1.0,9534
35014,35016,28,MDB_HOSPITAL_FLOW_METHOD_1.0,9536
35014,35013,14,MDB_HOSPITAL_FLOW_METHOD_1.0,9537
35132,35132,130,MDB_HOSPITAL_FLOW_METHOD_1.0,9539
35132,35132,6,MDB_HOSPITAL_FLOW_METHOD_1.0,9540
35132,35132,29,MDB_HOSPITAL_FLOW_METHOD_1.0,9541
35073,35074,20,MDB_HOSPITAL_FLOW_METHOD_1.0,9542
35073,35073,52,MDB_HOSPITAL_FLOW_METHOD_1.0,9546
35073,35073,8,MDB_HOSPITAL_FLOW_METHOD_1.0,9547
35064,35063,84,MDB_HOSPITAL_FLOW_METHOD_1.0,9551
35064,35064,1851,MDB_HOSPITAL_FLOW_METHOD_1.0,9552
35064,35065,31,MDB_HOSPITAL_FLOW_METHOD_1.0,9553
35064,35093,5,MDB_HOSPITAL_FLOW_METHOD_1.0,9554
35064,35016,8,MDB_HOSPITAL_FLOW_METHOD_1.0,9556
35071,35074,6,MDB_HOSPITAL_FLOW_METHOD_1.0,9560
35071,35072,9,MDB_HOSPITAL_FLOW_METHOD_1.0,9563
35071,35141,9,MDB_HOSPITAL_FLOW_METHOD_1.0,9564
35113,35065,36,MDB_HOSPITAL_FLOW_METHOD_1.0,9566
35113,35112,31,MDB_HOSPITAL_FLOW_METHOD_1.0,9567
35113,35113,16,MDB_HOSPITAL_FLOW_METHOD_1.0,9568
35156,35155,81,MDB_HOSPITAL_FLOW_METHOD_1.0,9572
35093,35093,22,MDB_HOSPITAL_FLOW_METHOD_1.0,9576
35093,35093,17,MDB_HOSPITAL_FLOW_METHOD_1.0,9577
35073,35072,8,MDB_HOSPITAL_FLOW_METHOD_1.0,9581
35073,35074,75,MDB_HOSPITAL_FLOW_METHOD_1.0,9582
35073,35011,8,MDB_HOSPITAL_FLOW_METHOD_1.0,9587
35073,35072,51,MDB_HOSPITAL_FLOW_METHOD_1.0,9588
35073,35141,16,MDB_HOSPITAL_FLOW_METHOD_1.0,9589
35073,35073,2066,MDB_HOSPITAL_FLOW_METHOD_1.0,9592
35073,35016,23,MDB_HOSPITAL_FLOW_METHOD_1.0,9594
35073,35073,15,MDB_HOSPITAL_FLOW_METHOD_1.0,9595
35111,35111,79,MDB_HOSPITAL_FLOW_METHOD_1.0,9596
35111,35112,68,MDB_HOSPITAL_FLOW_METHOD_1.0,9597
35111,35095,37,MDB_HOSPITAL_FLOW_METHOD_1.0,9599
35121,35121,20,MDB_HOSPITAL_FLOW_METHOD_1.0,9600
35121,35163,26,MDB_HOSPITAL_FLOW_METHOD_1.0,9602
35013,35013,5,MDB_HOSPITAL_FLOW_METHOD_1.0,9604
35013,35016,14,MDB_HOSPITAL_FLOW_METHOD_1.0,9608
35013,35013,17,MDB_HOSPITAL_FLOW_METHOD_1.0,9609
35063,35063,45,MDB_HOSPITAL_FLOW_METHOD_1.0,9612
35063,35064,22,MDB_HOSPITAL_FLOW_METHOD_1.0,9613
35063,35063,31,MDB_HOSPITAL_FLOW_METHOD_1.0,9614
35063,35016,13,MDB_HOSPITAL_FLOW_METHOD_1.0,9615
35022,35016,12,MDB_HOSPITAL_FLOW_METHOD_1.0,9618
35172,35172,18,MDB_HOSPITAL_FLOW_METHOD_1.0,9619
35172,35141,8,MDB_HOSPITAL_FLOW_METHOD_1.0,9620
35101,35141,10,MDB_HOSPITAL_FLOW_METHOD_1.0,9625
35101,35101,67,MDB_HOSPITAL_FLOW_METHOD_1.0,9627
35101,35104,291,MDB_HOSPITAL_FLOW_METHOD_1.0,9628
35062,35063,79,MDB_HOSPITAL_FLOW_METHOD_1.0,9631
35062,35064,119,MDB_HOSPITAL_FLOW_METHOD_1.0,9632
35102,35101,89,MDB_HOSPITAL_FLOW_METHOD_1.0,9636
35102,35102,731,MDB_HOSPITAL_FLOW_METHOD_1.0,9639
35102,35132,10,MDB_HOSPITAL_FLOW_METHOD_1.0,9641
35102,35104,56,MDB_HOSPITAL_FLOW_METHOD_1.0,9642
35074,35074,11,MDB_HOSPITAL_FLOW_METHOD_1.0,9643
35074,35074,19,MDB_HOSPITAL_FLOW_METHOD_1.0,9645
35074,35072,7,MDB_HOSPITAL_FLOW_METHOD_1.0,9647
35065,35063,41,MDB_HOSPITAL_FLOW_METHOD_1.0,9649
35065,35064,100,MDB_HOSPITAL_FLOW_METHOD_1.0,9650
35065,35065,405,MDB_HOSPITAL_FLOW_METHOD_1.0,9651
35065,35093,8,MDB_HOSPITAL_FLOW_METHOD_1.0,9652
35172,33005,5,MDB_HOSPITAL_FLOW_METHOD_1.0,9656
35172,35141,80,MDB_HOSPITAL_FLOW_METHOD_1.0,9658
35172,35172,23,MDB_HOSPITAL_FLOW_METHOD_1.0,9659
35172,35174,10,MDB_HOSPITAL_FLOW_METHOD_1.0,9660
35073,35074,50,MDB_HOSPITAL_FLOW_METHOD_1.0,9663
35073,35072,20,MDB_HOSPITAL_FLOW_METHOD_1.0,9665
35073,35141,17,MDB_HOSPITAL_FLOW_METHOD_1.0,9666
35073,35073,7,MDB_HOSPITAL_FLOW_METHOD_1.0,9667
35091,35091,231,MDB_HOSPITAL_FLOW_METHOD_1.0,9670
35091,35093,56,MDB_HOSPITAL_FLOW_METHOD_1.0,9671
35091,35091,10,MDB_HOSPITAL_FLOW_METHOD_1.0,9672
35062,35062,10,MDB_HOSPITAL_FLOW_METHOD_1.0,9675
35132,35132,32,MDB_HOSPITAL_FLOW_METHOD_1.0,9677
35132,35132,10,MDB_HOSPITAL_FLOW_METHOD_1.0,9678
35093,35093,12,MDB_HOSPITAL_FLOW_METHOD_1.0,9682
35093,35093,28,MDB_HOSPITAL_FLOW_METHOD_1.0,9683
35092,35093,10,MDB_HOSPITAL_FLOW_METHOD_1.0,9686
35062,35063,16,MDB_HOSPITAL_FLOW_METHOD_1.0,9688
35062,35064,59,MDB_HOSPITAL_FLOW_METHOD_1.0,9689
35062,35062,19,MDB_HOSPITAL_FLOW_METHOD_1.0,9691
35157,35151,6,MDB_HOSPITAL_FLOW_METHOD_1.0,9692
35157,35151,19,MDB_HOSPITAL_FLOW_METHOD_1.0,9698
35163,35163,6,MDB_HOSPITAL_FLOW_METHOD_1.0,9702
35163,35163,33,MDB_HOSPITAL_FLOW_METHOD_1.0,9703
35012,35012,315,MDB_HOSPITAL_FLOW_METHOD_1.0,9705
35012,35012,246,MDB_HOSPITAL_FLOW_METHOD_1.0,9708
35012,35016,44,MDB_HOSPITAL_FLOW_METHOD_1.0,9709
35061,35063,7,MDB_HOSPITAL_FLOW_METHOD_1.0,9711
35061,35064,39,MDB_HOSPITAL_FLOW_METHOD_1.0,9712
35114,35112,8,MDB_HOSPITAL_FLOW_METHOD_1.0,9714
35114,35114,38,MDB_HOSPITAL_FLOW_METHOD_1.0,9715
35092,35091,35,MDB_HOSPITAL_FLOW_METHOD_1.0,9717
35092,35092,16,MDB_HOSPITAL_FLOW_METHOD_1.0,9718
35092,35093,32,MDB_HOSPITAL_FLOW_METHOD_1.0,9719
35151,35151,15,MDB_HOSPITAL_FLOW_METHOD_1.0,9723
35151,35151,10,MDB_HOSPITAL_FLOW_METHOD_1.0,9724
35091,35091,73,MDB_HOSPITAL_FLOW_METHOD_1.0,9725
35093,35091,111,MDB_HOSPITAL_FLOW_METHOD_1.0,9727
35093,35093,397,MDB_HOSPITAL_FLOW_METHOD_1.0,9729
35093,35065,6,MDB_HOSPITAL_FLOW_METHOD_1.0,9730
35093,35093,2770,MDB_HOSPITAL_FLOW_METHOD_1.0,9731
35093,35016,13,MDB_HOSPITAL_FLOW_METHOD_1.0,9734
35093,35095,18,MDB_HOSPITAL_FLOW_METHOD_1.0,9735
35112,35112,96,MDB_HOSPITAL_FLOW_METHOD_1.0,9740
35112,35112,98,MDB_HOSPITAL_FLOW_METHOD_1.0,9741
35033,35031,29,MDB_HOSPITAL_FLOW_METHOD_1.0,9744
35033,35033,230,MDB_HOSPITAL_FLOW_METHOD_1.0,9746
35033,35032,11,MDB_HOSPITAL_FLOW_METHOD_1.0,9747
35015,35015,11,MDB_HOSPITAL_FLOW_METHOD_1.0,9750
35015,35015,849,MDB_HOSPITAL_FLOW_METHOD_1.0,9753
35015,35132,5,MDB_HOSPITAL_FLOW_METHOD_1.0,9754
35015,35015,21,MDB_HOSPITAL_FLOW_METHOD_1.0,9755
35015,35015,5,MDB_HOSPITAL_FLOW_METHOD_1.0,9756
35015,35016,52,MDB_HOSPITAL_FLOW_METHOD_1.0,9758
35156,35155,23,MDB_HOSPITAL_FLOW_METHOD_1.0,9762
35153,35151,6,MDB_HOSPITAL_FLOW_METHOD_1.0,9766
35083,35081,29,MDB_HOSPITAL_FLOW_METHOD_1.0,9768
35083,35083,22,MDB_HOSPITAL_FLOW_METHOD_1.0,9769
35083,35083,14,MDB_HOSPITAL_FLOW_METHOD_1.0,9771
35064,35063,30,MDB_HOSPITAL_FLOW_METHOD_1.0,9773
35064,35064,196,MDB_HOSPITAL_FLOW_METHOD_1.0,9775
35121,35141,10,MDB_HOSPITAL_FLOW_METHOD_1.0,9778
35121,35121,11,MDB_HOSPITAL_FLOW_METHOD_1.0,9780
35121,35016,6,MDB_HOSPITAL_FLOW_METHOD_1.0,9781
35121,35163,6,MDB_HOSPITAL_FLOW_METHOD_1.0,9782
35154,35151,5,MDB_HOSPITAL_FLOW_METHOD_1.0,9783
35022,35022,28,MDB_HOSPITAL_FLOW_METHOD_1.0,9784
35022,35023,21,MDB_HOSPITAL_FLOW_METHOD_1.0,9785
35022,35016,8,MDB_HOSPITAL_FLOW_METHOD_1.0,9786
35115,35065,36,MDB_HOSPITAL_FLOW_METHOD_1.0,9787
35115,35112,107,MDB_HOSPITAL_FLOW_METHOD_1.0,9788
35155,35155,301,MDB_HOSPITAL_FLOW_METHOD_1.0,9792
35155,35155,68,MDB_HOSPITAL_FLOW_METHOD_1.0,9793
35143,35142,31,MDB_HOSPITAL_FLOW_METHOD_1.0,9796
35143,35141,158,MDB_HOSPITAL_FLOW_METHOD_1.0,9798
35143,35143,320,MDB_HOSPITAL_FLOW_METHOD_1.0,9799
35143,35132,9,MDB_HOSPITAL_FLOW_METHOD_1.0,9800
35011,35015,11,MDB_HOSPITAL_FLOW_METHOD_1.0,9803
35011,35011,10,MDB_HOSPITAL_FLOW_METHOD_1.0,9804
35011,35011,126,MDB_HOSPITAL_FLOW_METHOD_1.0,9806
35011,35011,19,MDB_HOSPITAL_FLOW_METHOD_1.0,9808
35011,35011,1314,MDB_HOSPITAL_FLOW_METHOD_1.0,9810
35011,35016,140,MDB_HOSPITAL_FLOW_METHOD_1.0,9813
35141,35072,7,MDB_HOSPITAL_FLOW_METHOD_1.0,9816
35141,35142,501,MDB_HOSPITAL_FLOW_METHOD_1.0,9817
35141,35141,856,MDB_HOSPITAL_FLOW_METHOD_1.0,9818
35141,35142,154,MDB_HOSPITAL_FLOW_METHOD_1.0,9824
35141,35141,457,MDB_HOSPITAL_FLOW_METHOD_1.0,9825
35141,35141,113,MDB_HOSPITAL_FLOW_METHOD_1.0,9826
35103,35104,14,MDB_HOSPITAL_FLOW_METHOD_1.0,9829
35041,35041,14,MDB_HOSPITAL_FLOW_METHOD_1.0,9833
35041,35041,84,MDB_HOSPITAL_FLOW_METHOD_1.0,9836
35074,35074,50,MDB_HOSPITAL_FLOW_METHOD_1.0,9840
35074,35072,14,MDB_HOSPITAL_FLOW_METHOD_1.0,9842
35131,35131,45,MDB_HOSPITAL_FLOW_METHOD_1.0,9845
35131,35132,74,MDB_HOSPITAL_FLOW_METHOD_1.0,9846
35131,35132,13,MDB_HOSPITAL_FLOW_METHOD_1.0,9847
35156,35155,55,MDB_HOSPITAL_FLOW_METHOD_1.0,9848
35156,35155,38,MDB_HOSPITAL_FLOW_METHOD_1.0,9849
35052,35051,14,MDB_HOSPITAL_FLOW_METHOD_1.0,9850
35111,35112,23,MDB_HOSPITAL_FLOW_METHOD_1.0,9855
35072,35072,10,MDB_HOSPITAL_FLOW_METHOD_1.0,9858
35072,35074,22,MDB_HOSPITAL_FLOW_METHOD_1.0,9859
35072,35072,42,MDB_HOSPITAL_FLOW_METHOD_1.0,9860
35072,35072,69,MDB_HOSPITAL_FLOW_METHOD_1.0,9862
35072,35141,41,MDB_HOSPITAL_FLOW_METHOD_1.0,9863
35072,35072,37,MDB_HOSPITAL_FLOW_METHOD_1.0,9864
35082,35081,32,MDB_HOSPITAL_FLOW_METHOD_1.0,9867
35082,35083,6,MDB_HOSPITAL_FLOW_METHOD_1.0,9868
35082,35082,106,MDB_HOSPITAL_FLOW_METHOD_1.0,9870
35082,35132,5,MDB_HOSPITAL_FLOW_METHOD_1.0,9871
35072,35074,34,MDB_HOSPITAL_FLOW_METHOD_1.0,9873
35072,35072,7,MDB_HOSPITAL_FLOW_METHOD_1.0,9875
35031,35031,12,MDB_HOSPITAL_FLOW_METHOD_1.0,9878
35031,35032,5,MDB_HOSPITAL_FLOW_METHOD_1.0,9880
35113,35113,6,MDB_HOSPITAL_FLOW_METHOD_1.0,9884
35113,35112,20,MDB_HOSPITAL_FLOW_METHOD_1.0,9885
35112,35112,109,MDB_HOSPITAL_FLOW_METHOD_1.0,9886
35174,35141,14,MDB_HOSPITAL_FLOW_METHOD_1.0,9887
35174,35174,5,MDB_HOSPITAL_FLOW_METHOD_1.0,9888
35071,35074,20,MDB_HOSPITAL_FLOW_METHOD_1.0,9890
35071,35072,18,MDB_HOSPITAL_FLOW_METHOD_1.0,9891
35071,35141,9,MDB_HOSPITAL_FLOW_METHOD_1.0,9892
35155,35155,44,MDB_HOSPITAL_FLOW_METHOD_1.0,9894
35157,35151,33,MDB_HOSPITAL_FLOW_METHOD_1.0,9895
35157,35157,397,MDB_HOSPITAL_FLOW_METHOD_1.0,9896
35156,35155,5,MDB_HOSPITAL_FLOW_METHOD_1.0,9900
35155,35155,29,MDB_HOSPITAL_FLOW_METHOD_1.0,9901
35033,35031,6,MDB_HOSPITAL_FLOW_METHOD_1.0,9905
35033,35033,20,MDB_HOSPITAL_FLOW_METHOD_1.0,9906
35155,35155,118,MDB_HOSPITAL_FLOW_METHOD_1.0,9910
35111,35112,34,MDB_HOSPITAL_FLOW_METHOD_1.0,9913
35151,35151,27,MDB_HOSPITAL_FLOW_METHOD_1.0,9916
35072,35072,15,MDB_HOSPITAL_FLOW_METHOD_1.0,9920
35072,35074,104,MDB_HOSPITAL_FLOW_METHOD_1.0,9921
35072,35072,10,MDB_HOSPITAL_FLOW_METHOD_1.0,9922
35072,35072,39,MDB_HOSPITAL_FLOW_METHOD_1.0,9924
35072,35141,22,MDB_HOSPITAL_FLOW_METHOD_1.0,9925
35072,35072,83,MDB_HOSPITAL_FLOW_METHOD_1.0,9926
35151,35151,145,MDB_HOSPITAL_FLOW_METHOD_1.0,9929
35082,35081,16,MDB_HOSPITAL_FLOW_METHOD_1.0,9933
35082,35083,6,MDB_HOSPITAL_FLOW_METHOD_1.0,9934
35093,35093,40,MDB_HOSPITAL_FLOW_METHOD_1.0,9939
35094,35091,9,MDB_HOSPITAL_FLOW_METHOD_1.0,9940
35094,35093,19,MDB_HOSPITAL_FLOW_METHOD_1.0,9941
35051,35051,122,MDB_HOSPITAL_FLOW_METHOD_1.0,9942
35155,35155,16,MDB_HOSPITAL_FLOW_METHOD_1.0,9947
35093,35091,5,MDB_HOSPITAL_FLOW_METHOD_1.0,9948
35093,35093,6,MDB_HOSPITAL_FLOW_METHOD_1.0,9949
