origin_region,destination_region,admissions,flow_version,contribution_id
31066,31066,5,MDB_HOSPITAL_FLOW_METHOD_1.0,5425
31008,31008,89,MDB_HOSPITAL_FLOW_METHOD_1.0,5434
31008,31009,19,MDB_HOSPITAL_FLOW_METHOD_1.0,5437
31086,31030,11,MDB_HOSPITAL_FLOW_METHOD_1.0,5438
31082,31082,57,MDB_HOSPITAL_FLOW_METHOD_1.0,5443
31082,31072,22,MDB_HOSPITAL_FLOW_METHOD_1.0,5447
31092,31092,6,MDB_HOSPITAL_FLOW_METHOD_1.0,5448
31092,31009,79,MDB_HOSPITAL_FLOW_METHOD_1.0,5451
31088,31016,10,MDB_HOSPITAL_FLOW_METHOD_1.0,5453
31088,31028,6,MDB_HOSPITAL_FLOW_METHOD_1.0,5454
31088,31088,17,MDB_HOSPITAL_FLOW_METHOD_1.0,5457
31071,31072,16,MDB_HOSPITAL_FLOW_METHOD_1.0,5458
31008,31008,14,MDB_HOSPITAL_FLOW_METHOD_1.0,5462
31008,31009,8,MDB_HOSPITAL_FLOW_METHOD_1.0,5463
31091,31091,89,MDB_HOSPITAL_FLOW_METHOD_1.0,5465
31091,31009,66,MDB_HOSPITAL_FLOW_METHOD_1.0,5466
31044,31044,301,MDB_HOSPITAL_FLOW_METHOD_1.0,5470
31044,31044,5,MDB_HOSPITAL_FLOW_METHOD_1.0,5471
31044,33006,8,MDB_HOSPITAL_FLOW_METHOD_1.0,5473
31021,31021,41,MDB_HOSPITAL_FLOW_METHOD_1.0,5476
31052,31052,5,MDB_HOSPITAL_FLOW_METHOD_1.0,5481
31008,31008,6,MDB_HOSPITAL_FLOW_METHOD_1.0,5482
31008,31009,17,MDB_HOSPITAL_FLOW_METHOD_1.0,5486
31024,31024,22,MDB_HOSPITAL_FLOW_METHOD_1.0,5487
31073,31073,22,MDB_HOSPITAL_FLOW_METHOD_1.0,5489
31097,31097,5,MDB_HOSPITAL_FLOW_METHOD_1.0,5491
31027,31027,74,MDB_HOSPITAL_FLOW_METHOD_1.0,5500
31027,31027,7,MDB_HOSPITAL_FLOW_METHOD_1.0,5501
31013,31013,10,MDB_HOSPITAL_FLOW_METHOD_1.0,5508
31091,31091,8,MDB_HOSPITAL_FLOW_METHOD_1.0,5509
31091,31009,7,MDB_HOSPITAL_FLOW_METHOD_1.0,5510
31084,31084,45,MDB_HOSPITAL_FLOW_METHOD_1.0,5513
31086,31086,274,MDB_HOSPITAL_FLOW_METHOD_1.0,5517
31048,31048,12,MDB_HOSPITAL_FLOW_METHOD_1.0,5520
31048,31048,7,MDB_HOSPITAL_FLOW_METHOD_1.0,5521
31026,31026,13,MDB_HOSPITAL_FLOW_METHOD_1.0,5524
31065,31065,34,MDB_HOSPITAL_FLOW_METHOD_1.0,5527
31001,31009,21,MDB_HOSPITAL_FLOW_METHOD_1.0,5528
31072,31072,143,MDB_HOSPITAL_FLOW_METHOD_1.0,5530
31072,31072,62,MDB_HOSPITAL_FLOW_METHOD_1.0,5531
31095,31016,9,MDB_HOSPITAL_FLOW_METHOD_1.0,5534
31008,31009,28,MDB_HOSPITAL_FLOW_METHOD_1.0,5543
31007,31007,9,MDB_HOSPITAL_FLOW_METHOD_1.0,5545
31025,31016,7,MDB_HOSPITAL_FLOW_METHOD_1.0,5547
31007,31007,25,MDB_HOSPITAL_FLOW_METHOD_1.0,5550
31078,31013,62,MDB_HOSPITAL_FLOW_METHOD_1.0,5551
31078,31016,8,MDB_HOSPITAL_FLOW_METHOD_1.0,5552
31026,31026,5,MDB_HOSPITAL_FLOW_METHOD_1.0,5554
31072,31072,11,MDB_HOSPITAL_FLOW_METHOD_1.0,5556
31079,31013,45,MDB_HOSPITAL_FLOW_METHOD_1.0,5557
31079,31079,17,MDB_HOSPITAL_FLOW_METHOD_1.0,5560
31040,31016,12,MDB_HOSPITAL_FLOW_METHOD_1.0,5564
31040,31040,171,MDB_HOSPITAL_FLOW_METHOD_1.0,5565
31018,31016,103,MDB_HOSPITAL_FLOW_METHOD_1.0,5570
31018,31017,18,MDB_HOSPITAL_FLOW_METHOD_1.0,5571
31018,31018,85,MDB_HOSPITAL_FLOW_METHOD_1.0,5574
31011,31011,21,MDB_HOSPITAL_FLOW_METHOD_1.0,5586
31050,31050,137,MDB_HOSPITAL_FLOW_METHOD_1.0,5587
31050,31084,6,MDB_HOSPITAL_FLOW_METHOD_1.0,5589
31012,31011,8,MDB_HOSPITAL_FLOW_METHOD_1.0,5593
31019,31016,5,MDB_HOSPITAL_FLOW_METHOD_1.0,5594
31019,31019,21,MDB_HOSPITAL_FLOW_METHOD_1.0,5595
31036,31036,5,MDB_HOSPITAL_FLOW_METHOD_1.0,5596
31074,31074,6,MDB_HOSPITAL_FLOW_METHOD_1.0,5597
31074,31074,19,MDB_HOSPITAL_FLOW_METHOD_1.0,5598
31035,31035,186,MDB_HOSPITAL_FLOW_METHOD_1.0,5603
31035,31037,21,MDB_HOSPITAL_FLOW_METHOD_1.0,5604
31064,31064,12,MDB_HOSPITAL_FLOW_METHOD_1.0,5608
31030,31052,6,MDB_HOSPITAL_FLOW_METHOD_1.0,5612
31030,31028,9,MDB_HOSPITAL_FLOW_METHOD_1.0,5613
31026,31026,9,MDB_HOSPITAL_FLOW_METHOD_1.0,5620
31062,31062,13,MDB_HOSPITAL_FLOW_METHOD_1.0,5621
31051,31051,12,MDB_HOSPITAL_FLOW_METHOD_1.0,5628
31008,31008,9,MDB_HOSPITAL_FLOW_METHOD_1.0,5631
31008,31009,20,MDB_HOSPITAL_FLOW_METHOD_1.0,5632
31017,31016,6,MDB_HOSPITAL_FLOW_METHOD_1.0,5633
31057,31057,6,MDB_HOSPITAL_FLOW_METHOD_1.0,5634
31008,31008,8,MDB_HOSPITAL_FLOW_METHOD_1.0,5637
31008,31008,23,MDB_HOSPITAL_FLOW_METHOD_1.0,5638
31008,31009,43,MDB_HOSPITAL_FLOW_METHOD_1.0,5639
31040,31040,5,MDB_HOSPITAL_FLOW_METHOD_1.0,5642
31085,31098,9,MDB_HOSPITAL_FLOW_METHOD_1.0,5643
31085,31085,10,MDB_HOSPITAL_FLOW_METHOD_1.0,5644
31019,31016,17,MDB_HOSPITAL_FLOW_METHOD_1.0,5646
31019,31019,176,MDB_HOSPITAL_FLOW_METHOD_1.0,5647
31026,31026,23,MDB_HOSPITAL_FLOW_METHOD_1.0,5650
31091,31091,12,MDB_HOSPITAL_FLOW_METHOD_1.0,5655
31091,31009,26,MDB_HOSPITAL_FLOW_METHOD_1.0,5657
31072,31072,22,MDB_HOSPITAL_FLOW_METHOD_1.0,5658
31078,31078,19,MDB_HOSPITAL_FLOW_METHOD_1.0,5662
31026,31016,20,MDB_HOSPITAL_FLOW_METHOD_1.0,5664
31026,31026,274,MDB_HOSPITAL_FLOW_METHOD_1.0,5665
31048,31048,14,MDB_HOSPITAL_FLOW_METHOD_1.0,5668
31042,31042,72,MDB_HOSPITAL_FLOW_METHOD_1.0,5669
31036,31020,15,MDB_HOSPITAL_FLOW_METHOD_1.0,5674
31086,31016,11,MDB_HOSPITAL_FLOW_METHOD_1.0,5678
31086,31086,11,MDB_HOSPITAL_FLOW_METHOD_1.0,5682
31001,31009,18,MDB_HOSPITAL_FLOW_METHOD_1.0,5688
31037,31037,14,MDB_HOSPITAL_FLOW_METHOD_1.0,5694
31037,31036,10,MDB_HOSPITAL_FLOW_METHOD_1.0,5695
31008,31008,7,MDB_HOSPITAL_FLOW_METHOD_1.0,5699
31044,31044,10,MDB_HOSPITAL_FLOW_METHOD_1.0,5701
31015,31013,23,MDB_HOSPITAL_FLOW_METHOD_1.0,5704
31020,31016,5,MDB_HOSPITAL_FLOW_METHOD_1.0,5707
31020,31020,6,MDB_HOSPITAL_FLOW_METHOD_1.0,5709
31028,31030,5,MDB_HOSPITAL_FLOW_METHOD_1.0,5710
31028,31028,20,MDB_HOSPITAL_FLOW_METHOD_1.0,5712
31028,31028,8,MDB_HOSPITAL_FLOW_METHOD_1.0,5713
31048,31048,23,MDB_HOSPITAL_FLOW_METHOD_1.0,5718
31059,31059,12,MDB_HOSPITAL_FLOW_METHOD_1.0,5723
31012,31009,17,MDB_HOSPITAL_FLOW_METHOD_1.0,5724
31012,31011,41,MDB_HOSPITAL_FLOW_METHOD_1.0,5725
31036,31036,8,MDB_HOSPITAL_FLOW_METHOD_1.0,5727
31083,31083,32,MDB_HOSPITAL_FLOW_METHOD_1.0,5731
31034,31034,20,MDB_HOSPITAL_FLOW_METHOD_1.0,5732
31078,31078,66,MDB_HOSPITAL_FLOW_METHOD_1.0,5735
31048,31048,174,MDB_HOSPITAL_FLOW_METHOD_1.0,5737
31017,31016,82,MDB_HOSPITAL_FLOW_METHOD_1.0,5738
31042,31042,44,MDB_HOSPITAL_FLOW_METHOD_1.0,5743
31042,31042,136,MDB_HOSPITAL_FLOW_METHOD_1.0,5744
31007,31007,15,MDB_HOSPITAL_FLOW_METHOD_1.0,5750
31007,31007,6,MDB_HOSPITAL_FLOW_METHOD_1.0,5751
31007,31007,9,MDB_HOSPITAL_FLOW_METHOD_1.0,5752
31074,31075,5,MDB_HOSPITAL_FLOW_METHOD_1.0,5757
31074,31074,5,MDB_HOSPITAL_FLOW_METHOD_1.0,5759
31045,31045,111,MDB_HOSPITAL_FLOW_METHOD_1.0,5761
31045,31045,11,MDB_HOSPITAL_FLOW_METHOD_1.0,5762
31007,31009,5,MDB_HOSPITAL_FLOW_METHOD_1.0,5767
31042,31042,27,MDB_HOSPITAL_FLOW_METHOD_1.0,5772
31026,31026,17,MDB_HOSPITAL_FLOW_METHOD_1.0,5774
31026,31026,9,MDB_HOSPITAL_FLOW_METHOD_1.0,5776
31094,31016,6,MDB_HOSPITAL_FLOW_METHOD_1.0,5777
31019,31019,9,MDB_HOSPITAL_FLOW_METHOD_1.0,5780
31036,31036,7,MDB_HOSPITAL_FLOW_METHOD_1.0,5782
31021,31016,18,MDB_HOSPITAL_FLOW_METHOD_1.0,5783
31042,31042,29,MDB_HOSPITAL_FLOW_METHOD_1.0,5789
31017,31016,11,MDB_HOSPITAL_FLOW_METHOD_1.0,5791
31030,31017,5,MDB_HOSPITAL_FLOW_METHOD_1.0,5794
31030,31030,38,MDB_HOSPITAL_FLOW_METHOD_1.0,5797
31030,35132,5,MDB_HOSPITAL_FLOW_METHOD_1.0,5800
31092,31009,28,MDB_HOSPITAL_FLOW_METHOD_1.0,5806
31064,31064,15,MDB_HOSPITAL_FLOW_METHOD_1.0,5809
31083,31083,8,MDB_HOSPITAL_FLOW_METHOD_1.0,5811
31051,31051,182,MDB_HOSPITAL_FLOW_METHOD_1.0,5814
31099,31099,5,MDB_HOSPITAL_FLOW_METHOD_1.0,5817
31096,31096,6,MDB_HOSPITAL_FLOW_METHOD_1.0,5820
31071,31072,47,MDB_HOSPITAL_FLOW_METHOD_1.0,5827
31098,31098,28,MDB_HOSPITAL_FLOW_METHOD_1.0,5829
31071,31071,21,MDB_HOSPITAL_FLOW_METHOD_1.0,5831
31071,31072,23,MDB_HOSPITAL_FLOW_METHOD_1.0,5832
31024,31024,5,MDB_HOSPITAL_FLOW_METHOD_1.0,5834
31036,31036,8,MDB_HOSPITAL_FLOW_METHOD_1.0,5835
31052,31052,6,MDB_HOSPITAL_FLOW_METHOD_1.0,5836
31084,31084,17,MDB_HOSPITAL_FLOW_METHOD_1.0,5837
31097,31097,10,MDB_HOSPITAL_FLOW_METHOD_1.0,5839
31003,31003,8,MDB_HOSPITAL_FLOW_METHOD_1.0,5840
31003,31009,16,MDB_HOSPITAL_FLOW_METHOD_1.0,5843
31036,31036,6,MDB_HOSPITAL_FLOW_METHOD_1.0,5844
31026,31016,7,MDB_HOSPITAL_FLOW_METHOD_1.0,5846
31026,31026,7,MDB_HOSPITAL_FLOW_METHOD_1.0,5847
31036,31016,14,MDB_HOSPITAL_FLOW_METHOD_1.0,5848
31036,31036,572,MDB_HOSPITAL_FLOW_METHOD_1.0,5850
31051,31051,81,MDB_HOSPITAL_FLOW_METHOD_1.0,5856
31051,31084,6,MDB_HOSPITAL_FLOW_METHOD_1.0,5857
31051,31098,6,MDB_HOSPITAL_FLOW_METHOD_1.0,5858
31020,31016,5,MDB_HOSPITAL_FLOW_METHOD_1.0,5860
31020,31020,19,MDB_HOSPITAL_FLOW_METHOD_1.0,5863
31020,31020,20,MDB_HOSPITAL_FLOW_METHOD_1.0,5864
31093,31009,10,MDB_HOSPITAL_FLOW_METHOD_1.0,5868
31083,31083,12,MDB_HOSPITAL_FLOW_METHOD_1.0,5872
31002,31001,6,MDB_HOSPITAL_FLOW_METHOD_1.0,5875
31002,31009,33,MDB_HOSPITAL_FLOW_METHOD_1.0,5877
31048,31048,15,MDB_HOSPITAL_FLOW_METHOD_1.0,5879
31057,31072,8,MDB_HOSPITAL_FLOW_METHOD_1.0,5883
31002,31001,7,MDB_HOSPITAL_FLOW_METHOD_1.0,5885
31002,31002,43,MDB_HOSPITAL_FLOW_METHOD_1.0,5886
31002,31009,83,MDB_HOSPITAL_FLOW_METHOD_1.0,5887
31048,31048,20,MDB_HOSPITAL_FLOW_METHOD_1.0,5890
31073,31073,6,MDB_HOSPITAL_FLOW_METHOD_1.0,5895
31007,31007,16,MDB_HOSPITAL_FLOW_METHOD_1.0,5896
31037,31037,37,MDB_HOSPITAL_FLOW_METHOD_1.0,5898
31013,31013,8,MDB_HOSPITAL_FLOW_METHOD_1.0,5900
31013,31013,15,MDB_HOSPITAL_FLOW_METHOD_1.0,5901
31070,31070,8,MDB_HOSPITAL_FLOW_METHOD_1.0,5902
31070,31072,20,MDB_HOSPITAL_FLOW_METHOD_1.0,5904
31101,31101,8,MDB_HOSPITAL_FLOW_METHOD_1.0,5907
31091,31091,10,MDB_HOSPITAL_FLOW_METHOD_1.0,5909
31091,31009,13,MDB_HOSPITAL_FLOW_METHOD_1.0,5910
31018,31016,94,MDB_HOSPITAL_FLOW_METHOD_1.0,5913
31018,31018,206,MDB_HOSPITAL_FLOW_METHOD_1.0,5917
31100,31100,6,MDB_HOSPITAL_FLOW_METHOD_1.0,5921
31017,31016,42,MDB_HOSPITAL_FLOW_METHOD_1.0,5922
31030,31030,5,MDB_HOSPITAL_FLOW_METHOD_1.0,5933
31030,31030,12,MDB_HOSPITAL_FLOW_METHOD_1.0,5934
31011,31009,7,MDB_HOSPITAL_FLOW_METHOD_1.0,5938
31011,31011,40,MDB_HOSPITAL_FLOW_METHOD_1.0,5939
31034,31034,30,MDB_HOSPITAL_FLOW_METHOD_1.0,5942
31007,31007,19,MDB_HOSPITAL_FLOW_METHOD_1.0,5943
31007,31009,18,MDB_HOSPITAL_FLOW_METHOD_1.0,5946
31085,31085,18,MDB_HOSPITAL_FLOW_METHOD_1.0,5947
31075,31075,7,MDB_HOSPITAL_FLOW_METHOD_1.0,5948
31034,31034,90,MDB_HOSPITAL_FLOW_METHOD_1.0,5951
31024,31024,8,MDB_HOSPITAL_FLOW_METHOD_1.0,5957
31019,31019,15,MDB_HOSPITAL_FLOW_METHOD_1.0,5958
31037,31037,92,MDB_HOSPITAL_FLOW_METHOD_1.0,5960
31059,31016,10,MDB_HOSPITAL_FLOW_METHOD_1.0,5961
31059,31059,38,MDB_HOSPITAL_FLOW_METHOD_1.0,5963
31037,31016,18,MDB_HOSPITAL_FLOW_METHOD_1.0,5964
31037,31037,1712,MDB_HOSPITAL_FLOW_METHOD_1.0,5969
31073,31073,27,MDB_HOSPITAL_FLOW_METHOD_1.0,5976
31007,31007,12,MDB_HOSPITAL_FLOW_METHOD_1.0,5978
31007,31009,15,MDB_HOSPITAL_FLOW_METHOD_1.0,5979
31074,31074,9,MDB_HOSPITAL_FLOW_METHOD_1.0,5981
31021,31016,34,MDB_HOSPITAL_FLOW_METHOD_1.0,5984
31021,31021,505,MDB_HOSPITAL_FLOW_METHOD_1.0,5986
31022,31016,10,MDB_HOSPITAL_FLOW_METHOD_1.0,5990
31022,31022,145,MDB_HOSPITAL_FLOW_METHOD_1.0,5991
31084,31084,30,MDB_HOSPITAL_FLOW_METHOD_1.0,5992
31053,31053,9,MDB_HOSPITAL_FLOW_METHOD_1.0,5994
31031,31088,6,MDB_HOSPITAL_FLOW_METHOD_1.0,5998
31003,31003,45,MDB_HOSPITAL_FLOW_METHOD_1.0,6002
31003,31003,22,MDB_HOSPITAL_FLOW_METHOD_1.0,6003
31003,31003,22,MDB_HOSPITAL_FLOW_METHOD_1.0,6004
31003,31009,24,MDB_HOSPITAL_FLOW_METHOD_1.0,6006
31026,31016,9,MDB_HOSPITAL_FLOW_METHOD_1.0,6010
31026,31026,222,MDB_HOSPITAL_FLOW_METHOD_1.0,6013
31044,31044,6,MDB_HOSPITAL_FLOW_METHOD_1.0,6015
31096,31096,56,MDB_HOSPITAL_FLOW_METHOD_1.0,6017
31021,31021,7,MDB_HOSPITAL_FLOW_METHOD_1.0,6019
31009,31009,14,MDB_HOSPITAL_FLOW_METHOD_1.0,6020
31008,31008,17,MDB_HOSPITAL_FLOW_METHOD_1.0,6024
31008,31009,9,MDB_HOSPITAL_FLOW_METHOD_1.0,6025
31008,31008,9,MDB_HOSPITAL_FLOW_METHOD_1.0,6029
31071,31072,17,MDB_HOSPITAL_FLOW_METHOD_1.0,6035
31086,31016,7,MDB_HOSPITAL_FLOW_METHOD_1.0,6036
31086,31028,13,MDB_HOSPITAL_FLOW_METHOD_1.0,6037
31086,31086,154,MDB_HOSPITAL_FLOW_METHOD_1.0,6040
31092,31009,49,MDB_HOSPITAL_FLOW_METHOD_1.0,6048
31031,31016,14,MDB_HOSPITAL_FLOW_METHOD_1.0,6052
31031,31028,14,MDB_HOSPITAL_FLOW_METHOD_1.0,6053
31031,31031,13,MDB_HOSPITAL_FLOW_METHOD_1.0,6057
31031,31032,7,MDB_HOSPITAL_FLOW_METHOD_1.0,6059
31031,31088,7,MDB_HOSPITAL_FLOW_METHOD_1.0,6060
31040,31040,13,MDB_HOSPITAL_FLOW_METHOD_1.0,6068
31073,31073,960,MDB_HOSPITAL_FLOW_METHOD_1.0,6072
31071,31071,45,MDB_HOSPITAL_FLOW_METHOD_1.0,6075
31071,31072,52,MDB_HOSPITAL_FLOW_METHOD_1.0,6076
31016,31016,9,MDB_HOSPITAL_FLOW_METHOD_1.0,6077
31016,31016,23,MDB_HOSPITAL_FLOW_METHOD_1.0,6078
31016,31025,5,MDB_HOSPITAL_FLOW_METHOD_1.0,6079
31016,31016,6,MDB_HOSPITAL_FLOW_METHOD_1.0,6080
31007,31009,30,MDB_HOSPITAL_FLOW_METHOD_1.0,6089
31035,31037,13,MDB_HOSPITAL_FLOW_METHOD_1.0,6092
31052,31052,38,MDB_HOSPITAL_FLOW_METHOD_1.0,6095
31052,31052,11,MDB_HOSPITAL_FLOW_METHOD_1.0,6096
31036,31036,8,MDB_HOSPITAL_FLOW_METHOD_1.0,6100
31052,31052,568,MDB_HOSPITAL_FLOW_METHOD_1.0,6102
31101,31101,14,MDB_HOSPITAL_FLOW_METHOD_1.0,6109
31078,31013,17,MDB_HOSPITAL_FLOW_METHOD_1.0,6111
31078,31078,9,MDB_HOSPITAL_FLOW_METHOD_1.0,6113
31064,31064,25,MDB_HOSPITAL_FLOW_METHOD_1.0,6114
31064,31016,9,MDB_HOSPITAL_FLOW_METHOD_1.0,6115
31050,31050,6,MDB_HOSPITAL_FLOW_METHOD_1.0,6119
31024,31024,8,MDB_HOSPITAL_FLOW_METHOD_1.0,6122
31094,31094,97,MDB_HOSPITAL_FLOW_METHOD_1.0,6124
31094,31016,20,MDB_HOSPITAL_FLOW_METHOD_1.0,6129
31094,31094,89,MDB_HOSPITAL_FLOW_METHOD_1.0,6131
31037,31037,11,MDB_HOSPITAL_FLOW_METHOD_1.0,6132
31023,31016,25,MDB_HOSPITAL_FLOW_METHOD_1.0,6133
31023,31017,7,MDB_HOSPITAL_FLOW_METHOD_1.0,6134
31023,31023,90,MDB_HOSPITAL_FLOW_METHOD_1.0,6137
31077,31072,6,MDB_HOSPITAL_FLOW_METHOD_1.0,6142
31083,31083,16,MDB_HOSPITAL_FLOW_METHOD_1.0,6145
31027,31027,23,MDB_HOSPITAL_FLOW_METHOD_1.0,6151
31102,31016,6,MDB_HOSPITAL_FLOW_METHOD_1.0,6152
31051,31051,5,MDB_HOSPITAL_FLOW_METHOD_1.0,6153
31051,31098,18,MDB_HOSPITAL_FLOW_METHOD_1.0,6154
31016,31016,13,MDB_HOSPITAL_FLOW_METHOD_1.0,6157
31017,31016,22,MDB_HOSPITAL_FLOW_METHOD_1.0,6158
31097,21016,36,MDB_HOSPITAL_FLOW_METHOD_1.0,6161
31097,31013,5,MDB_HOSPITAL_FLOW_METHOD_1.0,6163
31097,31016,14,MDB_HOSPITAL_FLOW_METHOD_1.0,6164
31097,31097,2336,MDB_HOSPITAL_FLOW_METHOD_1.0,6165
31097,33006,5,MDB_HOSPITAL_FLOW_METHOD_1.0,6170
31097,33009,36,MDB_HOSPITAL_FLOW_METHOD_1.0,6171
31097,33005,5,MDB_HOSPITAL_FLOW_METHOD_1.0,6172
31084,31084,14,MDB_HOSPITAL_FLOW_METHOD_1.0,6175
31002,31001,6,MDB_HOSPITAL_FLOW_METHOD_1.0,6176
31002,31009,6,MDB_HOSPITAL_FLOW_METHOD_1.0,6179
31076,31076,12,MDB_HOSPITAL_FLOW_METHOD_1.0,6183
31099,31099,9,MDB_HOSPITAL_FLOW_METHOD_1.0,6186
31057,31072,6,MDB_HOSPITAL_FLOW_METHOD_1.0,6189
31057,31057,5,MDB_HOSPITAL_FLOW_METHOD_1.0,6190
31087,31028,12,MDB_HOSPITAL_FLOW_METHOD_1.0,6193
31087,31028,12,MDB_HOSPITAL_FLOW_METHOD_1.0,6195
31050,31050,10,MDB_HOSPITAL_FLOW_METHOD_1.0,6198
31015,31013,12,MDB_HOSPITAL_FLOW_METHOD_1.0,6200
31015,31078,9,MDB_HOSPITAL_FLOW_METHOD_1.0,6202
31057,31057,22,MDB_HOSPITAL_FLOW_METHOD_1.0,6204
31057,31072,9,MDB_HOSPITAL_FLOW_METHOD_1.0,6206
31025,31016,53,MDB_HOSPITAL_FLOW_METHOD_1.0,6209
31025,31025,278,MDB_HOSPITAL_FLOW_METHOD_1.0,6210
31059,31059,5,MDB_HOSPITAL_FLOW_METHOD_1.0,6212
31008,31008,16,MDB_HOSPITAL_FLOW_METHOD_1.0,6218
31008,31009,9,MDB_HOSPITAL_FLOW_METHOD_1.0,6219
31004,31004,6,MDB_HOSPITAL_FLOW_METHOD_1.0,6231
31004,31009,88,MDB_HOSPITAL_FLOW_METHOD_1.0,6232
31027,31027,28,MDB_HOSPITAL_FLOW_METHOD_1.0,6237
31044,31044,188,MDB_HOSPITAL_FLOW_METHOD_1.0,6240
31090,31097,17,MDB_HOSPITAL_FLOW_METHOD_1.0,6245
31101,31101,7,MDB_HOSPITAL_FLOW_METHOD_1.0,6248
31101,31084,9,MDB_HOSPITAL_FLOW_METHOD_1.0,6249
31101,31101,26,MDB_HOSPITAL_FLOW_METHOD_1.0,6255
31028,31028,5,MDB_HOSPITAL_FLOW_METHOD_1.0,6258
31028,31028,153,MDB_HOSPITAL_FLOW_METHOD_1.0,6259
31001,31001,21,MDB_HOSPITAL_FLOW_METHOD_1.0,6263
31001,31009,32,MDB_HOSPITAL_FLOW_METHOD_1.0,6265
31015,31013,23,MDB_HOSPITAL_FLOW_METHOD_1.0,6266
31015,31015,6,MDB_HOSPITAL_FLOW_METHOD_1.0,6267
31099,31099,35,MDB_HOSPITAL_FLOW_METHOD_1.0,6269
31052,31052,25,MDB_HOSPITAL_FLOW_METHOD_1.0,6272
31076,31076,143,MDB_HOSPITAL_FLOW_METHOD_1.0,6276
31059,31016,14,MDB_HOSPITAL_FLOW_METHOD_1.0,6277
31059,31059,7,MDB_HOSPITAL_FLOW_METHOD_1.0,6280
31059,31059,48,MDB_HOSPITAL_FLOW_METHOD_1.0,6282
31059,31059,174,MDB_HOSPITAL_FLOW_METHOD_1.0,6286
31038,31038,67,MDB_HOSPITAL_FLOW_METHOD_1.0,6289
31047,31097,9,MDB_HOSPITAL_FLOW_METHOD_1.0,6295
31047,33009,36,MDB_HOSPITAL_FLOW_METHOD_1.0,6296
31022,31016,7,MDB_HOSPITAL_FLOW_METHOD_1.0,6299
31022,31022,48,MDB_HOSPITAL_FLOW_METHOD_1.0,6300
31017,31016,10,MDB_HOSPITAL_FLOW_METHOD_1.0,6304
31017,31017,7,MDB_HOSPITAL_FLOW_METHOD_1.0,6306
31028,31016,7,MDB_HOSPITAL_FLOW_METHOD_1.0,6312
31028,31028,18,MDB_HOSPITAL_FLOW_METHOD_1.0,6313
31059,31059,23,MDB_HOSPITAL_FLOW_METHOD_1.0,6317
31017,31016,24,MDB_HOSPITAL_FLOW_METHOD_1.0,6323
31097,31097,57,MDB_HOSPITAL_FLOW_METHOD_1.0,6327
31059,31059,5,MDB_HOSPITAL_FLOW_METHOD_1.0,6334
31059,31059,11,MDB_HOSPITAL_FLOW_METHOD_1.0,6335
31025,31016,42,MDB_HOSPITAL_FLOW_METHOD_1.0,6339
31065,31065,38,MDB_HOSPITAL_FLOW_METHOD_1.0,6349
31038,31016,6,MDB_HOSPITAL_FLOW_METHOD_1.0,6350
31048,31048,24,MDB_HOSPITAL_FLOW_METHOD_1.0,6353
31037,31037,20,MDB_HOSPITAL_FLOW_METHOD_1.0,6355
31027,31016,12,MDB_HOSPITAL_FLOW_METHOD_1.0,6356
31027,31027,10,MDB_HOSPITAL_FLOW_METHOD_1.0,6357
31027,31027,377,MDB_HOSPITAL_FLOW_METHOD_1.0,6359
31027,31027,9,MDB_HOSPITAL_FLOW_METHOD_1.0,6361
31008,31009,6,MDB_HOSPITAL_FLOW_METHOD_1.0,6363
31084,31084,40,MDB_HOSPITAL_FLOW_METHOD_1.0,6364
31045,31045,58,MDB_HOSPITAL_FLOW_METHOD_1.0,6366
31045,31045,38,MDB_HOSPITAL_FLOW_METHOD_1.0,6367
31045,31045,8,MDB_HOSPITAL_FLOW_METHOD_1.0,6368
31076,31076,13,MDB_HOSPITAL_FLOW_METHOD_1.0,6369
31016,31016,16,MDB_HOSPITAL_FLOW_METHOD_1.0,6371
31016,31016,10,MDB_HOSPITAL_FLOW_METHOD_1.0,6372
31028,31028,13,MDB_HOSPITAL_FLOW_METHOD_1.0,6374
31028,31028,7,MDB_HOSPITAL_FLOW_METHOD_1.0,6377
31012,31011,15,MDB_HOSPITAL_FLOW_METHOD_1.0,6382
31076,31076,12,MDB_HOSPITAL_FLOW_METHOD_1.0,6384
31075,31075,16,MDB_HOSPITAL_FLOW_METHOD_1.0,6385
31075,31073,13,MDB_HOSPITAL_FLOW_METHOD_1.0,6386
31052,31052,73,MDB_HOSPITAL_FLOW_METHOD_1.0,6391
31002,31001,34,MDB_HOSPITAL_FLOW_METHOD_1.0,6393
31002,31009,20,MDB_HOSPITAL_FLOW_METHOD_1.0,6395
31074,31074,151,MDB_HOSPITAL_FLOW_METHOD_1.0,6398
31074,31074,58,MDB_HOSPITAL_FLOW_METHOD_1.0,6399
31009,31009,67,MDB_HOSPITAL_FLOW_METHOD_1.0,6403
31009,31009,46,MDB_HOSPITAL_FLOW_METHOD_1.0,6404
31084,31016,23,MDB_HOSPITAL_FLOW_METHOD_1.0,6407
31084,31084,2926,MDB_HOSPITAL_FLOW_METHOD_1.0,6414
31007,31007,5,MDB_HOSPITAL_FLOW_METHOD_1.0,6422
31007,31009,41,MDB_HOSPITAL_FLOW_METHOD_1.0,6424
31085,31085,6,MDB_HOSPITAL_FLOW_METHOD_1.0,6427
31024,31024,100,MDB_HOSPITAL_FLOW_METHOD_1.0,6430
31021,31021,5,MDB_HOSPITAL_FLOW_METHOD_1.0,6433
