financing_version,siops_snapshot_id,year,health_region_code,municipalities_expected,municipalities_observed,population_expected,population_covered,coverage_share,coverage_population_share,total_health_expenditure_brl,health_expenditure_per_capita_brl,headline_available,quality_flags,source_period,source_indicator
MDB_FINANCING_CONTEXT_1.0,MDB_SIOPS_SNAPSHOT_20260831_1,2022,11001,9,9,236265,236265,1,1,275084680.92000002,1164.3099999999999,True,,2,grupo=17 Total; Indicator 2.1 validated in stratified sample
MDB_FINANCING_CONTEXT_1.0,MDB_SIOPS_SNAPSHOT_20260831_1,2022,11002,6,6,182736,182736,1,1,174851198.96000001,956.85000000000002,True,,2,grupo=17 Total; Indicator 2.1 validated in stratified sample
MDB_FINANCING_CONTEXT_1.0,MDB_SIOPS_SNAPSHOT_20260831_1,2022,11003,14,14,355910,355910,1,1,386530472.70999998,1086.03,True,,2,grupo=17 Total; Indicator 2.1 validated in stratified sample
MDB_FINANCING_CONTEXT_1.0,MDB_SIOPS_SNAPSHOT_20260831_1,2022,11004,5,5,611702,611702,1,1,528661491.87,864.25,True,,2,grupo=17 Total; Indicator 2.1 validated in stratified sample
MDB_FINANCING_CONTEXT_1.0,MDB_SIOPS_SNAPSHOT_20260831_1,2022,11005,8,8,138605,138605,1,1,173906549.47999999,1254.6900000000001,True,,2,grupo=17 Total; Indicator 2.1 validated in stratified sample
MDB_FINANCING_CONTEXT_1.0,MDB_SIOPS_SNAPSHOT_20260831_1,2022,11006,7,7,165248,165248,1,1,235637040.06999999,1425.96,True,,2,grupo=17 Total; Indicator 2.1 validated in stratified sample
MDB_FINANCING_CONTEXT_1.0,MDB_SIOPS_SNAPSHOT_20260831_1,2022,11007,3,3,44182,44182,1,1,51643654.270000003,1168.8800000000001,True,,2,grupo=17 Total; Indicator 2.1 validated in stratified sample
MDB_FINANCING_CONTEXT_1.0,MDB_SIOPS_SNAPSHOT_20260831_1,2022,12001,4,4,73592,73592,1,1,57725838.460000001,784.39999999999998,True,,2,grupo=17 Total; Indicator 2.1 validated in stratified sample
MDB_FINANCING_CONTEXT_1.0,MDB_SIOPS_SNAPSHOT_20260831_1,2022,12002,11,11,554642,554642,1,1,367734522.85000002,663.00999999999999,True,,2,grupo=17 Total; Indicator 2.1 validated in stratified sample
MDB_FINANCING_CONTEXT_1.0,MDB_SIOPS_SNAPSHOT_20260831_1,2022,12003,7,7,244332,244332,1,1,148892423.22999999,609.38999999999999,True,,2,grupo=17 Total; Indicator 2.1 validated in stratified sample
MDB_FINANCING_CONTEXT_1.0,MDB_SIOPS_SNAPSHOT_20260831_1,2022,13001,12,12,2584129,2584129,1,1,1860856331.9100001,720.11000000000001,True,,2,grupo=17 Total; Indicator 2.1 validated in stratified sample
MDB_FINANCING_CONTEXT_1.0,MDB_SIOPS_SNAPSHOT_20260831_1,2022,13002,8,8,287176,287176,1,1,311131770.13999999,1083.4200000000001,True,,2,grupo=17 Total; Indicator 2.1 validated in stratified sample
MDB_FINANCING_CONTEXT_1.0,MDB_SIOPS_SNAPSHOT_20260831_1,2022,13003,5,5,197695,197695,1,1,189485879.80000001,958.48000000000002,True,,2,grupo=17 Total; Indicator 2.1 validated in stratified sample
MDB_FINANCING_CONTEXT_1.0,MDB_SIOPS_SNAPSHOT_20260831_1,2022,13004,6,6,188053,188053,1,1,180008715.40000001,957.22000000000003,True,,2,grupo=17 Total; Indicator 2.1 validated in stratified sample
MDB_FINANCING_CONTEXT_1.0,MDB_SIOPS_SNAPSHOT_20260831_1,2022,13005,5,5,245236,245236,1,1,236123301.86000001,962.84000000000003,True,,2,grupo=17 Total; Indicator 2.1 validated in stratified sample
MDB_FINANCING_CONTEXT_1.0,MDB_SIOPS_SNAPSHOT_20260831_1,2022,13006,5,5,142764,142764,1,1,129778392.48999999,909.03999999999996,True,,2,grupo=17 Total; Indicator 2.1 validated in stratified sample
MDB_FINANCING_CONTEXT_1.0,MDB_SIOPS_SNAPSHOT_20260831_1,2022,13007,6,6,134422,134422,1,1,139878077.00999999,1040.5899999999999,True,,2,grupo=17 Total; Indicator 2.1 validated in stratified sample
MDB_FINANCING_CONTEXT_1.0,MDB_SIOPS_SNAPSHOT_20260831_1,2022,13008,6,6,145054,145054,1,1,183173349.87,1262.79,True,,2,grupo=17 Total; Indicator 2.1 validated in stratified sample
MDB_FINANCING_CONTEXT_1.0,MDB_SIOPS_SNAPSHOT_20260831_1,2022,13009,9,9,275262,275262,1,1,282450519.14999998,1026.1199999999999,True,,2,grupo=17 Total; Indicator 2.1 validated in stratified sample
MDB_FINANCING_CONTEXT_1.0,MDB_SIOPS_SNAPSHOT_20260831_1,2022,14001,9,9,578267,578267,1,1,505945680.55000001,874.92999999999995,True,,2,grupo=17 Total; Indicator 2.1 validated in stratified sample
MDB_FINANCING_CONTEXT_1.0,MDB_SIOPS_SNAPSHOT_20260831_1,2022,14002,6,6,95137,95137,1,1,111561161.25,1172.6400000000001,True,,2,grupo=17 Total; Indicator 2.1 validated in stratified sample
MDB_FINANCING_CONTEXT_1.0,MDB_SIOPS_SNAPSHOT_20260831_1,2022,15001,15,15,479403,479403,1,1,471014590.5,982.5,True,,2,grupo=17 Total; Indicator 2.1 validated in stratified sample
MDB_FINANCING_CONTEXT_1.0,MDB_SIOPS_SNAPSHOT_20260831_1,2022,15002,14,14,841073,841073,1,1,584092872.61000001,694.46000000000004,True,,2,grupo=17 Total; Indicator 2.1 validated in stratified sample
MDB_FINANCING_CONTEXT_1.0,MDB_SIOPS_SNAPSHOT_20260831_1,2022,15003,17,17,985235,985235,1,1,1387626096.46,1408.4200000000001,True,,2,grupo=17 Total; Indicator 2.1 validated in stratified sample
MDB_FINANCING_CONTEXT_1.0,MDB_SIOPS_SNAPSHOT_20260831_1,2022,15004,5,5,280898,280898,1,1,277715932.43000001,988.66999999999996,True,,2,grupo=17 Total; Indicator 2.1 validated in stratified sample
MDB_FINANCING_CONTEXT_1.0,MDB_SIOPS_SNAPSHOT_20260831_1,2022,15006,5,5,2127484,2127484,1,1,1675989869.48,787.77999999999997,True,,2,grupo=17 Total; Indicator 2.1 validated in stratified sample
MDB_FINANCING_CONTEXT_1.0,MDB_SIOPS_SNAPSHOT_20260831_1,2022,15007,9,9,375538,375538,1,1,239346442.03,637.34000000000003,True,,2,grupo=17 Total; Indicator 2.1 validated in stratified sample
MDB_FINANCING_CONTEXT_1.0,MDB_SIOPS_SNAPSHOT_20260831_1,2022,15008,22,22,889374,889374,1,1,773981597.48000002,870.25,True,,2,grupo=17 Total; Indicator 2.1 validated in stratified sample
MDB_FINANCING_CONTEXT_1.0,MDB_SIOPS_SNAPSHOT_20260831_1,2022,15009,16,16,536845,536845,1,1,439572900.88999999,818.80999999999995,True,,2,grupo=17 Total; Indicator 2.1 validated in stratified sample
MDB_FINANCING_CONTEXT_1.0,MDB_SIOPS_SNAPSHOT_20260831_1,2022,15010,6,6,260004,260004,1,1,222529415.24000001,855.87,True,,2,grupo=17 Total; Indicator 2.1 validated in stratified sample
MDB_FINANCING_CONTEXT_1.0,MDB_SIOPS_SNAPSHOT_20260831_1,2022,15011,10,10,823077,823077,1,1,527984629.24000001,641.48000000000002,True,,2,grupo=17 Total; Indicator 2.1 validated in stratified sample
MDB_FINANCING_CONTEXT_1.0,MDB_SIOPS_SNAPSHOT_20260831_1,2022,15012,9,9,389327,389327,1,1,307620911.69999999,790.13999999999999,True,,2,grupo=17 Total; Indicator 2.1 validated in stratified sample
MDB_FINANCING_CONTEXT_1.0,MDB_SIOPS_SNAPSHOT_20260831_1,2022,15013,9,9,243519,243519,1,1,141027606.34,579.12,True,,2,grupo=17 Total; Indicator 2.1 validated in stratified sample
MDB_FINANCING_CONTEXT_1.0,MDB_SIOPS_SNAPSHOT_20260831_1,2022,15014,7,7,338268,338268,1,1,211506743.83000001,625.25999999999999,True,,2,grupo=17 Total; Indicator 2.1 validated in stratified sample
MDB_FINANCING_CONTEXT_1.0,MDB_SIOPS_SNAPSHOT_20260831_1,2022,16001,7,7,536730,536730,1,1,335373653.07999998,624.85000000000002,True,,2,grupo=17 Total; Indicator 2.1 validated in stratified sample
MDB_FINANCING_CONTEXT_1.0,MDB_SIOPS_SNAPSHOT_20260831_1,2022,16002,5,5,66859,66859,1,1,37926380.219999999,567.25999999999999,True,,2,grupo=17 Total; Indicator 2.1 validated in stratified sample
MDB_FINANCING_CONTEXT_1.0,MDB_SIOPS_SNAPSHOT_20260831_1,2022,16003,4,4,191868,191868,1,1,158398670.88,825.55999999999995,True,,2,grupo=17 Total; Indicator 2.1 validated in stratified sample
MDB_FINANCING_CONTEXT_1.0,MDB_SIOPS_SNAPSHOT_20260831_1,2022,17001,17,17,288376,288376,1,1,322616749.58999997,1118.74,True,,2,grupo=17 Total; Indicator 2.1 validated in stratified sample
MDB_FINANCING_CONTEXT_1.0,MDB_SIOPS_SNAPSHOT_20260831_1,2022,17002,24,24,202958,202958,1,1,205801274.12,1014.01,True,,2,grupo=17 Total; Indicator 2.1 validated in stratified sample
MDB_FINANCING_CONTEXT_1.0,MDB_SIOPS_SNAPSHOT_20260831_1,2022,17003,15,15,90322,90322,1,1,116509332.20999999,1289.9300000000001,True,,2,grupo=17 Total; Indicator 2.1 validated in stratified sample
MDB_FINANCING_CONTEXT_1.0,MDB_SIOPS_SNAPSHOT_20260831_1,2022,17004,23,23,155532,155532,1,1,191638635.63999999,1232.1500000000001,True,,2,grupo=17 Total; Indicator 2.1 validated in stratified sample
MDB_FINANCING_CONTEXT_1.0,MDB_SIOPS_SNAPSHOT_20260831_1,2022,17005,18,18,183266,183266,1,1,209831644.08000001,1144.96,True,,2,grupo=17 Total; Indicator 2.1 validated in stratified sample
MDB_FINANCING_CONTEXT_1.0,MDB_SIOPS_SNAPSHOT_20260831_1,2022,17006,14,14,386721,386721,1,1,470518511.12,1216.6900000000001,True,,2,grupo=17 Total; Indicator 2.1 validated in stratified sample
MDB_FINANCING_CONTEXT_1.0,MDB_SIOPS_SNAPSHOT_20260831_1,2022,17007,15,15,129988,129988,1,1,149692459.49000001,1151.5899999999999,True,,2,grupo=17 Total; Indicator 2.1 validated in stratified sample
MDB_FINANCING_CONTEXT_1.0,MDB_SIOPS_SNAPSHOT_20260831_1,2022,17008,13,13,120417,120417,1,1,151071082.03999999,1254.5699999999999,True,,2,grupo=17 Total; Indicator 2.1 validated in stratified sample
MDB_FINANCING_CONTEXT_1.0,MDB_SIOPS_SNAPSHOT_20260831_1,2022,21001,8,8,270384,270384,1,1,305562993.68000001,1130.1099999999999,True,,2,grupo=17 Total; Indicator 2.1 validated in stratified sample
MDB_FINANCING_CONTEXT_1.0,MDB_SIOPS_SNAPSHOT_20260831_1,2022,21002,11,11,264277,264277,1,1,271499218.12,1027.3299999999999,True,,2,grupo=17 Total; Indicator 2.1 validated in stratified sample
MDB_FINANCING_CONTEXT_1.0,MDB_SIOPS_SNAPSHOT_20260831_1,2022,21003,13,13,237478,237478,1,1,279155180.85000002,1175.5,True,,2,grupo=17 Total; Indicator 2.1 validated in stratified sample
MDB_FINANCING_CONTEXT_1.0,MDB_SIOPS_SNAPSHOT_20260831_1,2022,21004,6,6,232031,232031,1,1,195361698.25999999,841.96000000000004,True,,2,grupo=17 Total; Indicator 2.1 validated in stratified sample
MDB_FINANCING_CONTEXT_1.0,MDB_SIOPS_SNAPSHOT_20260831_1,2022,21005,7,7,296145,296145,1,1,289311365.97000003,976.91999999999996,True,,2,grupo=17 Total; Indicator 2.1 validated in stratified sample
MDB_FINANCING_CONTEXT_1.0,MDB_SIOPS_SNAPSHOT_20260831_1,2022,21006,13,13,362884,362884,1,1,265167197.13,730.72000000000003,True,,2,grupo=17 Total; Indicator 2.1 validated in stratified sample
MDB_FINANCING_CONTEXT_1.0,MDB_SIOPS_SNAPSHOT_20260831_1,2022,21007,6,6,295241,295241,1,1,213458341.84999999,723,True,,2,grupo=17 Total; Indicator 2.1 validated in stratified sample
MDB_FINANCING_CONTEXT_1.0,MDB_SIOPS_SNAPSHOT_20260831_1,2022,21008,16,16,555298,555298,1,1,601110230.07000005,1082.5,True,,2,grupo=17 Total; Indicator 2.1 validated in stratified sample
MDB_FINANCING_CONTEXT_1.0,MDB_SIOPS_SNAPSHOT_20260831_1,2022,21009,14,14,367883,367883,1,1,326935946.19999999,888.70000000000005,True,,2,grupo=17 Total; Indicator 2.1 validated in stratified sample
MDB_FINANCING_CONTEXT_1.0,MDB_SIOPS_SNAPSHOT_20260831_1,2022,21010,13,13,214071,214071,1,1,247055852.91999999,1154.0799999999999,True,,2,grupo=17 Total; Indicator 2.1 validated in stratified sample
MDB_FINANCING_CONTEXT_1.0,MDB_SIOPS_SNAPSHOT_20260831_1,2022,21011,17,17,401230,401230,1,1,348403056.51999998,868.34000000000003,True,,2,grupo=17 Total; Indicator 2.1 validated in stratified sample
MDB_FINANCING_CONTEXT_1.0,MDB_SIOPS_SNAPSHOT_20260831_1,2022,21012,16,16,283300,283300,1,1,306151161.69999999,1080.6600000000001,True,,2,grupo=17 Total; Indicator 2.1 validated in stratified sample
MDB_FINANCING_CONTEXT_1.0,MDB_SIOPS_SNAPSHOT_20260831_1,2022,21013,12,12,294787,294787,1,1,199241456.34999999,675.88,True,,2,grupo=17 Total; Indicator 2.1 validated in stratified sample
MDB_FINANCING_CONTEXT_1.0,MDB_SIOPS_SNAPSHOT_20260831_1,2022,21014,13,13,361359,361359,1,1,330266846.43000001,913.96000000000004,True,,2,grupo=17 Total; Indicator 2.1 validated in stratified sample
MDB_FINANCING_CONTEXT_1.0,MDB_SIOPS_SNAPSHOT_20260831_1,2022,21015,15,15,240059,240059,1,1,241808746.00999999,1007.29,True,,2,grupo=17 Total; Indicator 2.1 validated in stratified sample
MDB_FINANCING_CONTEXT_1.0,MDB_SIOPS_SNAPSHOT_20260831_1,2022,21016,5,5,1526895,1526895,1,1,1360005107.8299999,890.70000000000005,True,,2,grupo=17 Total; Indicator 2.1 validated in stratified sample
MDB_FINANCING_CONTEXT_1.0,MDB_SIOPS_SNAPSHOT_20260831_1,2022,21017,4,4,257804,257804,1,1,181999360.28999999,705.96000000000004,True,,2,grupo=17 Total; Indicator 2.1 validated in stratified sample
MDB_FINANCING_CONTEXT_1.0,MDB_SIOPS_SNAPSHOT_20260831_1,2022,21018,11,11,264529,264529,1,1,216655431.59,819.01999999999998,True,,2,grupo=17 Total; Indicator 2.1 validated in stratified sample
MDB_FINANCING_CONTEXT_1.0,MDB_SIOPS_SNAPSHOT_20260831_1,2022,21019,17,17,272432,272432,1,1,260609570.22,956.60000000000002,True,,2,grupo=17 Total; Indicator 2.1 validated in stratified sample
MDB_FINANCING_CONTEXT_1.0,MDB_SIOPS_SNAPSHOT_20260831_1,2022,22001,15,15,163382,163382,1,1,162407982.56999999,994.03999999999996,True,,2,grupo=17 Total; Indicator 2.1 validated in stratified sample
MDB_FINANCING_CONTEXT_1.0,MDB_SIOPS_SNAPSHOT_20260831_1,2022,22002,21,20,189988,184544,0.95238095238095233,0.97134555866686312,,,False,PARTIAL_SIOPS_COVERAGE,2,grupo=17 Total; Indicator 2.1 validated in stratified sample
MDB_FINANCING_CONTEXT_1.0,MDB_SIOPS_SNAPSHOT_20260831_1,2022,22003,23,23,410271,410271,1,1,341243404.05000001,831.75,True,,2,grupo=17 Total; Indicator 2.1 validated in stratified sample
MDB_FINANCING_CONTEXT_1.0,MDB_SIOPS_SNAPSHOT_20260831_1,2022,22004,31,31,1281653,1281653,1,1,1809011912.0599999,1411.47,True,,2,grupo=17 Total; Indicator 2.1 validated in stratified sample
MDB_FINANCING_CONTEXT_1.0,MDB_SIOPS_SNAPSHOT_20260831_1,2022,22005,11,11,298427,298427,1,1,283058661.35000002,948.5,True,,2,grupo=17 Total; Indicator 2.1 validated in stratified sample
MDB_FINANCING_CONTEXT_1.0,MDB_SIOPS_SNAPSHOT_20260831_1,2022,22006,20,20,160558,160558,1,1,171612680.12,1068.8499999999999,True,,2,grupo=17 Total; Indicator 2.1 validated in stratified sample
MDB_FINANCING_CONTEXT_1.0,MDB_SIOPS_SNAPSHOT_20260831_1,2022,22007,5,5,53062,53062,1,1,76735916.560000002,1446.1600000000001,True,,2,grupo=17 Total; Indicator 2.1 validated in stratified sample
MDB_FINANCING_CONTEXT_1.0,MDB_SIOPS_SNAPSHOT_20260831_1,2022,22008,14,14,109308,109308,1,1,129010519.38,1180.25,True,,2,grupo=17 Total; Indicator 2.1 validated in stratified sample
MDB_FINANCING_CONTEXT_1.0,MDB_SIOPS_SNAPSHOT_20260831_1,2022,22009,26,26,243701,243701,1,1,272033417.11000001,1116.26,True,,2,grupo=17 Total; Indicator 2.1 validated in stratified sample
MDB_FINANCING_CONTEXT_1.0,MDB_SIOPS_SNAPSHOT_20260831_1,2022,22010,14,14,105059,105059,1,1,117927056.36,1122.48,True,,2,grupo=17 Total; Indicator 2.1 validated in stratified sample
MDB_FINANCING_CONTEXT_1.0,MDB_SIOPS_SNAPSHOT_20260831_1,2022,22011,28,28,211563,211563,1,1,266449351.16,1259.4300000000001,True,,2,grupo=17 Total; Indicator 2.1 validated in stratified sample
MDB_FINANCING_CONTEXT_1.0,MDB_SIOPS_SNAPSHOT_20260831_1,2022,22012,16,16,130071,130071,1,1,152044137.97999999,1168.9300000000001,True,,2,grupo=17 Total; Indicator 2.1 validated in stratified sample
MDB_FINANCING_CONTEXT_1.0,MDB_SIOPS_SNAPSHOT_20260831_1,2022,23001,44,44,4773653,4773653,1,1,5000936191.1700001,1047.6099999999999,True,,2,grupo=17 Total; Indicator 2.1 validated in stratified sample
MDB_FINANCING_CONTEXT_1.0,MDB_SIOPS_SNAPSHOT_20260831_1,2022,23011,55,55,1699493,1699493,1,1,1895515714.9200001,1115.3399999999999,True,,2,grupo=17 Total; Indicator 2.1 validated in stratified sample
MDB_FINANCING_CONTEXT_1.0,MDB_SIOPS_SNAPSHOT_20260831_1,2022,23023,45,45,1500056,1500056,1,1,1652823101.98,1101.8399999999999,True,,2,grupo=17 Total; Indicator 2.1 validated in stratified sample
MDB_FINANCING_CONTEXT_1.0,MDB_SIOPS_SNAPSHOT_20260831_1,2022,23024,20,20,640758,640758,1,1,682483695.00999999,1065.1199999999999,True,,2,grupo=17 Total; Indicator 2.1 validated in stratified sample
MDB_FINANCING_CONTEXT_1.0,MDB_SIOPS_SNAPSHOT_20260831_1,2022,23025,20,20,548995,548995,1,1,623982531.59000003,1136.5899999999999,True,,2,grupo=17 Total; Indicator 2.1 validated in stratified sample
MDB_FINANCING_CONTEXT_1.0,MDB_SIOPS_SNAPSHOT_20260831_1,2022,24001,27,27,390779,390779,1,1,426575343.58999997,1091.5999999999999,True,,2,grupo=17 Total; Indicator 2.1 validated in stratified sample
MDB_FINANCING_CONTEXT_1.0,MDB_SIOPS_SNAPSHOT_20260831_1,2022,24002,14,14,468537,468537,1,1,549519975.73000002,1172.8399999999999,True,,2,grupo=17 Total; Indicator 2.1 validated in stratified sample
MDB_FINANCING_CONTEXT_1.0,MDB_SIOPS_SNAPSHOT_20260831_1,2022,24003,26,26,348666,348666,1,1,478611161.45999998,1372.6900000000001,True,,2,grupo=17 Total; Indicator 2.1 validated in stratified sample
MDB_FINANCING_CONTEXT_1.0,MDB_SIOPS_SNAPSHOT_20260831_1,2022,24004,25,25,306547,306547,1,1,361328289.42000002,1178.7,True,,2,grupo=17 Total; Indicator 2.1 validated in stratified sample
MDB_FINANCING_CONTEXT_1.0,MDB_SIOPS_SNAPSHOT_20260831_1,2022,24005,21,21,191558,191558,1,1,229970526.93000001,1200.53,True,,2,grupo=17 Total; Indicator 2.1 validated in stratified sample
MDB_FINANCING_CONTEXT_1.0,MDB_SIOPS_SNAPSHOT_20260831_1,2022,24006,37,37,250048,250048,1,1,385159510.69999999,1540.3399999999999,True,,2,grupo=17 Total; Indicator 2.1 validated in stratified sample
MDB_FINANCING_CONTEXT_1.0,MDB_SIOPS_SNAPSHOT_20260831_1,2022,24007,5,5,1320198,1320198,1,1,1627005870.3499999,1232.4000000000001,True,,2,grupo=17 Total; Indicator 2.1 validated in stratified sample
MDB_FINANCING_CONTEXT_1.0,MDB_SIOPS_SNAPSHOT_20260831_1,2022,24008,12,12,151622,151622,1,1,201706804.90000001,1330.3299999999999,True,,2,grupo=17 Total; Indicator 2.1 validated in stratified sample
MDB_FINANCING_CONTEXT_1.0,MDB_SIOPS_SNAPSHOT_20260831_1,2022,25001,14,14,1387602,1387602,1,1,1483496564.9100001,1069.1099999999999,True,,2,grupo=17 Total; Indicator 2.1 validated in stratified sample
MDB_FINANCING_CONTEXT_1.0,MDB_SIOPS_SNAPSHOT_20260831_1,2022,25002,25,25,300747,300747,1,1,300859420.25,1000.37,True,,2,grupo=17 Total; Indicator 2.1 validated in stratified sample
MDB_FINANCING_CONTEXT_1.0,MDB_SIOPS_SNAPSHOT_20260831_1,2022,25003,12,12,196078,196078,1,1,187076514.03,954.09000000000003,True,,2,grupo=17 Total; Indicator 2.1 validated in stratified sample
MDB_FINANCING_CONTEXT_1.0,MDB_SIOPS_SNAPSHOT_20260831_1,2022,25004,12,12,108366,108366,1,1,128021639.20999999,1181.3800000000001,True,,2,grupo=17 Total; Indicator 2.1 validated in stratified sample
MDB_FINANCING_CONTEXT_1.0,MDB_SIOPS_SNAPSHOT_20260831_1,2022,25005,17,17,114485,114485,1,1,167419715.84,1462.3699999999999,True,,2,grupo=17 Total; Indicator 2.1 validated in stratified sample
MDB_FINANCING_CONTEXT_1.0,MDB_SIOPS_SNAPSHOT_20260831_1,2022,25006,24,24,234703,234703,1,1,286342663.83999997,1220.02,True,,2,grupo=17 Total; Indicator 2.1 validated in stratified sample
MDB_FINANCING_CONTEXT_1.0,MDB_SIOPS_SNAPSHOT_20260831_1,2022,25007,18,18,145534,145534,1,1,196741013.97999999,1351.8599999999999,True,,2,grupo=17 Total; Indicator 2.1 validated in stratified sample
MDB_FINANCING_CONTEXT_1.0,MDB_SIOPS_SNAPSHOT_20260831_1,2022,25008,10,10,117224,117224,1,1,139670643.05000001,1191.49,True,,2,grupo=17 Total; Indicator 2.1 validated in stratified sample
MDB_FINANCING_CONTEXT_1.0,MDB_SIOPS_SNAPSHOT_20260831_1,2022,25009,15,15,178201,178201,1,1,196807023.34,1104.4100000000001,True,,2,grupo=17 Total; Indicator 2.1 validated in stratified sample
MDB_FINANCING_CONTEXT_1.0,MDB_SIOPS_SNAPSHOT_20260831_1,2022,25010,9,9,117036,117036,1,1,131303400.52,1121.9100000000001,True,,2,grupo=17 Total; Indicator 2.1 validated in stratified sample
MDB_FINANCING_CONTEXT_1.0,MDB_SIOPS_SNAPSHOT_20260831_1,2022,25011,7,7,80233,80233,1,1,108988683.38,1358.4000000000001,True,,2,grupo=17 Total; Indicator 2.1 validated in stratified sample
MDB_FINANCING_CONTEXT_1.0,MDB_SIOPS_SNAPSHOT_20260831_1,2022,25012,14,14,178517,178517,1,1,180907216.44999999,1013.39,True,,2,grupo=17 Total; Indicator 2.1 validated in stratified sample
MDB_FINANCING_CONTEXT_1.0,MDB_SIOPS_SNAPSHOT_20260831_1,2022,25013,6,6,60377,60377,1,1,73229028.209999993,1212.8599999999999,True,,2,grupo=17 Total; Indicator 2.1 validated in stratified sample
MDB_FINANCING_CONTEXT_1.0,MDB_SIOPS_SNAPSHOT_20260831_1,2022,25014,11,11,156835,156835,1,1,150205802.31,957.73000000000002,True,,2,grupo=17 Total; Indicator 2.1 validated in stratified sample
MDB_FINANCING_CONTEXT_1.0,MDB_SIOPS_SNAPSHOT_20260831_1,2022,25015,14,14,156601,156601,1,1,168114619.03,1073.52,True,,2,grupo=17 Total; Indicator 2.1 validated in stratified sample
MDB_FINANCING_CONTEXT_1.0,MDB_SIOPS_SNAPSHOT_20260831_1,2022,25016,15,15,573487,573487,1,1,703841759.44000006,1227.3,True,,2,grupo=17 Total; Indicator 2.1 validated in stratified sample
MDB_FINANCING_CONTEXT_1.0,MDB_SIOPS_SNAPSHOT_20260831_1,2022,26001,12,12,192398,192398,1,1,205527942.22,1068.24,True,,2,grupo=17 Total; Indicator 2.1 validated in stratified sample
MDB_FINANCING_CONTEXT_1.0,MDB_SIOPS_SNAPSHOT_20260831_1,2022,26002,13,13,431209,431209,1,1,379571558.17000002,880.25,True,,2,grupo=17 Total; Indicator 2.1 validated in stratified sample
MDB_FINANCING_CONTEXT_1.0,MDB_SIOPS_SNAPSHOT_20260831_1,2022,26003,32,32,1389209,1389209,1,1,1062688254.16,764.96000000000004,True,,2,grupo=17 Total; Indicator 2.1 validated in stratified sample
MDB_FINANCING_CONTEXT_1.0,MDB_SIOPS_SNAPSHOT_20260831_1,2022,26004,21,21,559575,559575,1,1,478928892.02999997,855.88,True,,2,grupo=17 Total; Indicator 2.1 validated in stratified sample
MDB_FINANCING_CONTEXT_1.0,MDB_SIOPS_SNAPSHOT_20260831_1,2022,26005,10,10,315410,315410,1,1,349306004.88,1107.47,True,,2,grupo=17 Total; Indicator 2.1 validated in stratified sample
MDB_FINANCING_CONTEXT_1.0,MDB_SIOPS_SNAPSHOT_20260831_1,2022,26006,20,20,592452,592452,1,1,505005264.07999998,852.39999999999998,True,,2,grupo=17 Total; Indicator 2.1 validated in stratified sample
MDB_FINANCING_CONTEXT_1.0,MDB_SIOPS_SNAPSHOT_20260831_1,2022,26007,11,11,352413,352413,1,1,280190084.25,795.05999999999995,True,,2,grupo=17 Total; Indicator 2.1 validated in stratified sample
MDB_FINANCING_CONTEXT_1.0,MDB_SIOPS_SNAPSHOT_20260831_1,2022,26008,22,22,533046,533046,1,1,510873961.64999998,958.40999999999997,True,,2,grupo=17 Total; Indicator 2.1 validated in stratified sample
MDB_FINANCING_CONTEXT_1.0,MDB_SIOPS_SNAPSHOT_20260831_1,2022,26009,7,7,548840,548840,1,1,365832650.91000003,666.55999999999995,True,,2,grupo=17 Total; Indicator 2.1 validated in stratified sample
MDB_FINANCING_CONTEXT_1.0,MDB_SIOPS_SNAPSHOT_20260831_1,2022,26010,20,19,4185337,4182084,0.94999999999999996,0.99922276270704125,,,False,PARTIAL_SIOPS_COVERAGE,2,grupo=17 Total; Indicator 2.1 validated in stratified sample
MDB_FINANCING_CONTEXT_1.0,MDB_SIOPS_SNAPSHOT_20260831_1,2022,26011,7,7,146518,146518,1,1,136095967.84999999,928.87,True,,2,grupo=17 Total; Indicator 2.1 validated in stratified sample
MDB_FINANCING_CONTEXT_1.0,MDB_SIOPS_SNAPSHOT_20260831_1,2022,26012,10,10,246619,246619,1,1,229762375.66,931.64999999999998,True,,2,grupo=17 Total; Indicator 2.1 validated in stratified sample
MDB_FINANCING_CONTEXT_1.0,MDB_SIOPS_SNAPSHOT_20260831_1,2022,27001,12,12,1279770,1279770,1,1,1294590796.9100001,1011.58,True,,2,grupo=17 Total; Indicator 2.1 validated in stratified sample
MDB_FINANCING_CONTEXT_1.0,MDB_SIOPS_SNAPSHOT_20260831_1,2022,27002,9,9,160980,160980,1,1,200155736.74000001,1243.3599999999999,True,,2,grupo=17 Total; Indicator 2.1 validated in stratified sample
MDB_FINANCING_CONTEXT_1.0,MDB_SIOPS_SNAPSHOT_20260831_1,2022,27003,11,11,201336,201336,1,1,249206664.61000001,1237.77,True,,2,grupo=17 Total; Indicator 2.1 validated in stratified sample
MDB_FINANCING_CONTEXT_1.0,MDB_SIOPS_SNAPSHOT_20260831_1,2022,27004,9,9,127652,127652,1,1,175761694.05000001,1376.8800000000001,True,,2,grupo=17 Total; Indicator 2.1 validated in stratified sample
MDB_FINANCING_CONTEXT_1.0,MDB_SIOPS_SNAPSHOT_20260831_1,2022,27005,7,7,196565,196565,1,1,298605364.99000001,1519.1199999999999,True,,2,grupo=17 Total; Indicator 2.1 validated in stratified sample
