release_id,geography_version,intelligence_version,radar_ruleset_version,decomposition_version,peer_method_version,health_region_code,health_region_name,uf,need_high,capacity_low,mismatch_marked_positive,capacity_component_low,spatial_hh_mismatch,zero_registered_beds,small_suicide_count,matched_signal_families,suicide_contribution,admissions_contribution,caps_contribution,beds_contribution,psychiatrist_contribution,decomposition_sum
MDB_ANALYTICAL_2024_2,BR_HEALTH_REGIONS_END2024_V1,MDB_TERRITORIAL_INTELLIGENCE_1.1,MDB_RADAR_RULESET_1.0,MDB_MISMATCH_DECOMPOSITION_1.0,MDB_PEER_METHOD_1.0,32004,Sul,ES,False,False,False,False,False,True,False,0,-0.051369863013698641,0.068493150684931503,0.06164383561643836,0.062404870624048703,-0.045662100456621002,0.095509893455098915
MDB_ANALYTICAL_2024_2,BR_HEALTH_REGIONS_END2024_V1,MDB_TERRITORIAL_INTELLIGENCE_1.1,MDB_RADAR_RULESET_1.0,MDB_MISMATCH_DECOMPOSITION_1.0,MDB_PEER_METHOD_1.0,33001,Baia da Ilha Grande,RJ,False,False,False,False,False,False,False,0,-0.19634703196347031,0.066210045662100481,0.022831050228310501,-0.10273972602739725,-0.094368340943683404,-0.30441400304414001
MDB_ANALYTICAL_2024_2,BR_HEALTH_REGIONS_END2024_V1,MDB_TERRITORIAL_INTELLIGENCE_1.1,MDB_RADAR_RULESET_1.0,MDB_MISMATCH_DECOMPOSITION_1.0,MDB_PEER_METHOD_1.0,33002,Baixada Litorânea,RJ,False,False,False,False,False,False,False,0,-0.22374429223744291,-0.074200913242009142,0.033485540334855401,-0.046423135464231338,-0.12328767123287672,-0.43417047184170465
MDB_ANALYTICAL_2024_2,BR_HEALTH_REGIONS_END2024_V1,MDB_TERRITORIAL_INTELLIGENCE_1.1,MDB_RADAR_RULESET_1.0,MDB_MISMATCH_DECOMPOSITION_1.0,MDB_PEER_METHOD_1.0,33003,Centro-Sul,RJ,False,False,False,False,False,False,False,0,-0.204337899543379,0.0091324200913242004,-0.14840182648401826,-0.15905631659056313,-0.14611872146118721,-0.64878234398782331
MDB_ANALYTICAL_2024_2,BR_HEALTH_REGIONS_END2024_V1,MDB_TERRITORIAL_INTELLIGENCE_1.1,MDB_RADAR_RULESET_1.0,MDB_MISMATCH_DECOMPOSITION_1.0,MDB_PEER_METHOD_1.0,33004,Médio Paraíba,RJ,False,False,False,False,False,False,False,0,-0.19178082191780821,0.081050228310502292,-0.066971080669710803,-0.11948249619482494,-0.13546423135464231,-0.43264840182648395
MDB_ANALYTICAL_2024_2,BR_HEALTH_REGIONS_END2024_V1,MDB_TERRITORIAL_INTELLIGENCE_1.1,MDB_RADAR_RULESET_1.0,MDB_MISMATCH_DECOMPOSITION_1.0,MDB_PEER_METHOD_1.0,33005,Metropolitana I,RJ,False,False,False,True,False,False,False,1,-0.2408675799086758,-0.050228310502283102,0.15525114155251141,-0.057838660578386603,-0.038051750380517516,-0.2317351598173516
MDB_ANALYTICAL_2024_2,BR_HEALTH_REGIONS_END2024_V1,MDB_TERRITORIAL_INTELLIGENCE_1.1,MDB_RADAR_RULESET_1.0,MDB_MISMATCH_DECOMPOSITION_1.0,MDB_PEER_METHOD_1.0,33006,Metropolitana II,RJ,False,False,False,True,False,False,False,1,-0.2271689497716895,0.13812785388127852,0.13242009132420091,-0.073820395738203939,-0.073059360730593603,-0.10350076103500762
MDB_ANALYTICAL_2024_2,BR_HEALTH_REGIONS_END2024_V1,MDB_TERRITORIAL_INTELLIGENCE_1.1,MDB_RADAR_RULESET_1.0,MDB_MISMATCH_DECOMPOSITION_1.0,MDB_PEER_METHOD_1.0,33007,Noroeste,RJ,False,False,False,False,False,False,False,0,-0.16210045662100458,0.1769406392694064,-0.106544901065449,-0.066971080669710803,-0.066210045662100453,-0.22488584474885845
MDB_ANALYTICAL_2024_2,BR_HEALTH_REGIONS_END2024_V1,MDB_TERRITORIAL_INTELLIGENCE_1.1,MDB_RADAR_RULESET_1.0,MDB_MISMATCH_DECOMPOSITION_1.0,MDB_PEER_METHOD_1.0,33008,Norte,RJ,False,False,False,False,False,False,False,0,-0.10730593607305935,-0.11187214611872145,0.066210045662100453,-0.050228310502283116,-0.062404870624048717,-0.26560121765601219
MDB_ANALYTICAL_2024_2,BR_HEALTH_REGIONS_END2024_V1,MDB_TERRITORIAL_INTELLIGENCE_1.1,MDB_RADAR_RULESET_1.0,MDB_MISMATCH_DECOMPOSITION_1.0,MDB_PEER_METHOD_1.0,33009,Serrana,RJ,False,False,False,False,False,False,False,0,-0.099315068493150693,0.2089041095890411,-0.017503805175038058,-0.069254185692541853,-0.11339421613394214,-0.09056316590563164
