health_region_code,delta_need_score,delta_capacity_score,delta_mismatch_score,delta_suicide_percentile,delta_psychiatric_admission_percentile,delta_caps_percentile,delta_beds_percentile,delta_psychiatrist_fte_percentile,NEED_POSITION_UP,CAPACITY_POSITION_DOWN,MISMATCH_POSITION_UP,NEED_COMPONENT_POSITION_UP,CAPACITY_COMPONENT_POSITION_DOWN,matched_change_families,from_year,to_year,change_version
17005,0.13698630136986312,-0.0011415525114155667,0.13812785388127868,0.12328767123287676,0.15068493150684931,-0.034246575342465779,-0.003424657534246589,0.034246575342465779,False,False,False,False,False,0,2022,2023,MDB_CHANGE_RADAR_RULESET_1.0
17006,0.063926940639269403,0.023592085235920934,0.040334855403348469,0.068493150684931559,0.059360730593607247,0.068493150684931503,-0.0045662100456620447,0.006849315068493067,False,False,False,False,False,0,2022,2023,MDB_CHANGE_RADAR_RULESET_1.0
17007,0.052511415525114236,-0.020167427701674262,0.072678843226788525,0.16666666666666674,-0.061643835616438325,-0.0045662100456621002,-0.003424657534246589,-0.052511415525114152,False,False,False,False,False,0,2022,2023,MDB_CHANGE_RADAR_RULESET_1.0
17008,-0.070776255707762692,-0.01560121765601219,-0.055175038051750502,-0.077625570776255759,-0.063926940639269403,-0.0068493150684931503,-0.003424657534246589,-0.036529680365296802,False,False,False,False,False,0,2022,2023,MDB_CHANGE_RADAR_RULESET_1.0
21001,0.0022831050228310223,0.07572298325722987,-0.073439878234398848,0.050228310502283102,-0.04566210045662103,0.13013698630136988,-0.003424657534246589,0.1004566210045662,False,False,False,False,False,0,2022,2023,MDB_CHANGE_RADAR_RULESET_1.0
21002,-0.0022831050228310779,-0.06811263318112637,0.065829528158295292,-0.0068493150684931503,0.0022831050228310779,0.13242009132420091,-0.003424657534246589,-0.33333333333333337,False,False,False,False,True,1,2022,2023,MDB_CHANGE_RADAR_RULESET_1.0
21003,-0.012557077625570734,-0.0095129375951293615,-0.0030441400304413724,0.020547945205479534,-0.045662100456621002,-0.022831050228310501,-0.003424657534246589,-0.0022831050228310501,False,False,False,False,False,0,2022,2023,MDB_CHANGE_RADAR_RULESET_1.0
21004,0.053652968036529691,0.072678843226788387,-0.019025875190258695,0.15068493150684931,-0.043378995433789952,0.19406392694063926,-0.003424657534246589,0.027397260273972601,False,False,False,False,False,0,2022,2023,MDB_CHANGE_RADAR_RULESET_1.0
21005,-0.022831050228310557,0.02777777777777779,-0.050608828006088347,0.066210045662100481,-0.11187214611872148,-0.036529680365296802,-0.003424657534246589,0.12328767123287671,False,False,False,False,False,0,2022,2023,MDB_CHANGE_RADAR_RULESET_1.0
21006,-0.025114155251141523,-0.02777777777777779,0.0026636225266362668,-0.011415525114155251,-0.038812785388127824,-0.0022831050228310501,-0.003424657534246589,-0.077625570776255703,False,False,False,False,False,0,2022,2023,MDB_CHANGE_RADAR_RULESET_1.0
21007,0.020547945205479479,-0.012557077625570845,0.033105022831050324,-0.0091324200913242004,0.050228310502283102,-0.029680365296803679,-0.003424657534246589,-0.0045662100456621002,False,False,False,False,False,0,2022,2023,MDB_CHANGE_RADAR_RULESET_1.0
21008,-0.029680365296803651,-0.03386605783866059,0.0041856925418569391,-0.034246575342465724,-0.025114155251141551,-0.031963470319634701,-0.003424657534246589,-0.066210045662100481,False,False,False,False,False,0,2022,2023,MDB_CHANGE_RADAR_RULESET_1.0
21009,-0.013698630136986301,-0.021689497716894962,0.0079908675799086615,-0.013698630136986301,-0.013698630136986301,-0.022831050228310501,-0.003424657534246589,-0.038812785388127852,False,False,False,False,False,0,2022,2023,MDB_CHANGE_RADAR_RULESET_1.0
21010,-0.097031963470319615,-0.097792998477929938,0.00076103500761032228,-0.082191780821917804,-0.11187214611872143,-0.015981735159817267,-0.003424657534246589,-0.27397260273972601,False,False,False,False,True,1,2022,2023,MDB_CHANGE_RADAR_RULESET_1.0
21011,-0.013698630136986301,0.12747336377473367,-0.14117199391171997,-0.020547945205479451,-0.0068493150684931225,0.25342465753424659,-0.003424657534246589,0.13242009132420091,False,False,False,False,False,0,2022,2023,MDB_CHANGE_RADAR_RULESET_1.0
21012,0.023972602739726012,-0.0064687975646879892,0.030441400304414001,0.038812785388127852,0.0091324200913242004,-0.025114155251141579,-0.003424657534246589,0.0091324200913242004,False,False,False,False,False,0,2022,2023,MDB_CHANGE_RADAR_RULESET_1.0
21013,-0.017123287671232834,-0.0019025875190259445,-0.01522070015220689,0.0022831050228310501,-0.036529680365296802,-0.041095890410958957,-0.003424657534246589,0.038812785388127879,False,False,False,False,False,0,2022,2023,MDB_CHANGE_RADAR_RULESET_1.0
21014,-0.0034246575342465335,-0.0019025875190259167,-0.0015220700152206168,-0.0068493150684931503,0,0.0045662100456621002,-0.003424657534246589,-0.0068493150684931503,False,False,False,False,False,0,2022,2023,MDB_CHANGE_RADAR_RULESET_1.0
21015,-0.014840182648401867,-0.022450532724505257,0.0076103500761033893,-0.086757990867579904,0.057077625570776253,-0.10502283105022825,-0.003424657534246589,0.041095890410958902,False,False,False,False,False,0,2022,2023,MDB_CHANGE_RADAR_RULESET_1.0
21016,0.025114155251141523,-0.016362252663622567,0.041476407914764091,0.047945205479452052,0.0022831050228310223,-0.0045662100456621002,-0.003424657534246589,-0.041095890410958957,False,False,False,False,False,0,2022,2023,MDB_CHANGE_RADAR_RULESET_1.0
